ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-10-01,2,28.340,NYG,@,CLE,W 6-0,2,4,2.00,0
2,1950,1950-11-19,9,29.024,NYG,@,BAL,W 55-20,3,62,20.67,1
3,1950,1950-12-03,11,29.038,NYG,,NYY,W 51-7,1,52,52.00,1
4,1951,1951-12-02,10,30.037,NYG,,PIT,W 14-0,1,6,6.00,0
5,1951,1951-12-09,11,30.044,NYG,@,PHI,W 23-7,3,2,0.67,0
