ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2007,2007-09-09,1,22.308,DAL,,NYG,W 45-35,,6,6,100.0,1,1,100.0,0,9
2,2007,2007-09-16,2,22.315,DAL,@,MIA,W 37-20,,4,4,100.0,3,3,100.0,0,13
3,2007,2007-09-23,3,22.322,DAL,@,CHI,W 34-10,,4,4,100.0,2,3,66.7,0,10
4,2007,2007-09-30,4,22.329,DAL,,STL,W 35-7,,5,5,100.0,,,,0,5
5,2007,2007-10-08,5,22.337,DAL,@,BUF,W 25-24,,1,1,100.0,4,4,100.0,0,13
6,2007,2007-10-14,6,22.343,DAL,,NWE,L 27-48,,3,3,100.0,2,2,100.0,0,9
7,2007,2007-10-21,7,22.350,DAL,,MIN,W 24-14,,3,3,100.0,1,2,50.0,0,6
8,2007,2007-11-04,8,22.364,DAL,@,PHI,W 38-17,,5,5,100.0,1,1,100.0,0,8
9,2007,2007-11-11,9,23.006,DAL,@,NYG,W 31-20,,4,4,100.0,1,1,100.0,0,7
10,2007,2007-11-18,10,23.013,DAL,,WAS,W 28-23,,4,4,100.0,,1,0.0,0,4
11,2007,2007-11-22,11,23.017,DAL,,NYJ,W 34-3,,4,4,100.0,2,2,100.0,0,10
12,2007,2007-11-29,12,23.024,DAL,,GNB,W 37-27,,4,4,100.0,3,3,100.0,0,13
13,2007,2007-12-09,13,23.034,DAL,@,DET,W 28-27,,4,4,100.0,,1,0.0,0,4
14,2007,2007-12-16,14,23.041,DAL,,PHI,L 6-10,,,,,2,2,100.0,0,6
15,2007,2007-12-22,15,23.047,DAL,@,CAR,W 20-13,,2,2,100.0,2,2,100.0,0,8
16,2007,2007-12-30,16,23.055,DAL,@,WAS,L 6-27,,,,,2,3,66.7,0,6
17,2008,2008-09-07,1,23.307,DAL,@,CLE,W 28-10,,4,4,100.0,,,,0,4
18,2008,2008-09-15,2,23.315,DAL,,PHI,W 41-37,,5,5,100.0,2,2,100.0,0,11
19,2008,2008-09-21,3,23.321,DAL,@,GNB,W 27-16,,3,3,100.0,2,2,100.0,0,9
20,2008,2008-09-28,4,23.328,DAL,,WAS,L 24-26,,3,3,100.0,1,1,100.0,0,6
21,2008,2008-10-05,5,23.335,DAL,,CIN,W 31-22,,4,4,100.0,1,1,100.0,0,7
22,2008,2008-10-12,6,23.342,DAL,@,ARI,L 24-30,,3,3,100.0,1,2,50.0,0,6
23,2008,2008-10-19,7,23.349,DAL,@,STL,L 14-34,,2,2,100.0,,1,0.0,0,2
24,2008,2008-10-26,8,23.356,DAL,,TAM,W 13-9,,1,1,100.0,2,2,100.0,0,7
25,2008,2008-11-02,9,23.363,DAL,@,NYG,L 14-35,,2,2,100.0,,,,0,2
26,2008,2008-11-16,10,24.011,DAL,@,WAS,W 14-10,,2,2,100.0,,,,0,2
27,2008,2008-11-23,11,24.018,DAL,,SFO,W 35-22,,3,3,100.0,4,4,100.0,0,15
