ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
28,2008,2008-11-27,12,24.022,DAL,,SEA,W 34-9,,4,4,100.0,2,2,100.0,0,10
29,2008,2008-12-07,13,24.032,DAL,@,PIT,L 13-20,,1,1,100.0,2,2,100.0,0,7
30,2008,2008-12-14,14,24.039,DAL,,NYG,W 20-8,,2,2,100.0,,,,0,2
31,2008,2008-12-20,15,24.045,DAL,,BAL,L 24-33,,3,3,100.0,1,1,100.0,0,6
32,2008,2008-12-28,16,24.053,DAL,@,PHI,L 6-44,,,,,2,2,100.0,0,6
33,2009,2009-09-13,1,24.312,DAL,@,TAM,W 34-21,,4,4,100.0,2,2,100.0,0,10
34,2009,2009-09-20,2,24.319,DAL,,NYG,L 31-33,,4,4,100.0,1,1,100.0,0,7
35,2009,2009-09-28,3,24.327,DAL,,CAR,W 21-7,,1,1,100.0,2,3,66.7,0,7
36,2009,2009-10-04,4,24.333,DAL,@,DEN,L 10-17,,1,1,100.0,1,1,100.0,0,4
37,2009,2009-10-11,5,24.340,DAL,@,KAN,W 26-20,,2,2,100.0,2,3,66.7,0,8
38,2009,2009-10-25,6,24.354,DAL,,ATL,W 37-21,,4,4,100.0,3,3,100.0,0,13
39,2009,2009-11-01,7,24.361,DAL,,SEA,W 38-17,,5,5,100.0,1,2,50.0,0,8
40,2009,2009-11-08,8,25.003,DAL,@,PHI,W 20-16,,2,2,100.0,2,2,100.0,0,8
41,2009,2009-11-15,9,25.010,DAL,@,GNB,L 7-17,,1,1,100.0,,1,0.0,0,1
42,2009,2009-11-22,10,25.017,DAL,,WAS,W 7-6,,1,1,100.0,,1,0.0,0,1
43,2009,2009-11-26,11,25.021,DAL,,OAK,W 24-7,,3,3,100.0,1,2,50.0,0,6
44,2009,2009-12-06,12,25.031,DAL,@,NYG,L 24-31,,3,3,100.0,1,3,33.3,0,6
45,2009,2009-12-13,13,25.038,DAL,,SDG,L 17-20,,2,2,100.0,1,2,50.0,0,5
46,2009,2009-12-19,14,25.044,DAL,@,NOR,W 24-17,,3,3,100.0,1,2,50.0,0,6
47,2010,2010-09-13,1,25.312,NYJ,,BAL,L 9-10,,,,,3,3,100.0,0,9
48,2010,2010-09-19,2,25.318,NYJ,,NWE,W 28-14,,2,2,100.0,2,2,100.0,0,8
49,2010,2010-09-26,3,25.325,NYJ,@,MIA,W 31-23,,4,4,100.0,1,2,50.0,0,7
50,2010,2010-10-03,4,25.332,NYJ,@,BUF,W 38-14,,5,5,100.0,1,2,50.0,0,8
51,2010,2010-10-11,5,25.340,NYJ,,MIN,W 29-20,,2,2,100.0,5,5,100.0,0,17
52,2010,2010-10-17,6,25.346,NYJ,@,DEN,W 24-20,,3,3,100.0,1,1,100.0,0,6
53,2010,2010-10-31,7,25.360,NYJ,,GNB,L 0-9,,,,,,1,0.0,0,0
54,2010,2010-11-07,8,26.002,NYJ,@,DET,W 23-20,,2,2,100.0,3,3,100.0,0,11
55,2010,2010-11-14,9,26.009,NYJ,@,CLE,W 26-20,,2,2,100.0,2,5,40.0,0,8
56,2010,2010-11-21,10,26.016,NYJ,,HOU,W 30-27,,3,3,100.0,3,4,75.0,0,12
57,2010,2010-11-25,11,26.020,NYJ,,CIN,W 26-10,,3,3,100.0,1,2,50.0,0,6
58,2010,2010-12-06,12,26.031,NYJ,@,NWE,L 3-45,,,,,1,2,50.0,0,3
59,2010,2010-12-12,13,26.037,NYJ,,MIA,L 6-10,,,,,2,2,100.0,0,6
60,2010,2010-12-19,14,26.044,NYJ,@,PIT,W 22-17,,2,2,100.0,2,2,100.0,0,8
61,2010,2010-12-26,15,26.051,NYJ,@,CHI,L 34-38,,4,4,100.0,2,2,100.0,0,10
62,2010,2011-01-02,16,26.058,NYJ,,BUF,W 38-7,,5,5,100.0,1,1,100.0,0,8
63,2011,2011-09-11,1,26.310,NYJ,,DAL,W 27-24,,3,3,100.0,2,2,100.0,0,9
64,2011,2011-09-18,2,26.317,NYJ,,JAX,W 32-3,,3,3,100.0,3,3,100.0,0,12
65,2011,2011-09-25,3,26.324,NYJ,@,OAK,L 24-34,,3,3,100.0,1,1,100.0,0,6
66,2011,2011-10-02,4,26.331,NYJ,@,BAL,L 17-34,,2,2,100.0,1,1,100.0,0,5
67,2011,2011-10-09,5,26.338,NYJ,@,NWE,L 21-30,,3,3,100.0,,,,0,3
68,2011,2011-10-17,6,26.346,NYJ,,MIA,W 24-6,,3,3,100.0,1,1,100.0,0,6
69,2011,2011-10-23,7,26.352,NYJ,,SDG,W 27-21,,3,3,100.0,2,2,100.0,0,9
70,2011,2011-11-06,8,27.001,NYJ,@,BUF,W 27-11,,3,3,100.0,2,3,66.7,0,9
71,2011,2011-11-13,9,27.008,NYJ,,NWE,L 16-37,,2,2,100.0,,1,0.0,0,2
72,2011,2011-11-17,10,27.012,NYJ,@,DEN,L 13-17,,1,1,100.0,2,4,50.0,0,7
73,2011,2011-11-27,11,27.022,NYJ,,BUF,W 28-24,,4,4,100.0,,,,0,4
74,2011,2011-12-04,12,27.029,NYJ,@,WAS,W 34-19,,4,4,100.0,2,3,66.7,0,10
75,2011,2011-12-11,13,27.036,NYJ,,KAN,W 37-10,,5,5,100.0,,,,0,5
76,2011,2011-12-18,14,27.043,NYJ,@,PHI,L 19-45,,1,1,100.0,2,2,100.0,0,7
77,2011,2011-12-24,15,27.049,NYJ,,NYG,L 14-29,,2,2,100.0,,1,0.0,0,2
78,2011,2012-01-01,16,27.057,NYJ,@,MIA,L 17-19,,2,2,100.0,1,1,100.0,0,5
79,2012,2012-09-09,1,27.309,NYJ,,BUF,W 48-28,,6,6,100.0,2,2,100.0,0,12
80,2012,2012-09-16,2,27.316,NYJ,@,PIT,L 10-27,,1,1,100.0,1,1,100.0,0,4
81,2012,2012-09-23,3,27.323,NYJ,@,MIA,W 23-20,,2,2,100.0,3,3,100.0,0,11
82,2012,2012-09-30,4,27.330,NYJ,,SFO,L 0-34,,,,,,,,,
83,2012,2012-10-08,5,27.338,NYJ,,HOU,L 17-23,,2,2,100.0,1,1,100.0,0,5
84,2012,2012-10-14,6,27.344,NYJ,,IND,W 35-9,,5,5,100.0,,,,0,5
85,2012,2012-10-21,7,27.351,NYJ,@,NWE,L 26-29,,2,2,100.0,4,4,100.0,0,14
86,2012,2012-10-28,8,27.358,NYJ,,MIA,L 9-30,,,,,1,2,50.0,0,3
87,2012,2012-11-11,9,28.006,NYJ,@,SEA,L 7-28,,1,1,100.0,,,,0,1
88,2012,2012-11-18,10,28.013,NYJ,@,STL,W 27-13,,3,3,100.0,2,4,50.0,0,9
89,2012,2012-11-22,11,28.017,NYJ,,NWE,L 19-49,,2,2,100.0,1,1,100.0,0,5
90,2012,2012-12-02,12,28.027,NYJ,,ARI,W 7-6,,1,1,100.0,,2,0.0,0,1
91,2012,2012-12-09,13,28.034,NYJ,@,JAX,W 17-10,,2,2,100.0,1,1,100.0,0,5
92,2012,2012-12-17,14,28.042,NYJ,@,TEN,L 10-14,,1,1,100.0,1,1,100.0,0,4
93,2012,2012-12-23,15,28.048,NYJ,,SDG,L 17-27,,2,2,100.0,1,1,100.0,0,5
94,2012,2012-12-30,16,28.055,NYJ,@,BUF,L 9-28,,,,,3,4,75.0,0,9
95,2013,2013-09-08,1,28.307,NYJ,,TAM,W 18-17,,1,1,100.0,3,3,100.0,0,10
96,2013,2013-09-12,2,28.311,NYJ,@,NWE,L 10-13,,1,1,100.0,1,1,100.0,0,4
97,2013,2013-09-22,3,28.321,NYJ,,BUF,W 27-20,,3,3,100.0,2,2,100.0,0,9
98,2013,2013-09-29,4,28.328,NYJ,@,TEN,L 13-38,,1,1,100.0,2,2,100.0,0,7
99,2013,2013-10-07,5,28.336,NYJ,@,ATL,W 30-28,,3,3,100.0,3,3,100.0,0,12
100,2013,2013-10-13,6,28.342,NYJ,,PIT,L 6-19,,,,,2,2,100.0,0,6
101,2013,2013-10-20,7,28.349,NYJ,,NWE,W 30-27,,3,3,100.0,3,3,100.0,0,12
102,2013,2013-10-27,8,28.356,NYJ,@,CIN,L 9-49,,,,,3,3,100.0,0,9
103,2013,2013-11-03,9,28.363,NYJ,,NOR,W 26-20,,2,2,100.0,4,4,100.0,0,14
104,2013,2013-11-17,10,29.012,NYJ,@,BUF,L 14-37,,2,2,100.0,,1,0.0,0,2
105,2013,2013-11-24,11,29.019,NYJ,@,BAL,L 3-19,,,,,1,1,100.0,0,3
106,2013,2013-12-01,12,29.026,NYJ,,MIA,L 3-23,,,,,1,1,100.0,0,3
107,2013,2013-12-08,13,29.033,NYJ,,OAK,W 37-27,,4,4,100.0,3,3,100.0,0,13
108,2013,2013-12-15,14,29.040,NYJ,@,CAR,L 20-30,,2,2,100.0,2,2,100.0,0,8
109,2013,2013-12-22,15,29.047,NYJ,,CLE,W 24-13,,3,3,100.0,1,2,50.0,0,6
110,2013,2013-12-29,16,29.054,NYJ,@,MIA,W 20-7,,2,2,100.0,2,3,66.7,0,8
111,2014,2014-09-07,1,29.306,NYJ,,OAK,W 19-14,,1,1,100.0,2,2,100.0,0,7
112,2014,2014-09-14,2,29.313,NYJ,@,GNB,L 24-31,,3,3,100.0,1,1,100.0,0,6
113,2014,2014-09-22,3,29.321,NYJ,,CHI,L 19-27,,1,1,100.0,4,4,100.0,0,13
114,2014,2014-09-28,4,29.327,NYJ,,DET,L 17-24,,2,2,100.0,1,1,100.0,0,5
115,2014,2014-10-05,5,29.334,NYJ,@,SDG,L 0-31,,,,,,,,,
116,2014,2014-10-12,6,29.341,NYJ,,DEN,L 17-31,,2,2,100.0,1,1,100.0,0,5
117,2014,2014-10-16,7,29.345,NYJ,@,NWE,L 25-27,,1,1,100.0,4,5,80.0,0,13
118,2014,2014-10-26,8,29.355,NYJ,,BUF,L 23-43,,2,2,100.0,1,1,100.0,0,5
119,2014,2014-11-02,9,29.362,NYJ,@,KAN,L 10-24,,1,1,100.0,1,1,100.0,0,4
120,2014,2014-11-09,10,30.004,NYJ,,PIT,W 20-13,,2,2,100.0,2,3,66.7,0,8
121,2014,2014-11-24,11,30.019,NYJ,@,BUF,L 3-38,,,,,1,1,100.0,0,3
122,2014,2014-12-01,12,30.026,NYJ,,MIA,L 13-16,,1,1,100.0,2,4,50.0,0,7
123,2014,2014-12-07,13,30.032,NYJ,@,MIN,L 24-30,,1,1,100.0,5,5,100.0,0,16
124,2014,2014-12-14,14,30.039,NYJ,@,TEN,W 16-11,,1,1,100.0,1,2,50.0,0,4
125,2014,2014-12-21,15,30.046,NYJ,,NWE,L 16-17,,1,1,100.0,3,4,75.0,0,10
126,2014,2014-12-28,16,30.053,NYJ,@,MIA,W 37-24,,4,4,100.0,3,4,75.0,0,13
127,2015,2015-09-13,1,30.312,NYJ,,CLE,W 31-10,,4,4,100.0,1,1,100.0,0,7
128,2015,2015-09-21,2,30.320,NYJ,@,IND,W 20-7,,2,2,100.0,2,3,66.7,0,8
129,2015,2015-09-27,3,30.326,NYJ,,PHI,L 17-24,,2,2,100.0,1,1,100.0,0,5
130,2015,2015-10-04,4,30.333,NYJ,@,MIA,W 27-14,,3,3,100.0,2,3,66.7,0,9
131,2015,2015-10-18,5,30.347,NYJ,,WAS,W 34-20,,4,4,100.0,2,3,66.7,0,10
132,2015,2015-10-25,6,30.354,NYJ,@,NWE,L 23-30,,2,2,100.0,3,3,100.0,0,11
133,2015,2015-11-01,7,30.361,NYJ,@,OAK,L 20-34,,2,2,100.0,2,2,100.0,0,8
134,2015,2015-11-08,8,31.003,NYJ,,JAX,W 28-23,,,,,,,,0,0
135,2016,2016-09-11,1,31.311,NYJ,,CIN,L 22-23,,1,2,50.0,3,4,75.0,0,10
136,2016,2016-09-15,2,31.315,NYJ,@,BUF,W 37-31,,4,4,100.0,3,3,100.0,0,13
137,2016,2016-09-25,3,31.325,NYJ,@,KAN,L 3-24,,,,,1,1,100.0,0,3
138,2016,2016-10-02,4,31.332,NYJ,,SEA,L 17-27,,2,2,100.0,1,1,100.0,0,5
139,2016,2016-10-09,5,31.339,NYJ,@,PIT,L 13-31,,1,1,100.0,2,2,100.0,0,7
140,2016,2016-10-17,6,31.347,NYJ,@,ARI,L 3-28,,,,,1,1,100.0,0,3
141,2016,2016-10-23,7,31.353,NYJ,,BAL,W 24-16,,3,3,100.0,1,2,50.0,0,6
142,2016,2016-10-30,8,31.360,NYJ,@,CLE,W 31-28,,4,4,100.0,1,1,100.0,0,7
143,2016,2016-11-06,9,32.001,NYJ,@,MIA,L 23-27,,2,2,100.0,3,3,100.0,0,11
144,2016,2016-11-13,10,32.008,NYJ,,LAR,L 6-9,,,1,0.0,,,,0,0
145,2016,2016-11-27,11,32.022,NYJ,,NWE,L 17-22,,2,2,100.0,1,2,50.0,0,5
146,2016,2016-12-05,12,32.030,NYJ,,IND,L 10-41,,1,1,100.0,1,1,100.0,0,4
147,2016,2016-12-11,13,32.036,NYJ,@,SFO,W 23-17,,,,,3,3,100.0,0,9
148,2016,2016-12-17,14,32.042,NYJ,,MIA,L 13-34,,1,1,100.0,2,2,100.0,0,7
149,2016,2016-12-24,15,32.049,NYJ,@,NWE,L 3-41,,,,,1,2,50.0,0,3
150,2016,2017-01-01,16,32.057,NYJ,,BUF,W 30-10,,3,3,100.0,3,3,100.0,0,12
151,2017,2017-09-17,1,32.316,TAM,,CHI,W 29-7,,2,3,66.7,3,3,100.0,0,11
152,2017,2017-09-24,2,32.323,TAM,@,MIN,L 17-34,,2,2,100.0,1,1,100.0,0,5
153,2017,2017-10-01,3,32.330,TAM,,NYG,W 25-23,,1,2,50.0,2,4,50.0,0,7
154,2017,2017-10-05,4,32.334,TAM,,NWE,L 14-19,,2,2,100.0,,3,0.0,0,2
