ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.262,KAN,@,NWE,L 17-21,,,,,,,,,,
2,1977,1977-09-25,2,22.269,KAN,,SDG,L 7-23,,,,,,,,,,
3,1977,1977-10-03,3,22.277,KAN,,OAK,L 28-37,,,,,,,,,,
4,1977,1977-10-09,4,22.283,KAN,@,DEN,L 7-23,,,,,,,,,,
5,1977,1977-10-16,5,22.290,KAN,,BAL,L 6-17,,,,,,,,,,
6,1977,1977-10-23,6,22.297,KAN,@,SDG,W 21-16,,,,,,,,,,
7,1977,1977-10-30,7,22.304,KAN,@,CLE,L 7-44,,,,,,,,,,
8,1977,1977-11-06,8,22.311,KAN,,GNB,W 20-10,,,,,,,,,,
9,1977,1977-11-13,9,22.318,KAN,@,CHI,L 27-28,,,,,,,,,,
10,1977,1977-11-20,10,22.325,KAN,,DEN,L 7-14,,,,,,,,,,
11,1977,1977-11-27,11,22.332,KAN,@,HOU,L 20-34,1,3,3.00,0,0,0,,0,0,0
12,1977,1977-12-04,12,22.339,KAN,,CIN,L 7-27,,,,,,,,,,
13,1977,1977-12-11,13,22.346,KAN,,SEA,L 31-34,,,,,,,,,,
14,1977,1977-12-18,14,22.353,KAN,@,OAK,L 20-21,4,62,15.50,0,0,0,,0,0,0
15,1978,1978-09-03,1,23.247,KAN,@,CIN,W 24-23,1,2,2.00,0,0,0,,0,0,0
16,1978,1978-09-10,2,23.254,KAN,,HOU,L 17-20,,,,,,,,,,
17,1978,1978-09-17,3,23.261,KAN,@,NYG,L 10-26,,,,,,,,,,
18,1978,1978-09-24,4,23.268,KAN,,DEN,L 17-23,,,,,,,,,,
19,1978,1978-10-01,5,23.275,KAN,@,BUF,L 13-28,,,,,,,,,,
20,1978,1978-10-08,6,23.282,KAN,,TAM,L 13-30,,,,,,,,,,
21,1978,1978-10-15,7,23.289,KAN,@,OAK,L 6-28,,,,,,,,,,
22,1978,1978-10-22,8,23.296,KAN,,CLE,W 17-3,,,,,,,,,,
23,1978,1978-10-29,9,23.303,KAN,@,PIT,L 24-27,,,,,,,,,,
24,1978,1978-11-05,10,23.310,KAN,,OAK,L 10-20,1,17,17.00,0,0,0,,0,0,0
25,1978,1978-11-12,11,23.317,KAN,@,SDG,L 23-29,1,38,38.00,0,0,0,,0,0,0
26,1978,1978-11-19,12,23.324,KAN,,SEA,L 10-13,1,25,25.00,0,0,0,,0,0,0
27,1978,1978-11-26,13,23.331,KAN,,SDG,W 23-0,,,,,,,,,,
28,1978,1978-12-03,14,23.338,KAN,,BUF,W 14-10,,,,,,,,,,
29,1978,1978-12-10,15,23.345,KAN,@,DEN,L 3-24,1,15,15.00,0,0,0,,0,0,0
30,1978,1978-12-17,16,23.352,KAN,@,SEA,L 19-23,1,0,0.00,0,0,0,,0,0,0
31,1979,1979-09-02,1,24.246,KAN,,BAL,W 14-0,1,18,18.00,0,0,0,,0,0,0
32,1979,1979-09-09,2,24.253,KAN,,CLE,L 24-27,,,,,,,,,,
33,1979,1979-09-16,3,24.260,KAN,@,HOU,L 6-20,1,30,30.00,0,0,0,,0,0,0
34,1979,1979-09-23,4,24.267,KAN,,OAK,W 35-7,1,6,6.00,0,0,0,,0,0,0
35,1979,1979-09-30,5,24.274,KAN,@,SEA,W 24-6,,,,,,,,,,
36,1979,1979-10-07,6,24.281,KAN,@,CIN,W 10-7,,,,,,,,,,
37,1979,1979-10-14,7,24.288,KAN,,DEN,L 10-24,,,,,,,,,,
38,1979,1979-10-21,8,24.295,KAN,,NYG,L 17-21,1,16,16.00,0,0,0,,0,0,0
39,1979,1979-10-28,9,24.302,KAN,@,DEN,L 3-20,4,28,7.00,0,0,0,,0,0,0
40,1979,1979-11-04,10,24.309,KAN,,SDG,L 14-20,,,,,,,,,,
41,1979,1979-11-11,11,24.316,KAN,,PIT,L 3-30,1,18,18.00,0,0,0,,0,0,0
42,1979,1979-11-18,12,24.323,KAN,@,OAK,W 24-21,1,2,2.00,0,0,0,,0,0,0
43,1979,1979-11-25,13,24.330,KAN,@,SDG,L 7-28,1,8,8.00,0,0,0,,0,0,0
44,1979,1979-12-02,14,24.337,KAN,,SEA,W 37-21,,,,,,,,,,
45,1979,1979-12-09,15,24.344,KAN,@,BAL,W 10-7,1,8,8.00,0,0,0,,0,0,0
46,1979,1979-12-16,16,24.351,KAN,@,TAM,L 0-3,2,13,6.50,0,0,0,,0,0,0
47,1980,1980-09-07,1,25.252,KAN,,OAK,L 14-27,2,12,6.00,1,0,0,,0,1,6
48,1980,1980-09-14,2,25.259,KAN,,SEA,L 16-17,,,,,,,,,,
49,1980,1980-09-21,3,25.266,KAN,@,CLE,L 13-20,4,79,19.75,1,0,0,,0,1,6
50,1980,1980-09-28,4,25.273,KAN,,SDG,L 7-24,2,19,9.50,0,0,0,,0,0,0
51,1980,1980-10-12,6,25.287,TAM,,GNB,T 14-14,,,,,,,,,,
52,1980,1980-10-19,7,25.294,TAM,@,HOU,L 14-20,,,,,,,,,,
53,1980,1980-10-26,8,25.301,TAM,@,SFO,W 24-23,,,,,,,,,,
54,1980,1980-11-02,9,25.308,TAM,,NYG,W 30-13,,,,,,,,,,
55,1980,1980-11-09,10,25.315,TAM,,PIT,L 21-24,,,,,,,,,,
56,1980,1980-11-16,11,25.322,TAM,@,MIN,L 30-38,0,0,,0,1,10,10.00,0,0,0
