ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2013,2013-10-06,4,23.161,CAR,@,ARI,L 6-22,,0,0,,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
2,2013,2013-10-20,6,23.175,CAR,,STL,W 30-15,,,,,,,,,,,0.0%,,,,,,,,,,,
3,2013,2013-10-24,7,23.179,CAR,@,TAM,W 31-13,,1,1,1.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
4,2013,2013-11-10,9,23.196,CAR,@,SFO,W 10-9,,,,,,,,,,,0.0%,,,,,,,,,,,
5,2013,2013-12-01,12,23.217,CAR,,TAM,W 27-6,,5,6,1.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
6,2013,2013-12-15,14,23.231,CAR,,NYJ,W 30-20,,0,0,,0,0,0,0,,0,0.0%,,2,17,8.50,0,0,0,,0,0,0
7,2013,2013-12-22,15,23.238,CAR,,NOR,W 17-13,,,,,,,,,,,0.0%,,,,,,,,,,,
8,2013,2013-12-29,16,23.245,CAR,@,ATL,W 21-20,,,,,,,,,,,0.0%,,,,,,,,,,,
9,2015,2015-09-27,3,25.152,PHI,@,NYJ,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,,0,0,0
10,2015,2015-10-04,4,25.159,PHI,@,WAS,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
11,2015,2015-10-19,6,25.174,PHI,,NYG,W 27-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
12,2015,2015-11-08,8,25.194,PHI,@,DAL,W 33-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
13,2015,2015-11-22,10,25.208,PHI,,TAM,L 17-45,,7,37,5.29,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
14,2015,2015-11-26,11,25.212,PHI,@,DET,L 14-45,,7,30,4.29,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
15,2015,2015-12-06,12,25.222,PHI,@,NWE,W 35-28,,9,39,4.33,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0
16,2015,2015-12-13,13,25.229,PHI,,BUF,W 23-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
17,2015,2015-12-20,14,25.236,PHI,,ARI,L 17-40,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
18,2015,2015-12-26,15,25.242,PHI,,WAS,L 24-38,,0,0,,0,3,1,-7,-7.00,0,33.3%,-2.33,0,0,,0,1,-3,-3.00,0,0,0
19,2015,2016-01-03,16,25.250,PHI,@,NYG,W 35-30,,5,18,3.60,0,5,5,21,4.20,0,100.0%,4.20,0,0,,0,0,0,,0,0,0
20,2016,2016-09-11,1,26.136,PHI,,CLE,W 29-10,,4,42,10.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
21,2016,2016-09-19,2,26.144,PHI,@,CHI,W 29-14,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
22,2016,2016-09-25,3,26.150,PHI,,PIT,W 34-3,,8,42,5.25,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
23,2016,2016-10-09,4,26.164,PHI,@,DET,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
24,2016,2016-10-16,5,26.171,PHI,@,WAS,L 20-27,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
25,2016,2016-10-23,6,26.178,PHI,,MIN,W 21-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
26,2016,2016-10-30,7,26.185,PHI,@,DAL,L 23-29,,3,9,3.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
27,2016,2016-11-06,8,26.192,PHI,@,NYG,L 23-28,,1,3,3.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
28,2016,2016-11-13,9,26.199,PHI,,ATL,W 24-15,,0,0,,0,0,0,0,,0,0.0%,,3,114,38.00,0,0,0,,0,0,0
29,2016,2016-11-20,10,26.206,PHI,@,SEA,L 15-26,,3,17,5.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,0,0
30,2016,2016-11-28,11,26.214,PHI,,GNB,L 13-27,,1,2,2.00,0,1,1,10,10.00,0,100.0%,10.00,3,49,16.33,0,0,0,,0,0,0
31,2016,2016-12-04,12,26.220,PHI,@,CIN,L 14-32,,0,0,,0,3,1,2,2.00,0,33.3%,0.67,2,88,44.00,0,0,0,,0,0,0
32,2016,2016-12-18,14,26.234,PHI,@,BAL,L 26-27,,3,6,2.00,0,5,2,25,12.50,0,40.0%,5.00,1,26,26.00,0,1,22,22.00,0,0,0
33,2017,2017-10-01,4,27.156,PHI,@,LAC,W 26-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,15,5.00,0,0,0
34,2017,2017-10-08,5,27.163,PHI,,ARI,W 34-7,,5,23,4.60,0,0,0,0,,0,0.0%,,0,0,,0,3,110,36.67,0,0,0
35,2017,2017-10-12,6,27.167,PHI,@,CAR,W 28-23,,5,7,1.40,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,1,0,0.00,0,0,0
36,2017,2017-10-23,7,27.178,PHI,,WAS,W 34-24,,2,4,2.00,0,0,0,0,,0,0.0%,,1,22,22.00,0,2,22,11.00,0,0,0
37,2017,2017-10-29,8,27.184,PHI,,SFO,W 33-10,,0,0,,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,2,14,7.00,0,0,0
38,2017,2017-11-05,9,27.191,PHI,,DEN,W 51-23,*,0,0,,0,0,0,0,,0,0.0%,,2,33,16.50,0,5,22,4.40,0,0,0
39,2017,2017-11-19,10,27.205,PHI,@,DAL,W 37-9,,1,4,4.00,1,1,1,22,22.00,0,100.0%,22.00,1,22,22.00,0,0,0,,0,1,6
40,2017,2017-11-26,11,27.212,PHI,,CHI,W 31-3,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,1,17,17.00,0,0,0
41,2017,2017-12-03,12,27.219,PHI,@,SEA,L 10-24,,0,0,,0,1,0,0,,0,0.0%,0.00,2,43,21.50,0,1,0,0.00,0,0,0
42,2017,2017-12-10,13,27.226,PHI,@,LAR,W 43-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,11,3.67,0,0,0
43,2017,2017-12-17,14,27.233,PHI,@,NYG,W 34-29,,2,21,10.50,0,0,0,0,,0,0.0%,,3,56,18.67,0,0,0,,0,0,0
44,2017,2017-12-25,15,27.241,PHI,,OAK,W 19-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,18,6.00,0,0,0
45,2017,2017-12-31,16,27.247,PHI,,DAL,L 0-6,,1,-2,-2.00,0,1,1,14,14.00,0,100.0%,14.00,1,18,18.00,0,3,11,3.67,0,0,0
