ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-11-06,10,24.119,NYJ,,BAL,L 14-17,,,,,,,,,,
2,1983,1983-11-13,11,24.126,NYJ,,BUF,L 17-24,,,,,,,,,,
3,1983,1983-11-21,12,24.134,NYJ,@,NOR,W 31-28,,,,,,,,,,
4,1983,1983-12-10,15,24.153,NYJ,,PIT,L 7-34,,,,,,,,,,
5,1983,1983-12-16,16,24.159,NYJ,@,MIA,L 14-34,,,,,,,,,,
6,1984,1984-09-02,1,25.054,NYJ,@,IND,W 23-14,0,0,,0,,,,,,
7,1984,1984-09-06,2,25.058,NYJ,,PIT,L 17-23,0,0,,0,,,,,,
8,1984,1984-09-16,3,25.068,NYJ,,CIN,W 43-23,0,0,,0,,,,,,
9,1984,1984-09-23,4,25.075,NYJ,@,BUF,W 28-26,0,0,,0,,,,,,
10,1984,1984-09-30,5,25.082,NYJ,,NWE,L 21-28,0,0,,0,,,,,,
11,1984,1984-10-07,6,25.089,NYJ,@,KAN,W 17-16,0,0,,0,,,,,,
12,1984,1984-10-14,7,25.096,NYJ,@,CLE,W 24-20,0,0,,0,,,,,,
13,1984,1984-10-21,8,25.103,NYJ,,KAN,W 28-7,0,0,,0,,,,,,
14,1984,1984-10-28,9,25.110,NYJ,@,NWE,L 20-30,1,7,7.00,1,0,0,,0,1,6
15,1984,1984-11-04,10,25.117,NYJ,,MIA,L 17-31,0,0,,0,,,,,,
16,1984,1984-11-11,11,25.124,NYJ,,IND,L 5-9,0,0,,0,,,,,,
17,1984,1984-11-18,12,25.131,NYJ,@,HOU,L 20-31,0,0,,0,,,,,,
18,1984,1984-11-26,13,25.139,NYJ,@,MIA,L 17-28,2,22,11.00,0,0,0,,0,0,0
19,1984,1984-12-02,14,25.145,NYJ,,NYG,L 10-20,0,0,,0,,,,,,
20,1984,1984-12-08,15,25.151,NYJ,,BUF,W 21-17,0,0,,0,,,,,,
21,1984,1984-12-16,16,25.159,NYJ,@,TAM,L 21-41,0,0,,0,,,,,,
22,1985,1985-09-08,1,26.060,NYJ,@,RAI,L 0-31,0,0,,0,0,0,,0,,
23,1985,1985-09-15,2,26.067,NYJ,,BUF,W 42-3,0,0,,0,0,0,,0,,
24,1985,1985-09-22,3,26.074,NYJ,@,GNB,W 24-3,1,7,7.00,0,0,0,,0,0,0
25,1985,1985-09-29,4,26.081,NYJ,,IND,W 25-20,0,0,,0,0,0,,0,,
26,1985,1985-10-06,5,26.088,NYJ,@,CIN,W 29-20,0,0,,0,0,0,,0,,
27,1985,1985-10-14,6,26.096,NYJ,,MIA,W 23-7,1,17,17.00,0,0,0,,0,0,0
28,1985,1985-10-20,7,26.102,NYJ,@,NWE,L 13-20,0,0,,0,0,0,,0,,
29,1985,1985-10-27,8,26.109,NYJ,,SEA,W 17-14,3,43,14.33,0,0,0,,0,0,0
30,1985,1985-11-03,9,26.116,NYJ,@,IND,W 35-17,2,24,12.00,1,0,0,,0,1,6
31,1985,1985-11-10,10,26.123,NYJ,@,MIA,L 17-21,2,28,14.00,1,0,0,,0,1,6
32,1985,1985-11-17,11,26.130,NYJ,,TAM,W 62-28,0,0,,0,0,0,,0,,
33,1985,1985-11-24,12,26.137,NYJ,,NWE,W 16-13,0,0,,0,0,0,,0,,
34,1985,1985-11-28,13,26.141,NYJ,@,DET,L 20-31,1,12,12.00,0,0,0,,0,0,0
35,1985,1985-12-08,14,26.151,NYJ,@,BUF,W 27-7,2,32,16.00,0,0,0,,0,0,0
36,1985,1985-12-14,15,26.157,NYJ,,CHI,L 6-19,1,11,11.00,0,1,3,3.00,0,0,0
37,1985,1985-12-22,16,26.165,NYJ,,CLE,W 37-10,1,9,9.00,0,0,0,,0,0,0
38,1986,1986-09-07,1,27.059,NYJ,@,BUF,W 28-24,1,8,8.00,0,0,0,,0,0,0
39,1986,1986-09-11,2,27.063,NYJ,,NWE,L 6-20,0,0,,0,,,,,,
40,1986,1986-09-21,3,27.073,NYJ,,MIA,W 51-45,5,64,12.80,0,0,0,,0,0,0
41,1986,1986-09-28,4,27.080,NYJ,@,IND,W 26-7,1,7,7.00,0,0,0,,0,0,0
42,1986,1986-10-05,5,27.087,NYJ,,BUF,W 14-13,2,12,6.00,0,0,0,,0,0,0
43,1986,1986-10-12,6,27.094,NYJ,@,NWE,W 31-24,1,11,11.00,0,0,0,,0,0,0
