ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1989,1989-12-24,16,23.034,ATL,,DET,L 24-31,0,0,,0,1,3,0
2,1990,1990-09-09,1,23.293,NWE,,MIA,L 24-27,,,,,,,
3,1990,1990-09-16,2,23.300,NWE,@,IND,W 16-14,,,,,,,
4,1991,1991-09-01,1,24.285,NWE,@,IND,W 16-7,0,0,,0,,,
5,1991,1991-09-08,2,24.292,NWE,,CLE,L 0-20,0,0,,0,,,
6,1991,1991-09-15,3,24.299,NWE,@,PIT,L 6-20,0,0,,0,,,
7,1991,1991-09-22,4,24.306,NWE,,HOU,W 24-20,0,0,,0,,,
8,1991,1991-09-29,5,24.313,NWE,@,PHO,L 10-24,0,0,,0,,,
9,1991,1991-10-06,6,24.320,NWE,,MIA,L 10-20,0,0,,0,,,
10,1991,1991-10-20,7,24.334,NWE,,MIN,W 26-23,1,0,0.00,0,0,0,0
11,1991,1991-10-27,8,24.341,NWE,,DEN,L 6-9,0,0,,0,,,
12,1991,1991-11-03,9,24.348,NWE,@,BUF,L 17-22,0,0,,0,,,
13,1991,1991-11-10,10,24.355,NWE,@,MIA,L 20-30,0,0,,0,,,
14,1991,1991-11-17,11,24.362,NWE,,NYJ,L 21-28,0,0,,0,,,
15,1991,1991-11-24,12,25.004,NWE,,BUF,W 16-13,0,0,,0,,,
16,1991,1991-12-01,13,25.011,NWE,@,DEN,L 3-20,0,0,,0,,,
17,1991,1991-12-08,14,25.018,NWE,,IND,W 23-17,0,0,,0,,,
18,1991,1991-12-15,15,25.025,NWE,@,NYJ,W 6-3,0,0,,0,,,
19,1991,1991-12-22,16,25.032,NWE,@,CIN,L 7-29,0,0,,0,,,
