ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,23.021,HOU,,IND,W 34-7,,24,116,4.83,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
2,2011,2011-09-18,2,23.028,HOU,@,MIA,W 23-13,,23,103,4.48,0,4,4,32,8.00,0,100.0%,8.00,0,0,0.0,0,0
3,2011,2011-09-25,3,23.035,HOU,@,NOR,L 33-40,*,19,82,4.32,0,4,1,8,8.00,0,25.0%,2.00,0,0,0.0,0,0
4,2011,2011-10-02,4,23.042,HOU,,PIT,W 17-10,,2,20,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2011,2011-10-16,6,23.056,HOU,@,BAL,L 14-29,,9,41,4.56,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
6,2011,2011-10-23,7,23.063,HOU,@,TEN,W 41-7,,15,104,6.93,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2011,2011-10-30,8,23.070,HOU,,JAX,W 24-14,,5,42,8.40,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2011,2011-11-06,9,23.077,HOU,,CLE,W 30-12,,12,115,9.58,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
9,2011,2011-11-13,10,23.084,HOU,@,TAM,W 37-9,,13,63,4.85,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
10,2011,2011-11-27,11,23.098,HOU,@,JAX,W 20-13,,5,26,5.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2011,2011-12-04,12,23.105,HOU,,ATL,W 17-10,,11,41,3.73,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2011,2011-12-11,13,23.112,HOU,@,CIN,W 20-19,,8,67,8.38,0,3,3,30,10.00,0,100.0%,10.00,0,0,0.0,0,0
13,2011,2011-12-18,14,23.119,HOU,,CAR,L 13-28,,7,26,3.71,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
14,2011,2011-12-22,15,23.123,HOU,@,IND,L 16-19,,6,-1,-0.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2011,2012-01-01,16,23.133,HOU,,TEN,L 22-23,*,16,97,6.06,1,5,4,24,6.00,0,80.0%,4.80,1,6,0.0,0,0
16,2012,2012-09-09,1,24.019,HOU,,MIA,W 30-10,,5,6,1.20,0,3,3,22,7.33,0,100.0%,7.33,0,0,0.0,0,0
17,2012,2012-09-16,2,24.026,HOU,@,JAX,W 27-7,,12,74,6.17,2,4,4,23,5.75,0,100.0%,5.75,2,12,0.0,0,0
18,2012,2012-09-23,3,24.033,HOU,@,DEN,W 31-25,,8,26,3.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2012,2012-09-30,4,24.040,HOU,,TEN,W 38-14,,5,11,2.20,0,2,2,3,1.50,0,100.0%,1.50,0,0,0.0,0,0
20,2012,2012-10-14,6,24.054,HOU,,GNB,L 24-42,,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
21,2012,2012-10-21,7,24.061,HOU,,BAL,W 43-13,,10,47,4.70,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2012,2012-12-02,12,24.103,HOU,@,TEN,W 24-10,,3,18,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2012,2012-12-10,13,24.111,HOU,@,NWE,L 14-42,,8,46,5.75,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,0.0,0,0
24,2012,2012-12-16,14,24.117,HOU,,IND,W 29-17,,5,13,2.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2012,2012-12-23,15,24.124,HOU,,MIN,L 6-23,,4,17,4.25,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
26,2012,2012-12-30,16,24.131,HOU,@,IND,L 16-28,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2013,2013-09-09,1,25.019,HOU,@,SDG,W 31-28,,9,55,6.11,0,2,2,7,3.50,0,100.0%,3.50,0,0,0.0,0,0
28,2013,2013-09-15,2,25.025,HOU,,TEN,W 30-24,,9,93,10.33,0,4,3,8,2.67,0,75.0%,2.00,0,0,0.0,0,0
29,2013,2013-09-22,3,25.032,HOU,@,BAL,L 9-30,,9,36,4.00,0,4,3,7,2.33,0,75.0%,1.75,0,0,0.0,0,0
30,2013,2013-09-29,4,25.039,HOU,,SEA,L 20-23,,7,44,6.29,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,1,0
31,2013,2013-10-06,5,25.046,HOU,@,SFO,L 3-34,*,7,28,4.00,0,2,2,12,6.00,0,100.0%,6.00,0,0,0.0,0,0
32,2013,2013-10-13,6,25.053,HOU,,STL,L 13-38,,10,12,1.20,1,4,3,16,5.33,0,75.0%,4.00,1,6,0.0,0,0
33,2013,2013-10-20,7,25.060,HOU,@,KAN,L 16-17,,15,50,3.33,0,3,2,5,2.50,0,66.7%,1.67,0,0,0.0,0,0
34,2013,2013-11-03,8,25.074,HOU,,IND,L 24-27,,22,81,3.68,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0.0,0,0
35,2013,2013-11-10,9,25.081,HOU,@,ARI,L 24-27,*,15,56,3.73,0,5,3,8,2.67,0,60.0%,1.60,0,0,0.0,0,0
36,2013,2013-11-17,10,25.088,HOU,,OAK,L 23-28,*,19,88,4.63,0,6,4,29,7.25,0,66.7%,4.83,0,0,0.0,1,0
37,2013,2013-11-24,11,25.095,HOU,,JAX,L 6-13,*,7,1,0.14,0,6,5,26,5.20,0,83.3%,4.33,0,0,0.0,0,0
38,2013,2013-12-01,12,25.102,HOU,,NWE,L 31-34,*,22,102,4.64,3,0,0,0,,0,0.0%,,3,18,0.0,0,0
39,2013,2013-12-05,13,25.106,HOU,@,JAX,L 20-27,*,14,53,3.79,0,4,2,3,1.50,0,50.0%,0.75,0,0,0.0,0,0
40,2013,2013-12-15,14,25.116,HOU,@,IND,L 3-25,*,16,72,4.50,0,6,3,20,6.67,0,50.0%,3.33,0,0,0.0,0,0
41,2014,2014-09-07,1,26.017,CLE,@,PIT,L 27-30,*,6,41,6.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
42,2014,2014-10-05,4,26.045,CLE,@,TEN,W 29-28,*,22,124,5.64,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0.0,0,0
