ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,23.203,NYG,,WAS,L 10-13,,,,,,,,,,,
2,1974,1974-09-22,2,23.210,NYG,,NWE,L 20-28,,,,,,,,,,,
3,1974,1974-09-29,3,23.217,NYG,@,DAL,W 14-6,,,,,,,,,,,
4,1974,1974-10-06,4,23.224,NYG,,ATL,L 7-14,,,,,,,,,,,
5,1974,1974-10-13,5,23.231,NYG,@,PHI,L 7-35,,,,,,,,,,,
6,1974,1974-10-20,6,23.238,NYG,@,WAS,L 3-24,,,,,,,,,,,
7,1974,1974-10-27,7,23.245,NYG,,DAL,L 7-21,,,,,,,,,,,
8,1974,1974-11-03,8,23.252,NYG,@,KAN,W 33-27,,,,,,,,,,,
9,1974,1974-11-10,9,23.259,NYG,,NYJ,L 20-26,,,,,,,,,,,
10,1974,1974-11-17,10,23.266,NYG,@,DET,L 19-20,,,,,,,,,,,
11,1974,1974-11-24,11,23.273,NYG,,STL,L 21-23,2,50,25.00,0,0,0,,0,0,0,0
12,1974,1974-12-01,12,23.280,NYG,@,CHI,L 13-16,,,,,,,,,,,
13,1974,1974-12-08,13,23.287,NYG,,PHI,L 7-20,3,56,18.67,0,1,9,9.00,0,0,0,0
14,1974,1974-12-15,14,23.294,NYG,@,STL,L 14-26,,,,,,,,,,,
15,1975,1975-09-21,1,24.209,NYG,@,PHI,W 23-14,0,0,,0,0,0,,0,1,0,0
16,1975,1975-09-28,2,24.216,NYG,@,WAS,L 13-49,,,,,,,,,,,
17,1975,1975-10-05,3,24.223,NYG,@,STL,L 14-26,,,,,,,,,,,
18,1975,1975-10-12,4,24.230,NYG,,DAL,L 7-13,,,,,,,,,,,
19,1975,1975-10-20,5,24.238,NYG,@,BUF,W 17-14,,,,,,,,,,,
20,1975,1975-10-25,6,24.243,NYG,,STL,L 13-20,,,,,,,,,,,
21,1975,1975-11-01,7,24.250,NYG,,SDG,W 35-24,0,0,,0,0,0,,0,1,0,0
22,1975,1975-11-09,8,24.258,NYG,,WAS,L 13-21,,,,,,,,,,,
23,1975,1975-11-16,9,24.265,NYG,,PHI,L 10-13,,,,,,,,,,,
24,1975,1975-11-23,10,24.272,NYG,@,GNB,L 14-40,,,,,,,,,,,
25,1975,1975-11-30,11,24.279,NYG,@,DAL,L 3-14,,,,,,,,,,,
26,1975,1975-12-07,12,24.286,NYG,,BAL,L 0-21,,,,,,,,,,,
27,1975,1975-12-14,13,24.293,NYG,,NOR,W 28-14,0,0,,0,0,0,,0,1,0,0
28,1975,1975-12-21,14,24.300,NYG,@,SFO,W 26-23,0,0,,0,0,0,,0,1,38,0
29,1976,1976-09-12,1,25.201,NYG,@,WAS,L 17-19,0,0,,0,0,0,,0,1,9,0
30,1976,1976-09-19,2,25.208,NYG,@,PHI,L 7-20,,,,,,,,,,,
31,1976,1976-09-26,3,25.215,NYG,@,RAM,L 10-24,,,,,,,,,,,
32,1976,1976-10-03,4,25.222,NYG,@,STL,L 21-27,,,,,,,,,,,
