ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1986,1986-09-07,1,23.005,WAS,,PHI,W 41-14,,,,,,,,
2,1986,1986-09-14,2,23.012,WAS,,RAI,W 10-6,,,,,,,,
3,1986,1986-09-21,3,23.019,WAS,@,SDG,W 30-27,,,,,,,,
4,1986,1986-09-28,4,23.026,WAS,,SEA,W 19-14,,,,,,,,
5,1986,1986-10-05,5,23.033,WAS,@,NOR,W 14-6,,,,,,,,
6,1986,1986-10-12,6,23.040,WAS,@,DAL,L 6-30,,,,,,,,
7,1986,1986-10-19,7,23.047,WAS,,STL,W 28-21,4,4,100.0,,1,0.0,0,4
8,1986,1986-10-27,8,23.055,WAS,@,NYG,L 20-27,2,2,100.0,2,2,100.0,0,8
9,1986,1986-11-02,9,23.061,WAS,,MIN,W 44-38,2,5,40.0,2,3,66.7,0,8
10,1986,1986-11-09,10,23.068,WAS,@,GNB,W 16-7,1,2,50.0,1,1,100.0,0,4
11,1986,1986-11-17,11,23.076,WAS,,SFO,W 14-6,2,2,100.0,,,,0,2
12,1986,1986-11-23,12,23.082,WAS,,DAL,W 41-14,5,5,100.0,2,2,100.0,0,11
13,1986,1986-11-30,13,23.089,WAS,@,STL,W 20-17,2,2,100.0,2,3,66.7,0,8
14,1986,1986-12-07,14,23.096,WAS,,NYG,L 14-24,2,2,100.0,,,,0,2
15,1986,1986-12-13,15,23.102,WAS,@,DEN,L 30-31,3,4,75.0,,2,0.0,0,3
16,1986,1986-12-21,16,23.110,WAS,@,PHI,W 21-14,,,,,,,,
17,1987,1987-10-04,3,24.032,GNB,@,MIN,W 23-16,2,2,100.0,3,3,100.0,0,11
18,1987,1987-10-11,4,24.039,GNB,,DET,L 16-19,1,1,100.0,3,3,100.0,0,10
19,1987,1987-10-18,5,24.046,GNB,,PHI,W 16-10,1,1,100.0,1,1,100.0,0,4
20,1987,1987-11-15,9,24.074,GNB,@,SEA,L 13-24,1,1,100.0,2,2,100.0,0,7
21,1987,1987-11-22,10,24.081,GNB,@,KAN,W 23-3,2,2,100.0,1,1,100.0,0,5
22,1987,1987-11-29,11,24.088,GNB,@,CHI,L 10-23,1,1,100.0,1,4,25.0,0,4
23,1987,1987-12-06,12,24.095,GNB,,SFO,L 12-23,,1,0.0,2,2,100.0,0,6
24,1987,1987-12-13,13,24.102,GNB,,MIN,W 16-10,1,2,50.0,1,1,100.0,0,4
25,1987,1987-12-19,14,24.108,GNB,@,NYG,L 10-20,1,1,100.0,1,1,100.0,0,4
26,1987,1987-12-27,15,24.116,GNB,@,NOR,L 24-33,3,3,100.0,1,1,100.0,0,6
27,1988,1988-09-04,1,25.002,GNB,,RAM,L 7-34,1,1,100.0,,,,0,1
28,1988,1988-09-11,2,25.009,GNB,,TAM,L 10-13,1,1,100.0,1,3,33.3,0,4
29,1988,1988-09-18,3,25.016,GNB,@,MIA,L 17-24,2,2,100.0,1,1,100.0,0,5
30,1988,1988-09-25,4,25.023,GNB,,CHI,L 6-24,,1,0.0,,,,0,0
31,1988,1988-10-02,5,25.030,GNB,@,TAM,L 24-27,3,3,100.0,1,3,33.3,0,6
32,1988,1988-10-09,6,25.037,GNB,,NWE,W 45-3,6,6,100.0,1,2,50.0,0,9
33,1988,1988-10-16,7,25.044,GNB,@,MIN,W 34-14,2,3,66.7,4,4,100.0,0,14
34,1988,1988-10-23,8,25.051,GNB,,WAS,L 17-20,2,2,100.0,1,3,33.3,0,5
