ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,21.284,NWE,@,NYJ,W 30-28,*,,,,,,
2,1999,1999-09-19,2,21.291,NWE,,IND,W 31-28,*,,,,,,
3,1999,1999-09-26,3,21.298,NWE,,NYG,W 16-14,*,,,,,,
4,1999,1999-10-03,4,21.305,NWE,@,CLE,W 19-7,*,,,,,,
5,1999,1999-10-10,5,21.312,NWE,@,KAN,L 14-16,*,0,0,0.5,0,0,0
6,1999,1999-10-17,6,21.319,NWE,,MIA,L 30-31,*,1,6,2.0,1,57,1
7,1999,1999-10-24,7,21.326,NWE,,DEN,W 24-23,*,,,,,,
8,1999,1999-10-31,8,21.333,NWE,@,ARI,W 27-3,*,,,,,,
9,1999,1999-11-15,9,21.348,NWE,,NYJ,L 17-24,*,,,,,,
10,1999,1999-11-21,10,21.354,NWE,@,MIA,L 17-27,*,,,,,,
11,1999,1999-11-28,11,21.361,NWE,@,BUF,L 7-17,*,,,,,,
12,1999,1999-12-05,12,22.003,NWE,,DAL,W 13-6,,,,,,,
13,1999,1999-12-12,13,22.010,NWE,@,IND,L 15-20,,,,,,,
14,1999,1999-12-19,14,22.017,NWE,@,PHI,L 9-24,,,,,,,
15,1999,1999-12-26,15,22.024,NWE,,BUF,L 10-13,,0,0,1.0,0,0,0
16,1999,2000-01-02,16,22.031,NWE,,BAL,W 20-3,,,,,,,
17,2000,2000-09-03,1,22.276,NWE,,TAM,L 16-21,*,,,,,,
18,2000,2000-09-11,2,22.284,NWE,@,NYJ,L 19-20,*,,,,,,
19,2000,2000-09-17,3,22.290,NWE,,MIN,L 13-21,,,,,,,
20,2000,2000-09-24,4,22.297,NWE,@,MIA,L 3-10,,,,,,,
21,2000,2000-10-01,5,22.304,NWE,@,DEN,W 28-19,,,,,,,
22,2000,2000-10-08,6,22.311,NWE,,IND,W 24-16,,,,,,,
23,2000,2000-10-15,7,22.318,NWE,,NYJ,L 17-34,,,,,,,
24,2000,2000-10-22,8,22.325,NWE,@,IND,L 23-30,,,,,,,
