ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1989,1989-09-10,1,22.187,GNB,,TAM,L 21-23,,2,65,32.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
2,1989,1989-09-17,2,22.194,GNB,,NOR,W 35-34,,4,84,21.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1989,1989-09-24,3,22.201,GNB,@,RAM,L 38-41,,1,14,14.00,0,,,0,0,,0,3,67,22.33,0,0,0,,0,0,0
4,1989,1989-10-01,4,22.208,GNB,,ATL,W 23-21,,1,17,17.00,0,,,0,0,,0,0,0,,0,2,12,6.00,0,0,0
5,1989,1989-10-08,5,22.215,GNB,,DAL,W 31-13,,1,13,13.00,0,,,0,0,,0,0,0,,0,2,12,6.00,0,0,0
6,1989,1989-10-15,6,22.222,GNB,@,MIN,L 14-26,,0,0,,0,,,0,0,,0,0,0,,0,3,30,10.00,0,0,0
7,1989,1989-10-22,7,22.229,GNB,@,MIA,L 20-23,,1,5,5.00,0,,,0,0,,0,2,40,20.00,0,1,14,14.00,0,0,0
8,1989,1989-10-29,8,22.236,GNB,,DET,W 23-20,,2,18,9.00,1,,,0,0,,0,0,0,,0,1,10,10.00,0,1,6
9,1989,1989-11-05,9,22.243,GNB,,CHI,W 14-13,,3,17,5.67,0,,,0,0,,0,1,18,18.00,0,1,11,11.00,0,0,0
10,1989,1989-11-12,10,22.250,GNB,@,DET,L 22-31,,4,52,13.00,0,,,0,0,,0,0,0,,0,5,37,7.40,0,0,0
11,1989,1989-11-19,11,22.257,GNB,@,SFO,W 21-17,,0,0,,0,,,0,0,,0,0,0,,0,1,14,14.00,0,0,0
12,1989,1989-11-26,12,22.264,GNB,,MIN,W 20-19,,0,0,,0,,,0,0,,0,0,0,,0,2,22,11.00,0,0,0
13,1989,1989-12-03,13,22.271,GNB,@,TAM,W 17-16,,2,40,20.00,0,,,0,0,,0,0,0,,0,4,37,9.25,0,0,0
14,1989,1989-12-10,14,22.278,GNB,,KAN,L 3-21,,0,0,,0,,,0,0,,0,0,0,,0,5,33,6.60,0,0,0
15,1989,1989-12-17,15,22.285,GNB,@,CHI,W 40-28,,0,0,,0,,,0,0,,0,0,0,,0,1,9,9.00,0,0,0
16,1989,1989-12-24,16,22.292,GNB,@,DAL,W 20-10,,2,25,12.50,1,,,0,0,,0,0,0,,0,2,6,3.00,0,1,6
17,1990,1990-09-09,1,23.186,GNB,,RAM,W 36-24,,2,66,33.00,1,,,0,0,,0,0,0,,0,5,73,14.60,0,1,6
18,1990,1990-09-16,2,23.193,GNB,,CHI,L 13-31,,4,50,12.50,0,,,0,0,,0,0,0,,0,3,14,4.67,0,0,0
19,1990,1990-09-23,3,23.200,GNB,,KAN,L 3-17,,1,13,13.00,0,,,0,0,,0,0,0,,0,3,45,15.00,0,0,0
20,1990,1990-09-30,4,23.207,GNB,@,DET,W 24-21,,2,35,17.50,1,,,0,0,,0,0,0,,0,2,25,12.50,0,1,6
21,1990,1990-10-07,5,23.214,GNB,@,CHI,L 13-27,,1,22,22.00,0,,,0,0,,0,0,0,,0,2,18,9.00,0,0,0
22,1990,1990-10-14,6,23.221,GNB,@,TAM,L 14-26,,3,46,15.33,0,,,0,0,,0,0,0,,0,3,22,7.33,0,0,0
23,1990,1990-10-28,7,23.235,GNB,,MIN,W 24-10,,0,0,,0,,,1,16,16.00,0,0,0,,0,2,1,0.50,0,0,0
24,1990,1990-11-04,8,23.242,GNB,,SFO,L 20-24,,2,34,17.00,0,,,0,0,,0,0,0,,0,1,9,9.00,0,0,0
25,1990,1990-11-11,9,23.249,GNB,@,RAI,W 29-16,,3,22,7.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
26,1990,1990-11-18,10,23.256,GNB,@,PHO,W 24-21,,1,20,20.00,0,,,0,0,,0,0,0,,0,1,14,14.00,0,0,0
27,1990,1990-11-25,11,23.263,GNB,,TAM,W 20-10,,1,20,20.00,0,,,1,5,5.00,0,0,0,,0,4,46,11.50,0,0,0
28,1990,1990-12-02,12,23.270,GNB,@,MIN,L 7-23,,1,3,3.00,0,,,0,0,,0,0,0,,0,3,29,9.67,0,0,0
29,1990,1990-12-09,13,23.277,GNB,,SEA,L 14-20,,6,57,9.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
30,1990,1990-12-16,14,23.284,GNB,@,PHI,L 0-31,,4,41,10.25,0,,,1,18,18.00,0,0,0,,0,2,10,5.00,0,0,0
31,1990,1990-12-22,15,23.290,GNB,,DET,L 17-24,,3,29,9.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
32,1990,1990-12-30,16,23.298,GNB,@,DEN,L 13-22,,0,0,,0,,,0,0,,0,0,0,,0,1,2,2.00,0,0,0
33,1991,1991-09-01,1,24.178,GNB,,PHI,L 3-20,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
34,1991,1991-09-08,2,24.185,GNB,@,DET,L 14-23,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
35,1991,1991-09-15,3,24.192,GNB,,TAM,W 15-13,,1,15,15.00,0,,,0,0,,0,0,0,,0,4,59,14.75,0,0,0
36,1991,1991-09-22,4,24.199,GNB,@,MIA,L 13-16,,0,0,,0,,,,,,,,,,,0,0,,0,,
37,1991,1991-09-29,5,24.206,GNB,@,RAM,L 21-23,,0,0,,0,,,,,,,,,,,0,0,,0,,
38,1991,1991-10-06,6,24.213,GNB,,DAL,L 17-20,,0,0,,0,,,,,,,,,,,0,0,,0,,
39,1991,1991-10-17,7,24.224,GNB,,CHI,L 0-10,,0,0,,0,,,,,,,,,,,0,0,,0,,
40,1991,1991-10-27,8,24.234,GNB,@,TAM,W 27-0,,0,0,,0,,,0,0,,0,0,0,,0,3,32,10.67,0,0,0
41,1991,1991-11-03,9,24.241,GNB,@,NYJ,L 16-19,,0,0,,0,,,,,,,,,,,0,0,,0,,
42,1991,1991-11-10,10,24.248,GNB,,BUF,L 24-34,,1,26,26.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
43,1991,1991-11-17,11,24.255,GNB,,MIN,L 21-35,,2,21,10.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
44,1991,1991-11-24,12,24.262,GNB,,IND,W 14-10,,0,0,,0,,,,,,,,,,,0,0,,0,,
45,1991,1991-12-01,13,24.269,GNB,@,ATL,L 31-35,,0,0,,0,,,0,0,,0,0,0,,0,1,15,15.00,0,0,0
