ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
31,1985,1985-09-08,1,24.049,DET,@,ATL,W 28-27,0,0,,0,1.0,0,0,0
32,1985,1985-09-15,2,24.056,DET,,DAL,W 26-21,,,,,,,,
33,1985,1985-09-22,3,24.063,DET,@,IND,L 6-14,,,,,,,,
34,1985,1985-09-29,4,24.070,DET,,TAM,W 30-9,0,0,,0,1.0,1,19,0
35,1985,1985-10-06,5,24.077,DET,@,GNB,L 10-43,0,0,,0,1.0,0,0,0
36,1985,1985-10-13,6,24.084,DET,@,WAS,L 3-24,,,,,,,,
37,1985,1985-10-20,7,24.091,DET,,SFO,W 23-21,0,0,,0,0.0,1,2,0
38,1985,1985-10-27,8,24.098,DET,,MIA,W 31-21,0,0,,0,0.0,1,18,0
39,1985,1985-11-03,9,24.105,DET,@,MIN,L 13-16,,,,,,,,
40,1985,1985-11-10,10,24.112,DET,@,CHI,L 3-24,,,,,,,,
41,1985,1985-11-17,11,24.119,DET,,MIN,W 41-21,,,,,,,,
42,1985,1985-11-24,12,24.126,DET,@,TAM,L 16-19,,,,,,,,
43,1985,1985-11-28,13,24.130,DET,,NYJ,W 31-20,,,,,,,,
44,1985,1985-12-08,14,24.140,DET,@,NWE,L 6-23,,,,,,,,
45,1985,1985-12-15,15,24.147,DET,,GNB,L 23-26,,,,,,,,
46,1985,1985-12-22,16,24.154,DET,,CHI,L 17-37,,,,,,,,
47,1986,1986-09-07,1,25.048,DET,@,MIN,W 13-10,,,,,,,,
48,1986,1986-09-14,2,25.055,DET,,DAL,L 7-31,,,,,,,,
49,1986,1986-09-21,3,25.062,DET,,TAM,L 20-24,,,,,,,,
50,1986,1986-09-28,4,25.069,DET,@,CLE,L 21-24,,,,,,,,
51,1986,1986-10-05,5,25.076,DET,,HOU,W 24-13,,,,,,,,
52,1986,1986-10-12,6,25.083,DET,@,GNB,W 21-14,,,,,,,,
53,1986,1986-10-19,7,25.090,DET,@,RAM,L 10-14,,,,,,,,
54,1986,1986-10-26,8,25.097,DET,@,CHI,L 7-13,0,0,,0,0.0,1,0,0
55,1986,1986-11-02,9,25.104,DET,,CIN,L 17-24,,,,,,,,
56,1986,1986-11-09,10,25.111,DET,,MIN,L 10-24,,,,,,,,
57,1986,1986-11-16,11,25.118,DET,@,PHI,W 13-11,,,,,,,,
58,1986,1986-11-23,12,25.125,DET,@,TAM,W 38-17,,,,,,,,
59,1986,1986-11-27,13,25.129,DET,,GNB,L 40-44,,,,,,,,
60,1986,1986-12-07,14,25.139,DET,@,PIT,L 17-27,0,0,,0,0.0,1,18,0
61,1986,1986-12-15,15,25.147,DET,,CHI,L 13-16,,,,,,,,
62,1986,1986-12-21,16,25.153,DET,,ATL,L 6-20,,,,,,,,
63,1987,1987-10-04,3,26.075,MIA,@,SEA,L 20-24,,,,,,,,
64,1987,1987-10-11,4,26.082,MIA,,KAN,W 42-0,,,,,,,,
65,1987,1987-10-18,5,26.089,MIA,@,NYJ,L 31-37,,,,,,,,
