ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-09-28,1,23.053,PHI,@,PIT,W 31-25,10,34,3.40,0,0,0,,0
2,1952,1952-10-04,2,23.059,PHI,,NYG,L 7-31,2,2,1.00,0,0,0,,0
3,1952,1952-10-12,3,23.067,PHI,,PIT,W 26-21,9,29,3.22,0,0,0,,0
4,1952,1952-10-19,4,23.074,PHI,,CLE,L 7-49,4,-9,-2.25,0,1,-2,-2.00,0
5,1952,1952-10-26,5,23.081,PHI,@,NYG,W 14-10,12,56,4.67,0,0,0,,0
6,1952,1952-11-02,6,23.088,PHI,@,GNB,L 10-12,13,23,1.77,0,1,2,2.00,0
7,1952,1952-11-09,7,23.095,PHI,,WAS,W 38-20,17,67,3.94,1,0,0,,0
8,1952,1952-11-16,8,23.102,PHI,,CRD,W 10-7,7,22,3.14,0,0,0,,0
9,1952,1952-11-23,9,23.109,PHI,@,CLE,W 28-20,7,23,3.29,0,0,0,,0
10,1952,1952-11-30,10,23.116,PHI,@,CRD,L 22-28,3,8,2.67,0,0,0,,0
11,1952,1952-12-07,11,23.123,PHI,,DTX,W 38-21,11,67,6.09,1,0,0,,0
12,1952,1952-12-14,12,23.130,PHI,@,WAS,L 21-27,10,27,2.70,0,0,0,,0
13,1953,1953-09-27,1,24.052,BAL,,CHI,W 13-9,3,13,4.33,0,0,0,,0
14,1953,1953-10-03,2,24.058,BAL,,DET,L 17-27,2,10,5.00,0,0,0,,0
15,1953,1953-10-11,3,24.066,BAL,@,CHI,W 16-14,9,37,4.11,0,0,0,,0
16,1953,1953-10-18,4,24.073,BAL,@,GNB,L 14-37,2,11,5.50,0,1,30,30.00,1
17,1953,1953-10-25,5,24.080,BAL,,WAS,W 27-17,21,92,4.38,1,1,6,6.00,0
18,1953,1953-10-31,6,24.086,BAL,,GNB,L 24-35,12,89,7.42,1,0,0,,0
19,1953,1953-11-07,7,24.093,BAL,@,DET,L 7-17,19,117,6.16,0,0,0,,0
20,1953,1953-11-15,8,24.101,BAL,@,PHI,L 14-45,12,46,3.83,0,0,0,,0
21,1953,1953-11-22,9,24.108,BAL,,RAM,L 13-21,12,36,3.00,1,0,0,,0
22,1953,1953-11-29,10,24.115,BAL,,SFO,L 21-38,13,40,3.08,1,1,0,0.00,0
23,1953,1953-12-05,11,24.121,BAL,@,RAM,L 2-45,7,7,1.00,0,2,14,7.00,0
24,1953,1953-12-13,12,24.129,BAL,@,SFO,L 14-45,7,17,2.43,0,1,5,5.00,0
25,1954,1954-10-02,2,25.057,BAL,,NYG,W 20-14,5,16,3.20,0,0,0,,0
26,1954,1954-10-10,3,25.065,BAL,@,CHI,L 9-28,5,8,1.60,0,0,0,,0
27,1954,1954-10-16,4,25.071,BAL,@,DET,L 0-35,2,-2,-1.00,0,0,0,,0
28,1954,1954-10-24,5,25.079,BAL,,GNB,L 6-7,4,7,1.75,0,0,0,,0
29,1954,1954-11-06,7,25.092,BAL,,DET,L 3-27,1,-3,-3.00,0,0,0,,0
30,1954,1954-11-21,9,25.107,BAL,,CHI,L 13-28,2,3,1.50,0,0,0,,0
