ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1983,1983-10-16,7,25.149,ATL,@,RAM,L 21-27
2,1983,1983-10-23,8,25.156,ATL,@,NYJ,W 27-21
3,1983,1983-10-30,9,25.163,ATL,,NWE,W 24-13
4,1983,1983-11-06,10,25.170,ATL,@,NOR,L 10-27
5,1983,1983-11-14,11,25.178,ATL,,RAM,L 13-36
6,1983,1983-11-20,12,25.184,ATL,,SFO,W 28-24
7,1983,1983-11-27,13,25.191,ATL,,GNB,W 47-41
8,1983,1983-12-04,14,25.198,ATL,@,WAS,L 21-37
9,1983,1983-12-10,15,25.204,ATL,@,MIA,L 24-31
10,1983,1983-12-18,16,25.212,ATL,,BUF,W 31-14
