ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1993,1993-09-05,1,22.028,CIN,@,CLE,L 14-27,0,0,,0
2,1993,1993-09-12,2,22.035,CIN,,IND,L 6-9,0,0,,0
3,1993,1993-09-19,3,22.042,CIN,@,PIT,L 7-34,0,0,,0
4,1993,1993-09-26,4,22.049,CIN,,SEA,L 10-19,0,0,,0
5,1993,1993-10-10,5,22.063,CIN,@,KAN,L 15-17,0,0,,0
6,1993,1993-10-17,6,22.070,CIN,,CLE,L 17-28,0,0,,0
7,1993,1993-10-24,7,22.077,CIN,@,HOU,L 12-28,1,0,0.00,0
8,1993,1993-11-07,8,22.091,CIN,,PIT,L 16-24,0,0,,0
9,1993,1993-11-14,9,22.098,CIN,,HOU,L 3-38,0,0,,0
10,1993,1993-11-21,10,22.105,CIN,@,NYJ,L 12-17,0,0,,0
11,1993,1993-11-28,11,22.112,CIN,,RAI,W 16-10,0,0,,0
12,1993,1993-12-05,12,22.119,CIN,@,SFO,L 8-21,0,0,,0
13,1993,1993-12-12,13,22.126,CIN,@,NWE,L 2-7,0,0,,0
14,1993,1993-12-19,14,22.133,CIN,,RAM,W 15-3,0,0,,0
15,1993,1993-12-26,15,22.140,CIN,,ATL,W 21-17,0,0,,0
16,1993,1994-01-02,16,22.147,CIN,@,NOR,L 13-20,0,0,,0
