ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,22.278,GNB,@,PHI,W 27-20,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
2,2010,2010-09-19,2,22.285,GNB,,BUF,W 34-7,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
3,2010,2010-09-27,3,22.293,GNB,@,CHI,L 17-20,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
4,2010,2010-10-17,6,22.313,GNB,,MIA,L 20-23,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
5,2010,2010-10-24,7,22.320,GNB,,MIN,W 28-24,*,,,,,,,,,,,,,,
6,2010,2010-10-31,8,22.327,GNB,@,NYJ,W 9-0,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
7,2010,2010-11-07,9,22.334,GNB,,DAL,W 45-7,,1,49,49.00,0,0,0,,0,0.0,1,0,1,0,0
8,2010,2010-11-21,10,22.348,GNB,@,MIN,W 31-3,*,1,22,22.00,0,0,-1,,0,0.0,1,0,0,0,0
9,2010,2010-11-28,11,22.355,GNB,@,ATL,L 17-20,,4,87,21.75,0,0,0,,0,0.0,1,1,0,0,0
10,2010,2010-12-05,12,22.362,GNB,,SFO,W 34-16,,3,59,19.67,0,0,0,,0,0.0,0,0,0,0,0
11,2010,2010-12-12,13,23.004,GNB,@,DET,L 3-7,*,2,47,23.50,0,0,0,,0,0.0,6,0,0,0,0
12,2010,2010-12-19,14,23.011,GNB,@,NWE,L 27-31,,6,128,21.33,0,0,0,,0,0.0,3,0,0,0,0
13,2010,2010-12-26,15,23.018,GNB,,NYG,W 45-17,,4,60,15.00,0,0,0,,0,0.0,3,1,1,0,0
14,2010,2011-01-02,16,23.025,GNB,,CHI,W 10-3,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
15,2011,2011-09-08,1,23.274,GNB,,NOR,W 42-34,*,0,0,,0,0,0,,0,0.0,6,1,0,0,0
16,2011,2011-09-18,2,23.284,GNB,@,CAR,W 30-23,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
17,2011,2011-09-25,3,23.291,GNB,@,CHI,W 27-17,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
18,2011,2011-10-02,4,23.298,GNB,,DEN,W 49-23,,0,0,,0,0,0,,0,0.0,3,1,1,60,0
19,2011,2011-10-09,5,23.305,GNB,@,ATL,W 25-14,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
20,2011,2011-10-16,6,23.312,GNB,,STL,W 24-3,,0,0,,0,0,0,,0,0.0,5,0,1,0,0
21,2011,2011-11-06,8,23.333,GNB,@,SDG,W 45-38,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
22,2011,2011-11-14,9,23.341,GNB,,MIN,W 45-7,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
23,2011,2011-11-20,10,23.347,GNB,,TAM,W 35-26,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
