ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2009,2009-11-08,8,22.349,SDG,@,NYG,W 21-20,,,,
2,2009,2009-11-15,9,22.356,SDG,,PHI,W 31-23,,0.0,0,0
3,2009,2009-11-22,10,22.363,SDG,@,DEN,W 32-3,,0.0,0,0
4,2009,2009-11-29,11,23.005,SDG,,KAN,W 43-14,,0.0,1,1
5,2009,2009-12-06,12,23.012,SDG,@,CLE,W 30-23,,,,
6,2009,2009-12-13,13,23.019,SDG,@,DAL,W 20-17,,0.0,0,1
7,2009,2009-12-20,14,23.026,SDG,,CIN,W 27-24,,0.0,0,0
8,2009,2009-12-25,15,23.031,SDG,@,TEN,W 42-17,,0.0,0,0
9,2009,2010-01-03,16,23.040,SDG,,WAS,W 23-20,,,,
10,2010,2010-09-13,1,23.293,SDG,@,KAN,L 14-21,,,,
11,2010,2010-09-19,2,23.299,SDG,,JAX,W 38-13,,0.0,0,0
12,2010,2010-09-26,3,23.306,SDG,@,SEA,L 20-27,,0.0,0,0
