ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,23.081,BUF,,KAN,W 14-9,3,4,1.33,0,0,0,,0,0,0,,0,0,0
2,1982,1982-09-16,2,23.085,BUF,,MIN,W 23-22,2,-4,-2.00,0,0,0,,0,0,0,,0,0,0
3,1982,1982-11-28,4,23.158,BUF,,BAL,W 20-0,9,38,4.22,0,0,0,,0,0,0,,0,0,0
4,1982,1982-12-19,7,23.179,BUF,@,TAM,L 23-24,0,0,,0,0,0,,0,,,,,0,
5,1982,1982-12-27,8,23.187,BUF,@,MIA,L 10-27,2,0,0.00,0,1,8,8.00,0,0,0,,0,0,0
6,1983,1983-09-11,2,24.080,BUF,@,CIN,W 10-6,0,0,,0,3,21,7.00,0,0,0,,0,0,0
7,1983,1983-09-18,3,24.087,BUF,,BAL,W 28-23,12,53,4.42,0,1,3,3.00,0,0,0,,0,0,0
8,1983,1983-09-25,4,24.094,BUF,,HOU,W 30-13,10,62,6.20,0,1,7,7.00,0,0,0,,0,0,0
9,1983,1983-10-03,5,24.102,BUF,,NYJ,L 10-34,3,-1,-0.33,0,1,0,0.00,0,0,0,,0,0,0
10,1983,1983-10-09,6,24.108,BUF,@,MIA,W 38-35,4,6,1.50,0,4,25,6.25,1,0,0,,0,1,6
11,1983,1983-10-16,7,24.115,BUF,@,BAL,W 30-7,6,23,3.83,0,1,4,4.00,0,0,0,,0,0,0
12,1983,1983-10-23,8,24.122,BUF,,NWE,L 0-31,6,51,8.50,0,1,-4,-4.00,0,0,0,,0,0,0
13,1983,1983-10-30,9,24.129,BUF,,NOR,W 27-21,1,5,5.00,0,0,0,,0,0,0,,0,0,0
14,1983,1983-11-06,10,24.136,BUF,@,NWE,L 7-21,5,38,7.60,0,4,29,7.25,0,0,0,,0,0,0
15,1983,1983-11-13,11,24.143,BUF,@,NYJ,W 24-17,5,5,1.00,0,1,8,8.00,0,0,0,,0,0,0
16,1983,1983-11-20,12,24.150,BUF,,RAI,L 24-27,0,0,,0,0,0,,0,,,,,0,
17,1983,1983-11-27,13,24.157,BUF,@,RAM,L 17-41,4,25,6.25,0,8,63,7.88,0,0,0,,0,0,0
18,1983,1983-12-04,14,24.164,BUF,@,KAN,W 14-9,1,4,4.00,0,0,0,,0,0,0,,0,0,0
19,1983,1983-12-11,15,24.171,BUF,,SFO,L 10-23,3,4,1.33,0,6,24,4.00,0,0,0,,0,0,0
20,1983,1983-12-18,16,24.178,BUF,@,ATL,L 14-31,0,0,,0,3,19,6.33,0,0,0,,0,0,0
21,1984,1984-09-02,1,25.071,BUF,,NWE,L 17-21,4,26,6.50,0,2,13,6.50,0,0,0,,0,0,0
22,1984,1984-09-09,2,25.078,BUF,@,STL,L 7-37,0,0,,0,1,6,6.00,0,0,0,,0,0,0
23,1984,1984-09-17,3,25.086,BUF,,MIA,L 17-21,1,1,1.00,0,2,10,5.00,0,0,0,,0,0,0
24,1984,1984-09-23,4,25.092,BUF,,NYJ,L 26-28,4,10,2.50,0,9,41,4.56,0,0,0,,0,0,0
25,1984,1984-09-30,5,25.099,BUF,@,IND,L 17-31,0,0,,0,0,0,,0,,,,,0,
26,1984,1984-10-07,6,25.106,BUF,,PHI,L 17-27,2,11,5.50,0,0,0,,0,0,0,,0,0,0
27,1984,1984-10-14,7,25.113,BUF,@,SEA,L 28-31,2,7,3.50,0,0,0,,0,0,0,,0,0,0
28,1984,1984-10-28,9,25.127,BUF,@,MIA,L 7-38,1,3,3.00,0,4,15,3.75,0,0,0,,0,0,0
29,1984,1984-11-04,10,25.134,BUF,,CLE,L 10-13,1,1,1.00,0,1,7,7.00,0,0,0,,0,0,0
30,1984,1984-11-11,11,25.141,BUF,@,NWE,L 10-38,0,0,,0,1,5,5.00,0,0,0,,0,0,0
31,1984,1984-11-18,12,25.148,BUF,,DAL,W 14-3,3,3,1.00,0,2,14,7.00,0,0,0,,0,0,0
32,1984,1984-11-25,13,25.155,BUF,@,WAS,L 14-41,2,6,3.00,0,2,8,4.00,0,0,0,,0,0,0
33,1984,1984-12-02,14,25.162,BUF,,IND,W 21-15,0,0,,0,0,0,,0,,,,,0,
34,1984,1984-12-08,15,25.168,BUF,@,NYJ,L 17-21,3,17,5.67,0,0,0,,0,0,0,,0,0,0
35,1984,1984-12-16,16,25.176,BUF,@,CIN,L 21-52,1,-1,-1.00,0,9,53,5.89,0,0,0,,0,0,0
36,1985,1985-09-08,1,26.077,BUF,,SDG,L 9-14,1,0,0.00,0,1,9,9.00,0,0,0,,0,0,0
37,1985,1985-09-15,2,26.084,BUF,@,NYJ,L 3-42,2,8,4.00,0,3,13,4.33,0,0,0,,0,0,0
38,1985,1985-09-22,3,26.091,BUF,,NWE,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,
39,1985,1985-09-29,4,26.098,BUF,,MIN,L 20-27,0,0,,0,0,0,,0,0,0,,0,0,
40,1985,1985-10-06,5,26.105,BUF,@,IND,L 17-49,0,0,,0,0,0,,0,0,0,,0,0,
41,1985,1985-10-13,6,26.112,BUF,@,NWE,L 3-14,0,0,,0,0,0,,0,0,0,,0,0,
42,1985,1985-10-20,7,26.119,BUF,,IND,W 21-9,0,0,,0,0,0,,0,0,0,,0,0,
43,1985,1985-10-27,8,26.126,BUF,@,PHI,L 17-21,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
44,1985,1985-11-03,9,26.133,BUF,,CIN,L 17-23,0,0,,0,0,0,,0,2,26,13.00,0,0,0
45,1985,1985-11-10,10,26.140,BUF,,HOU,W 20-0,4,6,1.50,0,1,9,9.00,0,0,0,,0,0,0
46,1985,1985-11-17,11,26.147,BUF,@,CLE,L 7-17,2,2,1.00,1,1,6,6.00,0,1,5,5.00,0,1,6
47,1985,1985-11-24,12,26.154,BUF,,MIA,L 14-23,0,0,,0,0,0,,0,0,0,,0,0,
48,1985,1985-12-01,13,26.161,BUF,@,SDG,L 7-40,2,4,2.00,0,1,7,7.00,0,0,0,,0,0,0
49,1985,1985-12-08,14,26.168,BUF,,NYJ,L 7-27,3,4,1.33,0,0,0,,0,0,0,,0,0,0
50,1985,1985-12-15,15,26.175,BUF,@,PIT,L 24-30,0,0,,0,0,0,,0,0,0,,0,0,
51,1985,1985-12-22,16,26.182,BUF,@,MIA,L 0-28,0,0,,0,0,0,,0,0,0,,0,0,
