ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
14,2008,2008-12-14,14,23.092,MIA,,SFO,W 14-9,*,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,3,52,17.33,0,,0,0,0.0,0,0
15,2008,2008-12-21,15,23.099,MIA,@,KAN,W 38-31,*,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2008,2008-12-28,16,23.106,MIA,@,NYJ,W 24-17,*,8,6,39,6.50,0,75.0%,4.88,0,0,,0,0,0,,0,2,25,12.50,0,,0,0,0.0,0,0
17,2009,2009-09-13,1,24.000,MIA,@,ATL,L 7-19,,7,7,57,8.14,0,100.0%,8.14,0,0,,0,0,0,,0,2,11,5.50,0,,0,0,0.0,0,0
18,2009,2009-09-21,2,24.008,MIA,,IND,L 23-27,,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
19,2009,2009-09-27,3,24.014,MIA,@,SDG,L 13-23,,9,7,54,7.71,0,77.8%,6.00,1,11,11.00,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
20,2009,2009-10-04,4,24.021,MIA,,BUF,W 38-10,,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,3,29,9.67,0,,0,0,0.0,0,0
21,2009,2009-10-12,5,24.029,MIA,,NYJ,W 31-27,,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
22,2009,2009-10-25,6,24.042,MIA,,NOR,L 34-46,,6,3,13,4.33,0,50.0%,2.17,0,0,,0,0,0,,0,2,28,14.00,0,,0,0,0.0,0,0
23,2009,2009-11-01,7,24.049,MIA,@,NYJ,W 30-25,,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,0,4,19,4.75,0,,0,0,0.0,0,0
24,2009,2009-11-08,8,24.056,MIA,@,NWE,L 17-27,,14,6,56,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2009,2009-11-15,9,24.063,MIA,,TAM,W 25-23,,7,4,72,18.00,0,57.1%,10.29,0,0,,0,0,0,,0,2,-4,-2.00,0,,0,0,0.0,0,0
26,2009,2009-11-19,10,24.067,MIA,@,CAR,W 24-17,,6,6,63,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,2,30,15.00,0,,0,0,0.0,0,0
27,2009,2009-11-29,11,24.077,MIA,@,BUF,L 14-31,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2009,2009-12-06,12,24.084,MIA,,NWE,W 22-21,*,14,10,117,11.70,1,71.4%,8.36,0,0,,0,0,0,,0,3,29,9.67,0,,1,6,0.0,0,0
29,2009,2009-12-13,13,24.091,MIA,@,JAX,W 14-10,,5,3,22,7.33,0,60.0%,4.40,1,0,0.00,0,0,0,,0,4,26,6.50,0,,0,0,0.0,0,0
30,2009,2009-12-20,14,24.098,MIA,@,TEN,L 24-27,,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
31,2009,2009-12-27,15,24.105,MIA,,HOU,L 20-27,*,10,5,45,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
32,2009,2010-01-03,16,24.112,MIA,,PIT,L 24-30,,6,5,85,17.00,1,83.3%,14.17,0,0,,0,0,0,,0,1,3,3.00,0,,1,6,0.0,0,0
33,2010,2010-09-12,1,24.364,MIA,@,BUF,W 15-10,,7,6,51,8.50,0,85.7%,7.29,1,0,0.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2010,2010-09-19,2,25.006,MIA,@,MIN,W 14-10,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2010,2010-09-26,3,25.013,MIA,,NYJ,L 23-31,,7,6,86,14.33,0,85.7%,12.29,0,0,,0,0,0,,0,1,18,18.00,0,,0,0,0.0,0,0
36,2010,2010-10-04,4,25.021,MIA,,NWE,L 14-41,,11,8,96,12.00,1,72.7%,8.73,1,-3,-3.00,0,0,0,,0,2,23,11.50,0,,1,6,0.0,0,1
37,2010,2010-10-17,5,25.034,MIA,@,GNB,W 23-20,,9,5,37,7.40,1,55.6%,4.11,0,0,,0,0,0,,0,2,23,11.50,0,,1,6,0.0,0,0
38,2010,2010-10-24,6,25.041,MIA,,PIT,L 22-23,,7,6,66,11.00,1,85.7%,9.43,0,0,,0,0,0,,0,2,27,13.50,0,,1,6,0.0,0,0
39,2010,2010-10-31,7,25.048,MIA,@,CIN,W 22-14,*,9,7,53,7.57,0,77.8%,5.89,0,0,,0,0,0,,0,4,28,7.00,0,,0,0,0.0,0,0
40,2010,2010-11-07,8,25.055,MIA,@,BAL,L 10-26,,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,2,0
41,2010,2010-11-14,9,25.062,MIA,,TEN,W 29-17,,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2010,2010-11-18,10,25.066,MIA,,CHI,L 0-16,,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,1,7,7.00,0,,0,0,0.0,1,0
43,2010,2010-11-28,11,25.076,MIA,@,OAK,W 33-17,*,9,6,111,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,3,60,20.00,0,,0,0,0.0,0,0
44,2010,2010-12-05,12,25.083,MIA,,CLE,L 10-13,*,9,6,67,11.17,0,66.7%,7.44,0,0,,0,0,0,,0,5,48,9.60,0,,0,0,0.0,0,0
45,2010,2010-12-12,13,25.090,MIA,@,NYJ,W 10-6,*,7,1,6,6.00,0,14.3%,0.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2010,2010-12-19,14,25.097,MIA,,BUF,L 14-17,*,13,9,78,8.67,0,69.2%,6.00,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
47,2010,2010-12-26,15,25.104,MIA,,DET,L 27-34,*,8,5,34,6.80,1,62.5%,4.25,0,0,,0,0,0,,0,4,50,12.50,0,,1,6,0.0,0,0
48,2010,2011-01-02,16,25.111,MIA,@,NWE,L 7-38,*,9,3,35,11.67,1,33.3%,3.89,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
49,2011,2011-09-12,1,25.364,MIA,,NWE,L 24-38,*,8,5,92,18.40,0,62.5%,11.50,0,0,,0,0,0,,0,2,11,5.50,0,,0,0,0.0,1,0
50,2011,2011-09-18,2,26.005,MIA,,HOU,L 13-23,,5,2,42,21.00,0,40.0%,8.40,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
51,2011,2011-09-25,3,26.012,MIA,@,CLE,L 16-17,*,9,5,52,10.40,0,55.6%,5.78,0,0,,0,0,0,,0,1,16,16.00,0,,0,0,0.0,0,0
52,2011,2011-10-02,4,26.019,MIA,@,SDG,L 16-26,,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,1,22,22.00,0,,0,0,0.0,0,0
53,2011,2011-10-17,5,26.034,MIA,@,NYJ,L 6-24,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,3,27,9.00,0,,0,0,0.0,0,0
54,2011,2011-10-23,6,26.040,MIA,,DEN,L 15-18,*,12,7,52,7.43,0,58.3%,4.33,0,0,,0,0,0,,0,2,32,16.00,0,,0,0,0.0,0,0
55,2011,2011-10-30,7,26.047,MIA,@,NYG,L 17-20,,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,1,13,13.00,0,,0,0,0.0,0,0
56,2011,2011-11-06,8,26.054,MIA,@,KAN,W 31-3,,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,4,51,12.75,0,,0,0,0.0,0,0
57,2011,2011-11-13,9,26.061,MIA,,WAS,W 20-9,,6,4,37,9.25,0,66.7%,6.17,0,0,,0,0,0,,0,2,22,11.00,0,,0,0,0.0,0,0
58,2011,2011-11-20,10,26.068,MIA,,BUF,W 35-8,,3,2,25,12.50,1,66.7%,8.33,0,0,,0,0,0,,0,6,53,8.83,0,,1,6,0.0,0,0
59,2011,2011-11-24,11,26.072,MIA,@,DAL,L 19-20,,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
60,2011,2011-12-04,12,26.082,MIA,,OAK,W 34-14,*,7,4,27,6.75,1,57.1%,3.86,0,0,,0,0,0,,0,3,28,9.33,0,,1,6,0.0,0,0
61,2011,2011-12-11,13,26.089,MIA,,PHI,L 10-26,,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,2,24,12.00,0,,0,0,0.0,0,0
62,2011,2011-12-18,14,26.096,MIA,@,BUF,W 30-23,,1,0,0,,0,0.0%,0.00,2,9,4.50,0,1,0,0.00,0,6,101,16.83,0,,0,0,0.0,0,0
63,2011,2011-12-24,15,26.102,MIA,@,NWE,L 24-27,,5,3,39,13.00,1,60.0%,7.80,0,0,,0,0,0,,0,2,25,12.50,0,,1,6,0.0,0,0
64,2011,2012-01-01,16,26.110,MIA,,NYJ,W 19-17,,6,6,45,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
65,2012,2012-09-09,1,26.362,MIA,@,HOU,L 10-30,*,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2012,2012-09-16,2,27.003,MIA,,OAK,W 35-13,*,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
67,2012,2012-09-23,3,27.010,MIA,,NYJ,L 20-23,*,7,5,86,17.20,0,71.4%,12.29,0,0,,0,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
68,2012,2012-09-30,4,27.017,MIA,@,ARI,L 21-24,*,12,7,123,17.57,0,58.3%,10.25,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
69,2012,2012-10-07,5,27.024,MIA,@,CIN,W 17-13,*,6,2,49,24.50,0,33.3%,8.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2012,2012-10-14,6,27.031,MIA,,STL,W 17-14,*,9,6,42,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
71,2012,2012-10-28,7,27.045,MIA,@,NYJ,W 30-9,*,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2012,2012-11-04,8,27.052,MIA,@,IND,L 20-23,*,9,6,67,11.17,0,66.7%,7.44,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2012,2012-11-11,9,27.059,MIA,,TEN,L 3-37,*,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
74,2012,2012-11-15,10,27.063,MIA,@,BUF,L 14-19,*,11,6,50,8.33,1,54.5%,4.55,0,0,,0,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0
75,2012,2012-11-25,11,27.073,MIA,,SEA,W 24-21,*,9,7,129,18.43,0,77.8%,14.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2012,2012-12-02,12,27.080,MIA,,NWE,L 16-23,*,6,1,13,13.00,0,16.7%,2.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2012,2012-12-09,13,27.087,MIA,@,SFO,L 13-27,*,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2013,2013-09-08,1,27.360,CLE,,MIA,L 10-23,,10,5,47,9.40,0,50.0%,4.70,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2013,2013-09-15,2,28.002,CLE,@,BAL,L 6-14,,8,5,38,7.60,0,62.5%,4.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2013,2013-09-22,3,28.009,CLE,@,MIN,W 31-27,*,10,7,67,9.57,0,70.0%,6.70,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
81,2013,2013-09-29,4,28.016,CLE,,CIN,W 17-6,,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2013,2013-10-03,5,28.020,CLE,,BUF,W 37-24,*,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2013,2013-10-13,6,28.030,CLE,,DET,L 17-31,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
84,2013,2013-10-20,7,28.037,CLE,@,GNB,L 13-31,,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,1,0
85,2013,2013-10-27,8,28.044,CLE,@,KAN,L 17-23,*,8,3,27,9.00,0,37.5%,3.38,0,0,,0,0,0,,0,2,8,4.00,0,,0,0,0.0,0,0
86,2013,2013-11-03,9,28.051,CLE,,BAL,W 24-18,,4,3,24,8.00,2,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
87,2013,2013-11-17,10,28.065,CLE,@,CIN,L 20-41,,6,1,3,3.00,0,16.7%,0.50,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
88,2013,2013-11-24,11,28.072,CLE,,PIT,L 11-27,,8,5,27,5.40,0,62.5%,3.38,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0
89,2013,2013-12-01,12,28.079,CLE,,JAX,L 28-32,,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2013,2013-12-08,13,28.086,CLE,@,NWE,L 26-27,,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
91,2013,2013-12-15,14,28.093,CLE,,CHI,L 31-38,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
