ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-12-28,16,24.204,SFO,,DET,W 24-6,,,,,,,,,,0.0%,,,,,,,
2,1993,1993-09-13,2,25.098,SFO,@,CLE,L 13-23,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
3,1993,1993-09-26,4,25.111,SFO,@,NOR,L 13-16,0,0,,0,,0,0,,0,0.0%,,1,2,2.00,0,0,0
4,1993,1993-10-03,5,25.118,SFO,,MIN,W 38-19,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
5,1993,1993-10-17,6,25.132,SFO,@,DAL,L 17-26,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
6,1993,1993-10-31,8,25.146,SFO,,RAM,W 40-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
7,1993,1993-11-14,9,25.160,SFO,@,TAM,W 45-21,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
8,1993,1993-12-11,13,25.187,SFO,@,ATL,L 24-27,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
9,1993,1993-12-19,14,25.195,SFO,@,DET,W 55-17,4,15,3.75,0,,0,0,,0,0.0%,,0,0,,0,0,0
10,1993,1993-12-25,15,25.201,SFO,,HOU,L 7-10,0,0,,0,,0,0,,0,0.0%,,1,30,30.00,0,0,0
11,1993,1994-01-03,16,25.210,SFO,,PHI,L 34-37,0,0,,0,,0,0,,0,0.0%,,1,19,19.00,0,0,0
12,1994,1994-09-05,1,26.090,SFO,,RAI,W 44-14,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,1994,1994-09-18,3,26.103,SFO,@,RAM,W 34-19,0,0,,0,,,,,,0.0%,,0,0,,0,,
14,1994,1994-11-20,11,26.166,SFO,,RAM,W 31-27,0,0,,0,0,0,0,,0,0.0%,,2,24,12.00,0,0,0
15,1994,1994-11-28,12,26.174,SFO,@,NOR,W 35-14,0,0,,0,0,0,0,,0,0.0%,,2,26,13.00,0,0,0
16,1994,1994-12-04,13,26.180,SFO,,ATL,W 50-14,5,22,4.40,1,0,0,0,,0,0.0%,,2,32,16.00,0,1,6
17,1994,1994-12-11,14,26.187,SFO,@,SDG,W 38-15,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
18,1994,1994-12-17,15,26.193,SFO,,DEN,W 42-19,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
19,1994,1994-12-26,16,26.202,SFO,@,MIN,L 14-21,3,23,7.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
20,1995,1995-09-03,1,27.088,SFO,@,NOR,W 24-22,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,1995,1995-09-10,2,27.095,SFO,,ATL,W 41-10,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0
22,1995,1995-10-01,5,27.116,SFO,,NYG,W 20-6,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
23,1995,1995-10-22,7,27.137,SFO,@,STL,W 44-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
24,1995,1995-10-29,8,27.144,SFO,,NOR,L 7-11,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
25,1995,1995-11-05,9,27.151,SFO,,CAR,L 7-13,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,
26,1995,1995-11-12,10,27.158,SFO,@,DAL,W 38-20,3,10,3.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
27,1995,1995-11-20,11,27.166,SFO,@,MIA,W 44-20,3,19,6.33,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0
28,1995,1995-11-26,12,27.172,SFO,,STL,W 41-13,3,6,2.00,0,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0
29,1995,1995-12-03,13,27.179,SFO,,BUF,W 27-17,1,1,1.00,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,1,6
30,1995,1995-12-10,14,27.186,SFO,@,CAR,W 31-10,1,6,6.00,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
31,1995,1995-12-18,15,27.194,SFO,,MIN,W 37-30,2,0,0.00,0,5,0,0,,0,0.0%,0.00,0,0,,0,0,0
32,1995,1995-12-24,16,27.200,SFO,@,ATL,L 27-28,0,0,,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0
33,1996,1996-09-09,2,28.094,PHI,@,GNB,L 13-39,,,,,,,,,,0.0%,,,,,,,
34,1996,1996-09-15,3,28.100,PHI,,DET,W 24-17,,,,,,,,,,0.0%,,,,,,,
35,1996,1996-09-22,4,28.107,PHI,@,ATL,W 33-18,,,,,,,,,,0.0%,,,,,,,
36,1996,1996-09-30,5,28.115,PHI,,DAL,L 19-23,,,,,,,,,,0.0%,,,,,,,
37,1996,1996-10-13,6,28.128,PHI,@,NYG,W 19-10,,,,,,,,,,0.0%,,,,,,,
38,1996,1996-10-20,7,28.135,PHI,,MIA,W 35-28,,,,,,,,,,0.0%,,,,,,,
