ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1986,1986-09-07,1,22.016,KAN,,CIN,W 24-14,0,0,,0
2,1986,1986-09-14,2,22.023,KAN,@,SEA,L 17-23,0,0,,0
3,1986,1986-09-21,3,22.030,KAN,,HOU,W 27-13,0,0,,0
4,1986,1986-10-05,5,22.044,KAN,,RAI,L 17-24,0,0,,0
5,1986,1986-10-12,6,22.051,KAN,@,CLE,L 7-20,0,0,,0
6,1986,1986-10-19,7,22.058,KAN,,SDG,W 42-41,0,0,,0
7,1986,1986-10-26,8,22.065,KAN,,TAM,W 27-20,0,0,,0
8,1986,1986-11-02,9,22.072,KAN,@,SDG,W 24-23,0,0,,0
9,1986,1986-11-09,10,22.079,KAN,,SEA,W 27-7,0,0,,0
10,1986,1986-11-16,11,22.086,KAN,@,DEN,L 17-38,0,0,,0
11,1986,1986-11-23,12,22.093,KAN,@,STL,L 14-23,0,0,,0
12,1986,1986-11-30,13,22.100,KAN,,BUF,L 14-17,0,0,,0
13,1986,1986-12-07,14,22.107,KAN,,DEN,W 37-10,0,0,,0
14,1986,1986-12-14,15,22.114,KAN,@,RAI,W 20-17,1,0,0.00,0
15,1986,1986-12-21,16,22.121,KAN,@,PIT,W 24-19,0,0,,0
16,1987,1987-09-13,1,23.022,KAN,,SDG,W 20-13,0,0,,0
17,1987,1987-09-20,2,23.029,KAN,@,SEA,L 14-43,0,0,,0
18,1987,1987-10-25,6,23.064,KAN,@,SDG,L 21-42,0,0,,0
19,1987,1987-11-01,7,23.071,KAN,@,CHI,L 28-31,0,0,,0
20,1987,1987-11-08,8,23.078,KAN,,PIT,L 16-17,0,0,,0
21,1987,1987-11-15,9,23.085,KAN,,NYJ,L 9-16,0,0,,0
22,1987,1987-11-22,10,23.092,KAN,,GNB,L 3-23,2,4,2.00,0
23,1987,1987-11-26,11,23.096,KAN,@,DET,W 27-20,0,0,,0
24,1987,1987-12-06,12,23.106,KAN,@,CIN,L 27-30,0,0,,0
25,1987,1987-12-13,13,23.113,KAN,,RAI,W 16-10,0,0,,0
26,1987,1987-12-19,14,23.119,KAN,@,DEN,L 17-20,0,0,,0
27,1987,1987-12-27,15,23.127,KAN,,SEA,W 41-20,0,0,,0
28,1988,1988-09-04,1,24.013,KAN,,CLE,L 3-6,,,,
29,1988,1988-09-11,2,24.020,KAN,@,SEA,L 10-31,,,,
30,1988,1988-09-18,3,24.027,KAN,,DEN,W 20-13,,,,
31,1988,1988-09-25,4,24.034,KAN,,SDG,L 23-24,,,,
32,1988,1988-10-02,5,24.041,KAN,@,NYJ,T 17-17,,,,
33,1988,1988-10-09,6,24.048,KAN,@,HOU,L 6-7,,,,
34,1988,1988-10-16,7,24.055,KAN,,RAI,L 17-27,,,,
35,1988,1988-10-23,8,24.062,KAN,,DET,L 6-7,,,,
36,1988,1988-10-30,9,24.069,KAN,@,RAI,L 10-17,,,,
37,1988,1988-11-06,10,24.076,KAN,@,DEN,L 11-17,,,,
38,1988,1988-11-13,11,24.083,KAN,,CIN,W 31-28,,,,
39,1988,1988-11-20,12,24.090,KAN,,SEA,W 27-24,,,,
40,1988,1988-11-27,13,24.097,KAN,@,PIT,L 10-16,,,,
41,1988,1988-12-04,14,24.104,KAN,,NYJ,W 38-34,,,,
42,1988,1988-12-11,15,24.111,KAN,@,NYG,L 12-28,,,,
43,1988,1988-12-18,16,24.118,KAN,@,SDG,L 13-24,,,,
