ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
19,2013,2013-12-22,15,24.336,PHI,,CHI,W 54-11,*,21,25,84.00,230,2,0,131.7,2,5,9.20,10.80,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2013,2013-12-29,16,24.343,PHI,@,DAL,W 24-22,*,17,26,65.38,263,2,0,124.4,5,34,10.12,11.65,5,-5,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
21,2014,2014-09-07,1,25.230,PHI,,JAX,W 34-17,*,27,45,60.00,322,2,1,87.5,5,47,7.16,7.04,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2014,2014-09-15,2,25.238,PHI,@,IND,W 30-27,*,21,37,56.76,331,1,1,84.4,0,0,8.95,8.27,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2014,2014-09-21,3,25.244,PHI,,WAS,W 37-34,*,27,41,65.85,325,3,0,114.4,0,0,7.93,9.39,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2014,2014-09-28,4,25.251,PHI,@,SFO,L 21-26,*,21,43,48.84,195,0,2,42.3,1,4,4.53,2.44,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2014,2014-10-05,5,25.258,PHI,,STL,W 34-28,*,24,37,64.86,207,2,1,86.2,0,0,5.59,5.46,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
26,2014,2014-10-12,6,25.265,PHI,,NYG,W 27-0,*,21,34,61.76,248,2,2,79.0,1,3,7.29,5.82,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
27,2014,2014-10-26,7,25.279,PHI,@,ARI,L 20-24,*,36,62,58.06,411,2,2,75.4,0,0,6.63,5.82,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2014,2014-11-02,8,25.286,PHI,@,HOU,W 31-21,*,9,12,75.00,124,1,1,100.7,2,20,10.33,8.25,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2015,2015-09-13,1,26.236,STL,,SEA,W 34-31,*,18,27,66.67,297,1,0,115.8,2,21,11.00,11.74,4,11,2.75,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
30,2015,2015-09-20,2,26.243,STL,@,WAS,L 10-24,*,17,32,53.13,150,1,0,76.3,1,4,4.69,5.31,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
31,2015,2015-09-27,3,26.250,STL,,PIT,L 6-12,*,19,28,67.86,197,0,1,73.1,2,10,7.04,5.43,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
32,2015,2015-10-04,4,26.257,STL,@,ARI,W 24-22,*,16,24,66.67,171,3,0,126.9,1,7,7.13,9.63,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
33,2015,2015-10-11,5,26.264,STL,@,GNB,L 10-24,*,11,30,36.67,141,1,4,23.7,3,18,4.70,-0.63,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2015,2015-10-25,6,26.278,STL,,CLE,W 24-6,*,15,23,65.22,163,0,0,86.0,2,13,7.09,7.09,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
35,2015,2015-11-01,7,26.285,STL,,SFO,W 27-6,*,14,23,60.87,191,1,0,101.9,0,0,8.30,9.17,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
36,2015,2015-11-08,8,26.292,STL,@,MIN,L 18-21,*,18,33,54.55,168,0,0,68.7,1,8,5.09,5.09,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
37,2015,2015-11-15,9,26.299,STL,,CHI,L 13-37,*,17,36,47.22,200,0,1,53.0,1,9,5.56,4.31,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2015,2015-11-29,11,26.313,STL,@,CIN,L 7-31,*,30,46,65.22,228,0,3,49.9,1,8,4.96,2.02,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
39,2015,2015-12-06,12,26.320,STL,,ARI,L 3-27,*,15,35,42.86,146,0,1,43.3,0,0,4.17,2.89,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
40,2016,2016-10-30,7,27.284,KAN,@,IND,W 30-14,,16,22,72.73,223,2,0,135.2,2,16,10.14,11.95,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
41,2016,2016-11-06,8,27.291,KAN,,JAX,W 19-14,*,20,33,60.61,187,1,0,86.3,2,18,5.67,6.27,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
42,2016,2017-01-01,16,27.347,KAN,@,SDG,W 37-27,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
43,2017,2017-10-29,8,28.282,PHI,,SFO,W 33-10,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
44,2017,2017-11-05,9,28.289,PHI,,DEN,W 51-23,,1,1,100.00,35,0,0,118.7,1,8,35.00,35.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
45,2017,2017-11-26,11,28.310,PHI,,CHI,W 31-3,,3,3,100.00,21,0,0,95.8,0,0,7.00,7.00,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
46,2017,2017-12-10,13,28.324,PHI,@,LAR,W 43-35,,6,10,60.00,42,0,0,69.6,1,7,4.20,4.20,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2017,2017-12-17,14,28.331,PHI,@,NYG,W 34-29,*,24,38,63.16,237,4,0,115.8,1,4,6.24,8.34,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
48,2017,2017-12-25,15,28.339,PHI,,OAK,W 19-10,*,19,38,50.00,163,1,1,59.4,2,25,4.29,3.63,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
49,2017,2017-12-31,16,28.345,PHI,,DAL,L 0-6,*,4,11,36.36,39,0,1,9.3,0,0,3.55,-0.55,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
50,2018,2018-09-06,1,29.229,PHI,,ATL,W 18-12,*,19,34,55.88,117,0,1,50.7,2,13,3.44,2.12,1,-1,-1.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,0,0
51,2018,2018-09-16,2,29.239,PHI,@,TAM,L 21-27,*,35,48,72.92,334,1,0,98.8,3,13,6.96,7.38,3,8,2.67,0,0,0,-5,,0,0.0%,,0,0,0.0,0,0
