ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-06,1,22.083,CHI,,JAX,L 23-24,,12,77,6.42,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
2,1998,1998-09-13,2,22.090,CHI,@,PIT,L 12-17,,22,94,4.27,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
3,1998,1998-09-20,3,22.097,CHI,@,TAM,L 15-27,,15,48,3.20,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0
4,1998,1998-09-27,4,22.104,CHI,,MIN,L 28-31,,14,43,3.07,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,1998,1998-10-04,5,22.111,CHI,,DET,W 31-27,,8,18,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,1998,1998-10-11,6,22.118,CHI,@,ARI,L 7-20,,11,26,2.36,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,1998,1998-10-18,7,22.125,CHI,,DAL,W 13-12,,12,30,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,1998,1998-10-25,8,22.132,CHI,@,TEN,W 23-20,,21,85,4.05,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,1998,1998-11-08,9,22.146,CHI,,STL,L 12-20,,18,76,4.22,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0
10,1999,1999-09-12,1,23.089,CHI,,KAN,W 20-17,*,22,64,2.91,0,8,5,69,13.80,1,62.5%,8.63,0,0,,0,1,6
11,1999,1999-09-19,2,23.096,CHI,,SEA,L 13-14,*,25,94,3.76,1,7,3,29,9.67,0,42.9%,4.14,0,0,,0,1,6
12,1999,1999-09-26,3,23.103,CHI,@,OAK,L 17-24,*,15,35,2.33,0,4,4,37,9.25,1,100.0%,9.25,0,0,,0,1,6
13,1999,1999-10-03,4,23.110,CHI,,NOR,W 14-10,*,23,83,3.61,0,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0
14,1999,1999-10-10,5,23.117,CHI,@,MIN,W 24-22,*,27,66,2.44,0,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0
15,1999,1999-10-17,6,23.124,CHI,,PHI,L 16-20,*,24,86,3.58,0,0,0,0,,0,0.0%,,0,0,,0,0,0
16,1999,1999-10-24,7,23.131,CHI,@,TAM,L 3-6,*,20,69,3.45,0,6,3,10,3.33,0,50.0%,1.67,0,0,,0,0,0
17,1999,1999-10-31,8,23.138,CHI,@,WAS,L 22-48,*,19,56,2.95,0,8,6,39,6.50,0,75.0%,4.88,0,0,,0,0,0
18,1999,1999-11-07,9,23.145,CHI,@,GNB,W 14-13,*,20,88,4.40,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
19,1999,1999-11-14,10,23.152,CHI,,MIN,L 24-27,,19,54,2.84,0,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0
20,1999,1999-11-21,11,23.159,CHI,@,SDG,W 23-20,,19,41,2.16,1,3,3,27,9.00,0,100.0%,9.00,0,0,,0,1,6
21,1999,1999-11-25,12,23.163,CHI,@,DET,L 17-21,,6,10,1.67,0,4,4,7,1.75,0,100.0%,1.75,0,0,,0,0,0
22,1999,1999-12-05,13,23.173,CHI,,GNB,L 19-35,*,19,80,4.21,1,11,7,48,6.86,0,63.6%,4.36,0,0,,0,1,6
23,1999,1999-12-19,14,23.187,CHI,,DET,W 28-10,*,22,69,3.14,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
24,1999,1999-12-26,15,23.194,CHI,@,STL,L 12-34,*,7,21,3.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
25,2000,2000-09-03,1,24.080,CHI,@,MIN,L 27-30,,4,11,2.75,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
26,2000,2000-09-10,2,24.087,CHI,@,TAM,L 0-41,,11,20,1.82,0,0,0,0,,0,0.0%,,0,0,,0,0,0
27,2000,2000-09-17,3,24.094,CHI,,NYG,L 7-14,*,5,13,2.60,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0
28,2000,2000-09-24,4,24.101,CHI,,DET,L 14-21,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
29,2000,2000-10-01,5,24.108,CHI,@,GNB,W 27-24,,1,3,3.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
30,2000,2000-11-05,9,24.143,CHI,,IND,W 27-24,*,9,25,2.78,1,0,0,0,,0,0.0%,,1,11,11.00,0,1,6
31,2000,2000-11-12,10,24.150,CHI,@,BUF,L 3-20,,3,5,1.67,0,0,0,0,,0,0.0%,,1,19,19.00,0,0,0
32,2000,2000-11-19,11,24.157,CHI,,TAM,W 13-10,,1,0,0.00,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0
33,2000,2000-11-26,12,24.164,CHI,@,NYJ,L 10-17,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
34,2000,2000-12-03,13,24.171,CHI,,GNB,L 6-28,*,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
35,2000,2000-12-17,15,24.185,CHI,@,SFO,L 0-17,,,,,,1,,,,,0.0%,,,,,,,
36,2000,2000-12-24,16,24.192,CHI,@,DET,W 23-20,,,,,,,,,,,0.0%,,,,,,,
