ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,23.139,GNB,,OAK,W 28-24,*,0,0,,0,0,0,0.0,,,1,0,0
2,1999,1999-09-19,2,23.146,GNB,@,DET,L 15-23,*,,,,,,,,,,,,
3,1999,1999-09-26,3,23.153,GNB,,MIN,W 23-20,*,,,,,,,,,,,,
4,1999,1999-10-10,4,23.167,GNB,,TAM,W 26-23,*,,,,,,,,,,,,
5,1999,1999-10-17,5,23.174,GNB,@,DEN,L 10-31,*,,,,,,,,,,,,
6,1999,1999-10-24,6,23.181,GNB,@,SDG,W 31-3,*,0,0,,0,0,0,0.0,,,1,0,0
7,1999,1999-11-01,7,23.189,GNB,,SEA,L 7-27,*,,,,,,,,,,,,
8,1999,1999-11-07,8,23.195,GNB,,CHI,L 13-14,*,0,0,,0,0,0,0.0,,,1,0,0
9,1999,1999-11-14,9,23.202,GNB,@,DAL,L 13-27,*,,,,,,,,,,,,
10,1999,1999-11-21,10,23.209,GNB,,DET,W 26-17,*,,,,,,,,,,,,
11,1999,1999-11-29,11,23.217,GNB,@,SFO,W 20-3,*,,,,,,,,,,,,
12,1999,1999-12-05,12,23.223,GNB,@,CHI,W 35-19,*,0,0,,0,0,0,0.0,,,1,0,0
13,1999,1999-12-12,13,23.230,GNB,,CAR,L 31-33,*,,,,,,,,,,,,
14,1999,1999-12-20,14,23.238,GNB,@,MIN,L 20-24,*,,,,,,,,,,,,
15,1999,1999-12-26,15,23.244,GNB,@,TAM,L 10-29,*,,,,,,,,,,,,
16,1999,2000-01-02,16,23.251,GNB,,ARI,W 49-24,*,0,0,,0,0,0,0.0,,,2,4,0
17,2000,2000-09-03,1,24.130,GNB,,NYJ,L 16-20,*,,,,,,,,,,,,
18,2000,2000-10-15,7,24.172,GNB,,SFO,W 31-28,,,,,,,,,,,,,
19,2000,2000-10-29,8,24.186,GNB,@,MIA,L 20-28,*,,,,,,,,,,,,
20,2000,2000-11-06,9,24.194,GNB,,MIN,W 26-20,*,0,0,,0,0,0,0.0,,,1,26,0
21,2000,2000-11-12,10,24.200,GNB,@,TAM,L 15-20,,,,,,,,,,,,,
22,2000,2000-11-27,12,24.215,GNB,@,CAR,L 14-31,,1,0,0.00,0,0,0,0.0,,,0,0,0
23,2000,2000-12-03,13,24.221,GNB,@,CHI,W 28-6,*,,,,,,,,,,,,
24,2000,2000-12-10,14,24.228,GNB,,DET,W 26-13,*,,,,,,,,,,,,
25,2000,2000-12-17,15,24.235,GNB,@,MIN,W 33-28,*,,,,,,,,,,,,
26,2000,2000-12-24,16,24.242,GNB,,TAM,W 17-14,,,,,,,,,,,,,
27,2001,2001-09-09,1,25.136,GNB,,DET,W 28-6,*,,,,,,,,,,,,
28,2001,2001-09-24,2,25.151,GNB,,WAS,W 37-0,*,,,,,,,,,,,,
29,2001,2001-09-30,3,25.157,GNB,@,CAR,W 28-7,*,,,,,,,,,,,,
