ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-10-26,7,23.072,SDG,,OAK,L 12-24,0,0,,0,2,32,16.00,0,0,0,,0,0,0
2,1969,1969-11-09,9,23.086,SDG,@,KAN,L 3-27,0,0,,0,2,27,13.50,0,0,0,,0,0,0
3,1969,1969-11-16,10,23.093,SDG,@,OAK,L 16-21,0,0,,0,2,59,29.50,0,0,0,,0,0,0
4,1969,1969-11-23,11,23.100,SDG,,DEN,W 45-24,0,0,,0,1,11,11.00,0,0,0,,0,0,0
5,1969,1969-12-14,14,23.121,SDG,,BUF,W 45-6,0,0,,0,3,19,6.33,0,0,0,,0,0,0
6,1970,1970-09-20,1,24.036,SDG,,BAL,L 14-16,2,9,4.50,0,1,9,9.00,0,0,0,,0,0,0
7,1970,1970-09-27,2,24.043,SDG,,OAK,T 27-27,13,39,3.00,0,1,65,65.00,1,0,0,,0,1,6
8,1970,1970-10-04,3,24.050,SDG,@,RAM,L 10-37,1,9,9.00,0,3,30,10.00,0,1,12,12.00,0,0,0
9,1970,1970-10-12,4,24.058,SDG,,GNB,L 20-22,12,45,3.75,1,1,7,7.00,0,0,0,,0,1,6
10,1970,1970-10-18,5,24.064,SDG,@,CHI,W 20-7,2,5,2.50,0,0,0,,0,0,0,,0,0,0
11,1970,1970-10-25,6,24.071,SDG,,HOU,T 31-31,,,,,,,,,,,,,,
12,1970,1970-11-01,7,24.078,SDG,@,CLE,W 27-10,1,3,3.00,0,0,0,,0,0,0,,0,0,0
13,1970,1970-11-08,8,24.085,SDG,,DEN,W 24-21,,,,,,,,,,,,,,
14,1970,1970-11-15,9,24.092,SDG,@,BOS,W 16-14,3,12,4.00,0,1,5,5.00,0,0,0,,0,0,0
15,1970,1970-11-22,10,24.099,SDG,@,OAK,L 17-20,,,,,,,,,,,,,,
16,1970,1970-11-29,11,24.106,SDG,@,KAN,L 14-26,3,8,2.67,0,2,14,7.00,0,0,0,,0,0,0
17,1970,1970-12-06,12,24.113,SDG,,CIN,L 14-17,8,44,5.50,0,5,44,8.80,0,0,0,,0,0,0
18,1970,1970-12-13,13,24.120,SDG,@,DEN,T 17-17,17,36,2.12,0,3,34,11.33,0,0,0,,0,0,0
19,1970,1970-12-20,14,24.127,SDG,,KAN,W 31-13,15,51,3.40,0,3,28,9.33,0,0,0,,0,0,0
20,1971,1971-09-19,1,25.035,SDG,,KAN,W 21-14,7,32,4.57,0,0,0,,0,0,0,,0,0,0
21,1971,1971-09-26,2,25.042,SDG,,OAK,L 0-34,9,31,3.44,0,1,9,9.00,0,0,0,,0,0,0
22,1971,1971-10-03,3,25.049,SDG,@,PIT,L 17-21,3,18,6.00,0,0,0,,0,0,0,,0,0,0
23,1971,1971-10-10,4,25.056,SDG,@,KAN,L 10-31,2,2,1.00,0,0,0,,0,0,0,,0,0,0
