ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.358,CHI,@,GNB,L 6-12,,,,,,
2,1980,1980-09-14,2,22.365,CHI,,NOR,W 22-3,0,0,0.0,1,0,0
3,1980,1980-09-21,3,23.006,CHI,,MIN,L 14-34,,,,,,
4,1980,1980-09-28,4,23.013,CHI,@,PIT,L 3-38,,,,,,
5,1980,1980-10-06,5,23.021,CHI,,TAM,W 23-0,,,,,,
6,1980,1980-10-12,6,23.027,CHI,@,MIN,L 7-13,,,,,,
7,1980,1980-10-19,7,23.034,CHI,,DET,W 24-7,,,,,,
8,1980,1980-10-26,8,23.041,CHI,@,PHI,L 14-17,,,,,,
9,1980,1980-11-03,9,23.049,CHI,@,CLE,L 21-27,,,,,,
10,1980,1980-11-09,10,23.055,CHI,,WAS,W 35-21,,,,,,
11,1980,1980-11-16,11,23.062,CHI,,HOU,L 6-10,,,,,,
12,1980,1980-11-23,12,23.069,CHI,@,ATL,L 17-28,,,,,,
13,1980,1980-11-27,13,23.073,CHI,@,DET,W 23-17,,,,,,
14,1980,1980-12-07,14,23.083,CHI,,GNB,W 61-7,,,,,,
15,1980,1980-12-14,15,23.090,CHI,,CIN,L 14-17,,,,,,
16,1980,1980-12-20,16,23.096,CHI,@,TAM,W 14-13,0,0,0.0,1,4,0
17,1981,1981-09-06,1,23.356,CHI,,GNB,L 9-16,,,,,,
18,1981,1981-09-13,2,23.363,CHI,@,SFO,L 17-28,,,,,,
19,1981,1981-09-20,3,24.005,CHI,,TAM,W 28-17,,,,,,
20,1981,1981-09-28,4,24.013,CHI,,RAM,L 7-24,,,,,,
21,1981,1981-10-04,5,24.019,CHI,@,MIN,L 21-24,,,,,,
22,1981,1981-10-11,6,24.026,CHI,,WAS,L 7-24,,,,,,
23,1981,1981-10-19,7,24.034,CHI,@,DET,L 17-48,,,,,,
24,1981,1981-10-25,8,24.040,CHI,,SDG,W 20-17,,,,,,
25,1981,1981-11-01,9,24.047,CHI,@,TAM,L 10-20,,,,,,
26,1981,1981-11-15,11,24.061,CHI,@,GNB,L 17-21,,,,,,
27,1981,1981-11-22,12,24.068,CHI,,DET,L 7-23,,,,,,
28,1981,1981-11-26,13,24.072,CHI,@,DAL,L 9-10,,,,,,
29,1981,1981-12-06,14,24.082,CHI,,MIN,W 10-9,,,,,,
30,1981,1981-12-13,15,24.089,CHI,@,OAK,W 23-6,,,,,,
31,1981,1981-12-20,16,24.096,CHI,,DEN,W 35-24,,,,,,
32,1982,1982-09-12,1,24.362,CHI,@,DET,L 10-17,0,0,0.0,1,0,0
33,1982,1982-09-19,2,25.004,CHI,,NOR,L 0-10,,,,,,
34,1982,1982-11-21,3,25.067,CHI,,DET,W 20-17,0,0,0.5,0,0,0
35,1982,1982-11-28,4,25.074,CHI,@,MIN,L 7-35,0,0,1.0,0,0,0
36,1982,1982-12-05,5,25.081,CHI,,NWE,W 26-13,,,,,,
37,1982,1982-12-12,6,25.088,CHI,@,SEA,L 14-20,,,,,,
38,1982,1982-12-19,7,25.095,CHI,,STL,L 7-10,,,,,,
39,1982,1982-12-26,8,25.102,CHI,@,RAM,W 34-26,0,0,1.0,0,0,0
40,1982,1983-01-02,9,25.109,CHI,@,TAM,L 23-26,1,6,0.0,1,39,1
41,1983,1983-09-04,1,25.354,CHI,,ATL,L 17-20,,,,,,
42,1983,1983-09-11,2,25.361,CHI,,TAM,W 17-10,,,,,,
43,1983,1983-09-18,3,26.003,CHI,@,NOR,L 31-34,,,,,,
44,1983,1983-09-25,4,26.010,CHI,@,BAL,L 19-22,,,,,,
45,1983,1983-10-02,5,26.017,CHI,,DEN,W 31-14,,,,,,
46,1983,1983-10-09,6,26.024,CHI,,MIN,L 14-23,0,0,1.0,1,6,0
47,1983,1983-10-16,7,26.031,CHI,@,DET,L 17-31,,,,,,
48,1983,1983-10-23,8,26.038,CHI,@,PHI,W 7-6,,,,,,
49,1983,1983-10-30,9,26.045,CHI,,DET,L 17-38,,,,,,
50,1983,1983-11-06,10,26.052,CHI,@,RAM,L 14-21,,,,,,
51,1983,1983-11-13,11,26.059,CHI,,PHI,W 17-14,,,,,,
52,1983,1983-11-20,12,26.066,CHI,@,TAM,W 27-0,,,,,,
53,1983,1983-11-27,13,26.073,CHI,,SFO,W 13-3,0,0,1.0,0,0,0
54,1983,1983-12-04,14,26.080,CHI,@,GNB,L 28-31,,,,,,
55,1983,1983-12-11,15,26.087,CHI,@,MIN,W 19-13,,,,,,
56,1983,1983-12-18,16,26.094,CHI,,GNB,W 23-21,,,,,,
57,1984,1984-09-02,1,26.353,CHI,,TAM,W 34-14,,,,,,
58,1984,1984-09-09,2,26.360,CHI,,DEN,W 27-0,0,0,1.0,0,0,0
59,1984,1984-09-16,3,27.001,CHI,@,GNB,W 9-7,,,,,,
60,1984,1984-09-23,4,27.008,CHI,@,SEA,L 9-38,,,,,,
61,1984,1984-10-07,6,27.022,CHI,,NOR,W 20-7,,,,,,
62,1984,1984-10-14,7,27.029,CHI,@,STL,L 21-38,,,,,,
63,1984,1984-10-21,8,27.036,CHI,@,TAM,W 44-9,,,,,,
64,1984,1984-10-28,9,27.043,CHI,,MIN,W 16-7,0,0,1.5,0,0,0
65,1984,1984-11-04,10,27.050,CHI,,RAI,W 17-6,0,0,1.5,0,0,0
66,1984,1984-11-11,11,27.057,CHI,@,RAM,L 13-29,,,,,,
67,1984,1984-11-18,12,27.064,CHI,,DET,W 16-14,,,,,,
68,1984,1984-11-25,13,27.071,CHI,@,MIN,W 34-3,0,0,0.5,0,0,0
69,1984,1984-12-03,14,27.079,CHI,@,SDG,L 7-20,,,,,,
70,1984,1984-12-09,15,27.085,CHI,,GNB,L 14-20,,,,,,
71,1984,1984-12-16,16,27.092,CHI,@,DET,W 30-13,0,0,2.0,0,0,0
72,1985,1985-09-08,1,27.358,CHI,,TAM,W 38-28,,,,,,
73,1985,1985-09-15,2,28.000,CHI,,NWE,W 20-7,0,0,1.0,0,0,0
74,1985,1985-09-19,3,28.004,CHI,@,MIN,W 33-24,0,0,0.0,1,12,0
75,1985,1985-09-29,4,28.014,CHI,,WAS,W 45-10,,,,,,
76,1985,1985-10-06,5,28.021,CHI,@,TAM,W 27-19,,,,,,
77,1985,1985-10-13,6,28.028,CHI,@,SFO,W 26-10,0,0,1.0,0,0,0
78,1985,1985-10-21,7,28.036,CHI,,GNB,W 23-7,0,0,1.0,0,0,0
79,1985,1985-10-27,8,28.042,CHI,,MIN,W 27-9,1,6,2.0,1,23,1
80,1985,1985-11-03,9,28.049,CHI,@,GNB,W 16-10,,,,,,
81,1985,1985-11-10,10,28.056,CHI,,DET,W 24-3,0,0,0.5,1,0,0
