ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,24.132,KAN,,ATL,W 14-3,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
2,1991,1991-09-08,2,24.139,KAN,,NOR,L 10-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,17,17.00,0,0,0
3,1991,1991-09-16,3,24.147,KAN,@,HOU,L 7-17,3,15,5.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
4,1991,1991-09-22,4,24.153,KAN,,SEA,W 20-13,0,0,,0,,2,26,13.00,1,,,0,0,,0,0,0,,0,,,,2,48,24.00,0,1,6
5,1991,1991-09-29,5,24.160,KAN,@,SDG,W 14-13,1,4,4.00,0,,1,14,14.00,0,,,0,0,,0,0,0,,0,,,,3,106,35.33,0,0,0
6,1991,1991-10-07,6,24.168,KAN,,BUF,W 33-6,20,103,5.15,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,38,38.00,0,0,0
7,1991,1991-10-13,7,24.174,KAN,,MIA,W 42-7,11,37,3.36,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,17,17.00,0,0,0
8,1991,1991-10-20,8,24.181,KAN,@,DEN,L 16-19,14,84,6.00,1,,2,29,14.50,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,71,23.67,0,1,6
9,1991,1991-10-28,9,24.189,KAN,,RAI,W 24-21,12,53,4.42,0,,2,7,3.50,0,,,0,0,,0,0,0,,0,,,,5,85,17.00,0,0,0
10,1991,1991-11-10,10,24.202,KAN,@,RAM,W 27-20,7,42,6.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,19,19.00,0,0,0
11,1991,1991-11-17,11,24.209,KAN,,DEN,L 20-24,10,39,3.90,0,,4,30,7.50,0,,,0,0,,0,0,0,,0,,,,5,93,18.60,0,0,0
12,1991,1991-12-01,13,24.223,KAN,@,SEA,W 19-6,9,29,3.22,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,30,15.00,0,0,0
13,1991,1991-12-08,14,24.230,KAN,,SDG,W 20-17,8,39,4.88,0,,4,32,8.00,1,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
14,1991,1991-12-14,15,24.236,KAN,@,SFO,L 14-28,2,2,1.00,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
15,1992,1992-09-06,1,25.137,KAN,@,SDG,W 24-10,5,9,1.80,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1992,1992-09-13,2,25.144,KAN,,SEA,W 26-7,2,1,0.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1992,1992-10-04,5,25.165,KAN,@,DEN,L 19-20,1,-4,-4.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,1992,1992-10-11,6,25.172,KAN,,PHI,W 24-17,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1992,1992-10-18,7,25.179,KAN,@,DAL,L 10-17,6,28,4.67,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0
20,1992,1992-10-25,8,25.186,KAN,,PIT,L 3-27,3,12,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,3,59,19.67,0,0,0
21,1992,1992-11-08,9,25.200,KAN,,SDG,W 16-14,6,24,4.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,50,25.00,0,0,0
22,1992,1992-11-15,10,25.207,KAN,,WAS,W 35-16,19,88,4.63,1,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,50,16.67,0,1,6
23,1992,1992-11-22,11,25.214,KAN,@,SEA,W 24-14,3,11,3.67,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,2,56,28.00,0,0,0
24,1992,1992-11-29,12,25.221,KAN,@,NYJ,W 23-7,15,42,2.80,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,13,13.00,0,0,0
25,1992,1992-12-06,13,25.228,KAN,@,RAI,L 7-28,1,-1,-1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,45,22.50,0,0,0
26,1992,1992-12-13,14,25.235,KAN,,NWE,W 27-20,1,2,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,60,20.00,0,0,0
27,1992,1992-12-19,15,25.241,KAN,@,NYG,L 21-35,2,4,2.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,4,54,13.50,0,0,0
28,1992,1992-12-27,16,25.249,KAN,,DEN,W 42-20,14,46,3.29,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1993,1993-09-05,1,26.136,KAN,@,TAM,W 27-3,11,28,2.55,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1993,1993-09-12,2,26.143,KAN,@,HOU,L 0-30,5,12,2.40,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1993,1993-09-20,3,26.151,KAN,,DEN,W 15-7,4,24,6.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1993,1993-10-03,4,26.164,KAN,,RAI,W 24-9,13,56,4.31,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0
33,1993,1993-10-10,5,26.171,KAN,,CIN,W 17-15,3,9,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1993,1993-10-31,7,26.192,KAN,@,MIA,L 10-30,6,20,3.33,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1993,1993-12-12,13,26.234,KAN,@,DEN,L 21-27,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,41,20.50,0,0,0
36,1994,1994-09-05,1,27.136,RAI,@,SFO,L 14-44,4,8,2.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,3,56,18.67,0,0,0
37,1994,1994-09-11,2,27.142,RAI,,SEA,L 9-38,5,30,6.00,0,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,,0,,,2,30,15.00,0,0,0
38,1994,1994-09-18,3,27.149,RAI,@,DEN,W 48-16,13,28,2.15,1,2,1,5,5.00,1,50.0%,2.50,0,0,,0,0,0,,,0,,,2,46,23.00,0,2,12
39,1994,1994-09-25,4,27.156,RAI,,SDG,L 24-26,11,24,2.18,0,5,5,48,9.60,0,100.0%,9.60,0,0,,0,0,0,,,0,,,1,21,21.00,0,0,0
40,1994,1994-10-09,5,27.170,RAI,@,NWE,W 21-17,17,65,3.82,0,3,3,41,13.67,1,100.0%,13.67,0,0,,0,0,0,,,0,,,0,0,,0,1,6
41,1994,1994-10-16,6,27.177,RAI,@,MIA,L 17-20,16,72,4.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
42,1994,1994-10-23,7,27.184,RAI,,ATL,W 30-17,27,107,3.96,1,11,8,43,5.38,0,72.7%,3.91,0,0,,0,0,0,,,0,,,0,0,,0,1,6
43,1994,1994-10-30,8,27.191,RAI,,HOU,W 17-14,29,128,4.41,1,4,4,38,9.50,0,100.0%,9.50,0,0,,0,0,0,,,0,,,0,0,,0,1,6
44,1994,1994-11-06,9,27.198,RAI,@,KAN,L 3-13,24,93,3.88,0,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,,0,,,0,0,,0,0,0
45,1994,1994-11-13,10,27.205,RAI,@,RAM,W 20-17,21,44,2.10,0,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,,0,,,0,0,,0,0,0
46,1994,1994-11-20,11,27.212,RAI,,NOR,W 24-19,24,88,3.67,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
47,1994,1994-11-27,12,27.219,RAI,,PIT,L 3-21,18,42,2.33,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
48,1994,1994-12-05,13,27.227,RAI,@,SDG,W 24-17,20,41,2.05,0,5,4,15,3.75,0,80.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
49,1994,1994-12-11,14,27.233,RAI,,DEN,W 23-13,19,72,3.79,0,3,3,38,12.67,1,100.0%,12.67,0,0,,0,0,0,,,0,,,0,0,,0,1,6
50,1994,1994-12-18,15,27.240,RAI,@,SEA,W 17-16,20,93,4.65,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,1,6
51,1994,1994-12-24,16,27.246,RAI,,KAN,L 9-19,14,48,3.43,0,8,3,17,5.67,0,37.5%,2.13,0,0,,0,0,0,,,0,,,0,0,,0,0,0
52,1995,1995-09-03,1,28.134,OAK,,SDG,W 17-7,16,48,3.00,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1995,1995-09-10,2,28.141,OAK,@,WAS,W 20-8,18,84,4.67,0,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
54,1995,1995-09-17,3,28.148,OAK,@,KAN,L 17-23,20,74,3.70,2,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,2,12
55,1995,1995-09-24,4,28.155,OAK,,PHI,W 48-17,15,61,4.07,2,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,,,,,0,0,,0,2,12
56,1995,1995-10-01,5,28.162,OAK,@,NYJ,W 47-10,20,97,4.85,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
57,1995,1995-10-08,6,28.169,OAK,,SEA,W 34-14,19,160,8.42,1,2,2,16,8.00,0,100.0%,8.00,1,1,100.00,13,1,0,158.3,0,0,13.00,33.00,0,0,,0,1,6
58,1995,1995-10-16,7,28.177,OAK,@,DEN,L 0-27,6,8,1.33,0,6,4,9,2.25,0,66.7%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1995,1995-10-22,8,28.183,OAK,,IND,W 30-17,8,16,2.00,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,1995,1995-11-05,9,28.197,OAK,@,CIN,W 20-17,24,134,5.58,1,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
61,1995,1995-11-12,10,28.204,OAK,@,NYG,W 17-13,21,85,4.05,1,4,4,19,4.75,0,100.0%,4.75,0,0,,0,0,0,,,,,,0,0,,0,1,6
62,1995,1995-11-19,11,28.211,OAK,,DAL,L 21-34,15,59,3.93,1,7,6,43,7.17,0,85.7%,6.14,0,0,,0,0,0,,,,,,0,0,,0,1,6
63,1995,1995-11-27,12,28.219,OAK,@,SDG,L 6-12,20,101,5.05,0,6,6,47,7.83,0,100.0%,7.83,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1995,1995-12-03,13,28.225,OAK,,KAN,L 23-29,7,5,0.71,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1995,1995-12-10,14,28.232,OAK,,PIT,L 10-29,12,28,2.33,0,7,6,18,3.00,0,85.7%,2.57,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1995,1995-12-17,15,28.239,OAK,@,SEA,L 10-44,12,67,5.58,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
67,1995,1995-12-24,16,28.246,OAK,,DEN,L 28-31,22,87,3.95,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,1996,1996-09-01,1,29.132,OAK,@,BAL,L 14-19,13,39,3.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1996,1996-09-08,2,29.139,OAK,@,KAN,L 3-19,12,38,3.17,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,1996,1996-09-15,3,29.146,OAK,,JAX,W 17-3,16,54,3.38,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1996,1996-09-22,4,29.153,OAK,,SDG,L 34-40,9,8,0.89,0,4,3,18,6.00,0,75.0%,4.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
72,1996,1996-10-21,8,29.182,OAK,@,SDG,W 23-14,10,30,3.00,0,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,1996,1996-11-04,9,29.196,OAK,,DEN,L 21-22,6,25,4.17,0,5,5,32,6.40,0,100.0%,6.40,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,1996,1996-11-10,10,29.202,OAK,@,TAM,L 17-20,3,16,5.33,0,3,2,20,10.00,0,66.7%,6.67,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,0,0,,0,0,0
75,1996,1996-11-17,11,29.209,OAK,,MIN,L 13-16,6,36,6.00,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
