ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,25.182,OAK,@,NYJ,L 14-19,,0,0,0.0,1,0
2,2014,2014-09-14,2,25.189,OAK,,HOU,L 14-30,,,,,,
3,2014,2014-09-21,3,25.196,OAK,@,NWE,L 9-16,,,,,,
4,2014,2014-09-28,4,25.203,OAK,,MIA,L 14-38,,,,,,
5,2014,2014-11-09,9,25.245,OAK,,DEN,L 17-41,,0,0,0.0,1,0
6,2014,2014-11-16,10,25.252,OAK,@,SDG,L 6-13,,,,,,
7,2014,2014-11-20,11,25.256,OAK,,KAN,W 24-20,,0,0,0.0,1,0
8,2014,2014-11-30,12,25.266,OAK,@,STL,L 0-52,,,,,,
9,2014,2014-12-07,13,25.273,OAK,,SFO,W 24-13,,,,,,
10,2014,2014-12-14,14,25.280,OAK,@,KAN,L 13-31,,,,,,
11,2014,2014-12-21,15,25.287,OAK,,BUF,W 26-24,,0,0,0.0,1,0
12,2014,2014-12-28,16,25.294,OAK,@,DEN,L 14-47,*,0,6,0.0,5,0
13,2015,2015-09-13,1,26.188,OAK,,CIN,L 13-33,,0,0,0.0,0,0
14,2015,2015-09-20,2,26.195,OAK,,BAL,W 37-33,,0,0,0.0,0,0
15,2015,2015-09-27,3,26.202,OAK,@,CLE,W 27-20,,0,0,0.0,0,0
16,2015,2015-10-11,5,26.216,OAK,,DEN,L 10-16,,0,0,0.0,0,0
17,2015,2015-10-25,6,26.230,OAK,@,SDG,W 37-29,,0,0,0.0,0,0
18,2015,2015-11-01,7,26.237,OAK,,NYJ,W 34-20,,0,0,0.0,0,0
19,2015,2015-11-08,8,26.244,OAK,@,PIT,L 35-38,,0,0,0.0,0,0
20,2015,2015-11-15,9,26.251,OAK,,MIN,L 14-30,,0,0,0.0,0,0
21,2015,2015-11-22,10,26.258,OAK,@,DET,L 13-18,,0,0,0.0,0,0
22,2015,2015-12-13,13,26.279,OAK,@,DEN,W 15-12,,0,0,0.0,0,0
23,2015,2015-12-20,14,26.286,OAK,,GNB,L 20-30,,0,0,0.0,0,0
24,2015,2015-12-24,15,26.290,OAK,,SDG,W 23-20,,0,0,0.0,0,0
25,2015,2016-01-03,16,26.300,OAK,@,KAN,L 17-23,,0,0,0.0,0,0
26,2016,2016-09-11,1,27.186,OAK,@,NOR,W 35-34,*,0,0,0.0,4,2
27,2016,2016-09-18,2,27.193,OAK,,ATL,L 28-35,*,0,0,0.0,5,1
28,2016,2016-09-25,3,27.200,OAK,@,TEN,W 17-10,,0,0,0.0,1,0
29,2016,2016-10-02,4,27.207,OAK,@,BAL,W 28-27,,0,0,0.0,0,0
30,2016,2016-10-09,5,27.214,OAK,,SDG,W 34-31,,0,0,0.0,1,0
31,2016,2016-10-16,6,27.221,OAK,,KAN,L 10-26,,0,0,0.0,0,1
32,2016,2016-10-23,7,27.228,OAK,@,JAX,W 33-16,,0,0,0.0,0,0
33,2016,2016-10-30,8,27.235,OAK,@,TAM,W 30-24,,0,0,0.0,0,0
34,2016,2016-11-06,9,27.242,OAK,,DEN,W 30-20,,0,0,0.0,0,0
35,2016,2016-11-21,10,27.257,OAK,,HOU,W 27-20,,0,0,0.0,0,0
36,2016,2016-11-27,11,27.263,OAK,,CAR,W 35-32,,0,0,0.0,0,0
37,2016,2016-12-04,12,27.270,OAK,,BUF,W 38-24,,0,0,0.0,0,0
38,2016,2016-12-08,13,27.274,OAK,@,KAN,L 13-21,,0,0,0.0,0,0
39,2016,2016-12-18,14,27.284,OAK,@,SDG,W 19-16,,0,0,0.0,0,0
40,2016,2016-12-24,15,27.290,OAK,,IND,W 33-25,,0,0,0.0,0,0
41,2016,2017-01-01,16,27.298,OAK,@,DEN,L 6-24,,0,0,0.0,0,1
42,2017,2017-09-24,3,28.199,OAK,@,WAS,L 10-27,,0,0,0.0,0,0
43,2017,2017-10-08,5,28.213,OAK,,BAL,L 17-30,,0,0,0.0,0,0
44,2017,2017-10-15,6,28.220,OAK,,LAC,L 16-17,,0,0,0.0,1,0
45,2017,2017-10-19,7,28.224,OAK,,KAN,W 31-30,,0,0,0.0,1,0
46,2017,2017-10-29,8,28.234,OAK,@,BUF,L 14-34,,0,0,0.0,0,0
47,2017,2017-11-05,9,28.241,OAK,@,MIA,W 27-24,,0,0,0.0,0,0
48,2017,2017-11-19,10,28.255,OAK,,NWE,L 8-33,,0,0,0.0,0,0
49,2017,2017-11-26,11,28.262,OAK,,DEN,W 21-14,,0,0,0.0,0,0
50,2017,2017-12-03,12,28.269,OAK,,NYG,W 24-17,,0,0,0.0,0,0
51,2017,2017-12-10,13,28.276,OAK,@,KAN,L 15-26,,0,0,0.0,0,0
52,2017,2017-12-17,14,28.283,OAK,,DAL,L 17-20,,0,0,0.0,0,0
53,2017,2017-12-25,15,28.291,OAK,@,PHI,L 10-19,,0,0,0.0,0,0
54,2017,2017-12-31,16,28.297,OAK,@,LAC,L 10-30,,0,0,0.0,1,0
