ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-26,3,23.212,WAS,@,STL,L 16-30,,,,,,,0.0%,,,,,,,,,,
2,2010,2010-10-24,7,23.240,WAS,@,CHI,W 17-14,,,,,,,0.0%,,,,,,,,,,
3,2010,2010-10-31,8,23.247,WAS,@,DET,L 25-37,,,,,,,0.0%,,,,,,,,,,
4,2010,2010-11-15,9,23.262,WAS,,PHI,L 28-59,,,,,,,0.0%,,,,,,,,,,
5,2010,2010-11-21,10,23.268,WAS,@,TEN,W 19-16,,,,,,,0.0%,,,,,,,,,,
6,2010,2010-11-28,11,23.275,WAS,,MIN,L 13-17,,,,,,,0.0%,,,,,,,,,,
7,2010,2010-12-05,12,23.282,WAS,@,NYG,L 7-31,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
8,2010,2010-12-12,13,23.289,WAS,,TAM,L 16-17,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0
9,2010,2010-12-19,14,23.296,WAS,@,DAL,L 30-33,,,,,,,0.0%,,,,,,,,,,
10,2010,2010-12-26,15,23.303,WAS,@,JAX,W 20-17,,,,,,,0.0%,,,,,,,,,,
11,2010,2011-01-02,16,23.310,WAS,,NYG,L 14-17,,,,,,,0.0%,,,,,,,,,,
12,2011,2011-09-11,1,24.197,WAS,,NYG,W 28-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
13,2011,2011-09-18,2,24.204,WAS,,ARI,W 22-21,,,,,,,0.0%,,,,,,,,,,
14,2011,2011-09-26,3,24.212,WAS,@,DAL,L 16-18,*,,,,,,0.0%,,,,,,,,,,
15,2011,2011-10-02,4,24.218,WAS,@,STL,W 17-10,,,,,,,0.0%,,,,,,,,,,
16,2011,2011-10-16,5,24.232,WAS,,PHI,L 13-20,,,,,,,0.0%,,,,,,,,,,
17,2011,2011-10-23,6,24.239,WAS,@,CAR,L 20-33,,2,2,48,24.00,0,100.0%,24.00,1,0,0.00,0,0,0,0.0,0,0
18,2011,2011-10-30,7,24.246,WAS,@,BUF,L 0-23,,,,,,,0.0%,,,,,,,,,,
19,2011,2011-11-06,8,24.253,WAS,,SFO,L 11-19,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
20,2011,2011-11-13,9,24.260,WAS,@,MIA,L 9-20,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
21,2011,2011-11-20,10,24.267,WAS,,DAL,L 24-27,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0.0,0,0
22,2011,2011-11-27,11,24.274,WAS,@,SEA,W 23-17,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
23,2011,2011-12-04,12,24.281,WAS,,NYJ,L 19-34,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
24,2011,2011-12-11,13,24.288,WAS,,NWE,L 27-34,*,0,,,,,0.0%,,,,,,,,,,
25,2011,2011-12-18,14,24.295,WAS,@,NYG,W 23-10,*,1,1,9,9.00,0,100.0%,9.00,1,7,7.00,0,0,0,0.0,0,0
26,2011,2011-12-24,15,24.301,WAS,,MIN,L 26-33,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
