ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2017,2017-10-08,5,22.223,JAX,@,PIT,W 30-9,,0,0,,0
2,2017,2017-11-05,8,22.251,JAX,,CIN,W 23-7,,0,0,,0
3,2017,2017-12-17,14,22.293,JAX,,HOU,W 45-7,,0,0,,0
4,2017,2017-12-24,15,22.300,JAX,@,SFO,L 33-44,,1,18,18.00,0
5,2017,2017-12-31,16,22.307,JAX,@,TEN,L 10-15,,0,0,,0
