ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1987,1987-10-04,3,23.169,KAN,@,RAI,L 17-35,1,16,16.00,0,0,0,,0
2,1987,1987-10-11,4,23.176,KAN,@,MIA,L 0-42,2,13,6.50,0,1,8,8.00,0
3,1987,1987-10-18,5,23.183,KAN,,DEN,L 17-26,2,18,9.00,0,0,0,,0
