ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1979,1979-09-02,1,22.010,OAK,@,RAM,W 24-17,0,0,,0,0,0,,0,2,49,24.50,0,2,19,9.50,0,0,0
2,1979,1979-09-09,2,22.017,OAK,@,SDG,L 10-30,0,0,,0,0,0,,0,3,58,19.33,0,1,1,1.00,0,0,0
3,1979,1979-09-16,3,22.024,OAK,@,SEA,L 10-27,0,0,,0,0,0,,0,3,65,21.67,0,4,6,1.50,0,0,0
4,1979,1979-09-23,4,22.031,OAK,@,KAN,L 7-35,1,3,3.00,0,0,0,,0,3,94,31.33,0,1,6,6.00,0,0,0
5,1979,1979-09-30,5,22.038,OAK,,DEN,W 27-3,0,0,,0,0,0,,0,1,21,21.00,0,1,5,5.00,0,0,0
6,1979,1979-10-08,6,22.046,OAK,,MIA,W 13-3,0,0,,0,0,0,,0,1,44,44.00,0,3,5,1.67,0,0,0
7,1979,1979-10-14,7,22.052,OAK,,ATL,W 50-19,1,0,0.00,0,0,0,,0,1,17,17.00,0,1,19,19.00,0,0,0
8,1979,1979-10-21,8,22.059,OAK,@,NYJ,L 19-28,0,0,,0,0,0,,0,0,0,,0,3,34,11.33,0,0,0
9,1979,1979-10-25,9,22.063,OAK,,SDG,W 45-22,0,0,,0,0,0,,0,4,180,45.00,1,4,2,0.50,0,1,6
10,1979,1979-11-04,10,22.073,OAK,,SFO,W 23-10,0,0,,0,0,0,,0,0,0,,0,2,21,10.50,0,0,0
11,1979,1979-11-11,11,22.080,OAK,@,HOU,L 17-31,0,0,,0,0,0,,0,3,59,19.67,0,1,1,1.00,0,0,0
12,1979,1979-11-18,12,22.087,OAK,,KAN,L 21-24,0,0,,0,0,0,,0,2,43,21.50,0,2,14,7.00,0,0,0
13,1979,1979-11-25,13,22.094,OAK,@,DEN,W 14-10,0,0,,0,0,0,,0,2,39,19.50,0,3,16,5.33,0,0,0
14,1979,1979-12-03,14,22.102,OAK,@,NOR,W 42-35,0,0,,0,0,0,,0,4,92,23.00,0,2,11,5.50,0,0,0
15,1979,1979-12-09,15,22.108,OAK,,CLE,W 19-14,0,0,,0,0,0,,0,2,32,16.00,0,2,5,2.50,0,0,0
16,1979,1979-12-16,16,22.115,OAK,,SEA,L 24-29,0,0,,0,0,0,,0,4,80,20.00,0,0,0,,0,0,0
17,1980,1980-09-07,1,23.015,OAK,@,KAN,W 27-14,0,0,,0,0,0,,0,2,35,17.50,0,6,25,4.17,0,0,0
18,1980,1980-09-14,2,23.022,OAK,@,SDG,L 24-30,0,0,,0,0,0,,0,2,61,30.50,0,2,19,9.50,0,0,0
19,1980,1980-09-21,3,23.029,OAK,,WAS,W 24-21,0,0,,0,0,0,,0,0,0,,0,4,14,3.50,0,0,0
20,1980,1980-09-28,4,23.036,OAK,@,BUF,L 7-24,0,0,,0,0,0,,0,2,27,13.50,0,1,0,0.00,0,0,0
21,1980,1980-10-05,5,23.043,OAK,,KAN,L 17-31,0,0,,0,0,0,,0,2,46,23.00,0,3,20,6.67,0,0,0
22,1980,1980-10-12,6,23.050,OAK,,SDG,W 38-24,0,0,,0,0,0,,0,3,56,18.67,0,2,7,3.50,0,0,0
23,1980,1980-10-20,7,23.058,OAK,@,PIT,W 45-34,0,0,,0,0,0,,0,2,26,13.00,0,1,5,5.00,0,0,0
24,1980,1980-10-26,8,23.064,OAK,,SEA,W 33-14,0,0,,0,0,0,,0,1,23,23.00,0,5,61,12.20,0,0,0
25,1980,1980-11-02,9,23.071,OAK,,MIA,W 16-10,0,0,,0,0,0,,0,2,36,18.00,0,4,27,6.75,0,0,0
26,1980,1980-11-09,10,23.078,OAK,,CIN,W 28-17,0,0,,0,0,0,,0,2,44,22.00,0,4,32,8.00,0,0,0
27,1980,1980-11-17,11,23.086,OAK,@,SEA,W 19-17,0,0,,0,0,0,,0,3,67,22.33,0,1,9,9.00,0,0,0
28,1980,1980-11-23,12,23.092,OAK,@,PHI,L 7-10,0,0,,0,0,0,,0,2,28,14.00,0,3,40,13.33,0,0,0
29,1980,1980-12-01,13,23.100,OAK,,DEN,W 9-3,0,0,,0,0,0,,0,1,21,21.00,0,5,85,17.00,0,0,0
30,1980,1980-12-07,14,23.106,OAK,,DAL,L 13-19,5,11,2.20,0,2,24,12.00,0,3,70,23.33,0,3,21,7.00,0,0,0
31,1980,1980-12-14,15,23.113,OAK,@,DEN,W 24-21,0,0,,0,0,0,,0,2,45,22.50,0,2,39,19.50,0,0,0
32,1980,1980-12-21,16,23.120,OAK,@,NYG,W 33-17,0,0,,0,1,9,9.00,0,0,0,,0,2,17,8.50,0,0,0
33,1981,1981-09-06,1,24.014,OAK,@,DEN,L 7-9,0,0,,0,0,0,,0,0,0,,0,1,26,26.00,0,0,0
34,1981,1981-09-14,2,24.022,OAK,@,MIN,W 36-10,0,0,,0,0,0,,0,3,78,26.00,0,3,26,8.67,0,0,0
35,1981,1981-09-20,3,24.028,OAK,,SEA,W 20-10,0,0,,0,0,0,,0,2,28,14.00,0,3,12,4.00,0,0,0
36,1981,1981-09-27,4,24.035,OAK,@,DET,L 0-16,0,0,,0,0,0,,0,2,38,19.00,0,2,8,4.00,0,0,0
37,1981,1981-10-04,5,24.042,OAK,,DEN,L 0-17,0,0,,0,0,0,,0,0,0,,0,6,20,3.33,0,0,0
