ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,21.137,NYJ,,BUF,W 48-28,*,6,5,89,17.80,2,83.3%,14.83,2,12,0.0,0,0
2,2012,2012-09-16,2,21.144,NYJ,@,PIT,L 10-27,*,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
3,2012,2012-09-23,3,21.151,NYJ,@,MIA,W 23-20,*,7,0,0,,0,0.0%,0.00,0,0,0.0,0,0
4,2012,2012-10-14,6,21.172,NYJ,,IND,W 35-9,,3,3,23,7.67,1,100.0%,7.67,1,6,0.0,0,0
5,2012,2012-10-21,7,21.179,NYJ,@,NWE,L 26-29,*,7,4,55,13.75,0,57.1%,7.86,0,0,0.0,0,0
6,2012,2012-10-28,8,21.186,NYJ,,MIA,L 9-30,*,7,2,29,14.50,0,28.6%,4.14,0,0,0.0,0,0
7,2012,2012-11-11,9,21.200,NYJ,@,SEA,L 7-28,*,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
8,2012,2012-11-18,10,21.207,NYJ,@,STL,W 27-13,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
9,2012,2012-11-22,11,21.211,NYJ,,NWE,L 19-49,,2,2,16,8.00,0,100.0%,8.00,0,0,0.0,0,0
10,2012,2012-12-02,12,21.221,NYJ,,ARI,W 7-6,*,8,5,40,8.00,0,62.5%,5.00,0,0,0.0,0,0
11,2012,2012-12-09,13,21.228,NYJ,@,JAX,W 17-10,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
12,2013,2013-09-08,1,22.136,NYJ,,TAM,W 18-17,*,9,6,39,6.50,0,66.7%,4.33,0,0,0.0,0,0
13,2013,2013-09-12,2,22.140,NYJ,@,NWE,L 10-13,*,8,4,86,21.50,0,50.0%,10.75,0,0,0.0,1,0
14,2013,2013-09-22,3,22.150,NYJ,,BUF,W 27-20,*,6,3,108,36.00,1,50.0%,18.00,1,6,0.0,0,0
15,2013,2013-09-29,4,22.157,NYJ,@,TEN,L 13-38,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
16,2013,2013-10-07,5,22.165,NYJ,@,ATL,W 30-28,,2,2,21,10.50,0,100.0%,10.50,0,0,0.0,0,0
17,2013,2013-10-13,6,22.171,NYJ,,PIT,L 6-19,*,8,3,46,15.33,0,37.5%,5.75,0,0,0.0,0,0
18,2013,2013-10-20,7,22.178,NYJ,,NWE,W 30-27,*,5,1,17,17.00,0,20.0%,3.40,0,0,0.0,0,0
19,2013,2013-10-27,8,22.185,NYJ,@,CIN,L 9-49,*,7,4,23,5.75,0,57.1%,3.29,0,0,0.0,0,0
20,2013,2013-11-03,9,22.192,NYJ,,NOR,W 26-20,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
21,2013,2013-11-17,10,22.206,NYJ,@,BUF,L 14-37,*,7,0,0,,0,0.0%,0.00,0,0,0.0,0,0
22,2013,2013-11-24,11,22.213,NYJ,@,BAL,L 3-19,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
23,2013,2013-12-01,12,22.220,NYJ,,MIA,L 3-23,*,4,1,2,2.00,0,25.0%,0.50,0,0,0.0,0,0
