ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1994,1994-09-04,1,26.347,DEN,,SDG,L 34-37,,
2,1994,1994-09-11,2,26.354,DEN,@,NYJ,L 22-25,,
3,1994,1994-09-18,3,26.361,DEN,,RAI,L 16-48,,
4,1994,1994-09-26,4,27.004,DEN,@,BUF,L 20-27,,
5,1994,1994-10-09,5,27.017,DEN,@,SEA,W 16-9,,
6,1994,1994-10-17,6,27.025,DEN,,KAN,L 28-31,,
7,1994,1994-10-23,7,27.031,DEN,@,SDG,W 20-15,,
8,1994,1994-10-30,8,27.038,DEN,,CLE,W 26-14,,
9,1994,1994-11-06,9,27.045,DEN,@,RAM,L 21-27,,
10,1994,1994-11-13,10,27.052,DEN,,SEA,W 17-10,,
11,1994,1994-11-20,11,27.059,DEN,,ATL,W 32-28,,
12,1994,1994-11-27,12,27.066,DEN,,CIN,W 15-13,,1.0
13,1994,1994-12-04,13,27.073,DEN,@,KAN,W 20-17,,
14,1994,1994-12-11,14,27.080,DEN,@,RAI,L 13-23,,
15,1994,1994-12-17,15,27.086,DEN,@,SFO,L 19-42,,
16,1994,1994-12-24,16,27.093,DEN,,NOR,L 28-30,,1.0
17,1995,1995-09-03,1,27.346,DEN,,BUF,W 22-7,,
18,1995,1995-09-10,2,27.353,DEN,@,DAL,L 21-31,,
19,1995,1995-09-17,3,27.360,DEN,,WAS,W 38-31,,
20,1995,1995-09-24,4,28.002,DEN,@,SDG,L 6-17,,
21,1995,1995-10-01,5,28.009,DEN,@,SEA,L 10-27,,1.0
22,1995,1995-10-08,6,28.016,DEN,@,NWE,W 37-3,,
23,1995,1995-10-16,7,28.024,DEN,,OAK,W 27-0,,
24,1995,1995-10-22,8,28.030,DEN,,KAN,L 7-21,,1.0
25,1995,1995-11-05,9,28.044,DEN,,ARI,W 38-6,,
26,1995,1995-11-12,10,28.051,DEN,@,PHI,L 13-31,,
27,1995,1995-11-19,11,28.058,DEN,,SDG,W 30-27,,1.0
28,1995,1995-11-26,12,28.065,DEN,@,HOU,L 33-42,,
29,1995,1995-12-03,13,28.072,DEN,,JAX,W 31-23,,
30,1995,1995-12-10,14,28.079,DEN,,SEA,L 27-31,,1.0
31,1995,1995-12-17,15,28.086,DEN,@,KAN,L 17-20,,
32,1995,1995-12-24,16,28.093,DEN,@,OAK,W 31-28,,
33,1996,1996-09-01,1,28.345,DEN,,NYJ,W 31-6,,1.0
34,1996,1996-09-08,2,28.352,DEN,@,SEA,W 30-20,,1.0
35,1996,1996-09-15,3,28.359,DEN,,TAM,W 27-23,,
36,1996,1996-09-22,4,29.000,DEN,@,KAN,L 14-17,,
37,1996,1996-09-29,5,29.007,DEN,@,CIN,W 14-10,,
38,1996,1996-10-06,6,29.014,DEN,,SDG,W 28-17,,
39,1996,1996-10-20,7,29.028,NWE,@,IND,W 27-9,,
40,1996,1996-10-27,8,29.035,DEN,,KAN,W 34-7,,
41,1996,1996-11-04,9,29.043,DEN,@,OAK,W 22-21,,
42,1996,1996-11-10,10,29.049,DEN,,CHI,W 17-12,,
43,1996,1996-11-17,11,29.056,DEN,@,NWE,W 34-8,,
44,1996,1996-11-24,12,29.063,DEN,@,MIN,W 21-17,,
45,1996,1996-12-01,13,29.070,DEN,,SEA,W 34-7,,
46,1996,1996-12-08,14,29.077,DEN,@,GNB,L 6-41,,
47,1996,1996-12-15,15,29.084,DEN,,OAK,W 24-19,,
48,1996,1996-12-22,16,29.091,DEN,@,SDG,L 10-16,,
49,1997,1997-08-31,1,29.343,DEN,,KAN,W 19-3,,
50,1997,1997-09-07,2,29.350,DEN,@,SEA,W 35-14,,
51,1997,1997-09-14,3,29.357,DEN,,STL,W 35-14,,0.5
52,1997,1997-09-21,4,29.364,DEN,,CIN,W 38-20,,
53,1997,1997-09-28,5,30.006,DEN,@,ATL,W 29-21,,
54,1997,1997-10-06,6,30.014,DEN,,NWE,W 34-13,,
55,1997,1997-10-19,7,30.027,DEN,@,OAK,L 25-28,,
56,1997,1997-10-26,8,30.034,DEN,@,BUF,W 23-20,,
57,1997,1997-11-02,9,30.041,DEN,,SEA,W 30-27,,1.0
58,1997,1997-11-09,10,30.048,DEN,,CAR,W 34-0,,
59,1997,1997-11-16,11,30.055,DEN,@,KAN,L 22-24,,
60,1997,1997-11-24,12,30.063,DEN,,OAK,W 31-3,,
61,1997,1997-11-30,13,30.069,DEN,@,SDG,W 38-28,,
62,1997,1997-12-07,14,30.076,DEN,@,PIT,L 24-35,,
63,1997,1997-12-15,15,30.084,DEN,@,SFO,L 17-34,,
64,1997,1997-12-21,16,30.090,DEN,,SDG,W 38-3,,
65,1998,1998-09-07,1,30.350,DEN,,NWE,W 27-21,,
66,1998,1998-09-13,2,30.356,DEN,,DAL,W 42-23,,
67,1998,1998-09-20,3,30.363,DEN,@,OAK,W 34-17,,
68,1998,1998-09-27,4,31.005,DEN,@,WAS,W 38-16,,
69,1998,1998-10-04,5,31.012,DEN,,PHI,W 41-16,,1.0
70,1998,1998-10-11,6,31.019,DEN,@,SEA,W 21-16,,1.0
71,1998,1998-10-25,7,31.033,DEN,,JAX,W 37-24,,1.0
72,1998,1998-11-01,8,31.040,DEN,@,CIN,W 33-26,,
73,1998,1998-11-08,9,31.047,DEN,,SDG,W 27-10,,
74,1998,1998-11-16,10,31.055,DEN,@,KAN,W 30-7,,
75,1998,1998-11-22,11,31.061,DEN,,OAK,W 40-14,,
76,1998,1998-11-29,12,31.068,DEN,@,SDG,W 31-16,,
77,1998,1998-12-06,13,31.075,DEN,,KAN,W 35-31,,
78,1998,1998-12-13,14,31.082,DEN,@,NYG,L 16-20,,
79,1998,1998-12-21,15,31.090,DEN,@,MIA,L 21-31,,
80,1998,1998-12-27,16,31.096,DEN,,SEA,W 28-21,,
81,1999,1999-09-13,1,31.356,DEN,,MIA,L 21-38,,
82,1999,1999-09-19,2,31.362,DEN,@,KAN,L 10-26,*,
83,1999,1999-09-26,3,32.004,DEN,@,TAM,L 10-13,*,
84,1999,1999-10-03,4,32.011,DEN,,NYJ,L 13-21,,
85,1999,1999-10-10,5,32.018,DEN,@,OAK,W 16-13,,0.5
86,1999,1999-10-17,6,32.025,DEN,,GNB,W 31-10,,
87,1999,1999-10-24,7,32.032,DEN,@,NWE,L 23-24,,1.0
88,1999,1999-10-31,8,32.039,DEN,,MIN,L 20-23,,
89,1999,1999-11-07,9,32.046,DEN,@,SDG,W 33-17,,
90,1999,1999-11-14,10,32.053,DEN,@,SEA,L 17-20,,
91,1999,1999-11-22,11,32.061,DEN,,OAK,W 27-21,,
92,1999,1999-12-05,12,32.074,DEN,,KAN,L 10-16,,
93,1999,1999-12-13,13,32.082,DEN,@,JAX,L 24-27,,
94,1999,1999-12-19,14,32.088,DEN,,SEA,W 36-30,,
95,1999,1999-12-25,15,32.094,DEN,@,DET,W 17-7,,
96,1999,2000-01-02,16,32.102,DEN,,SDG,L 6-12,,1.0
97,2000,2000-09-04,1,32.348,DEN,@,STL,L 36-41,,
98,2000,2000-09-10,2,32.354,DEN,,ATL,W 42-14,*,1.5
99,2000,2000-09-17,3,32.361,DEN,@,OAK,W 33-24,,
100,2000,2000-09-24,4,33.002,DEN,,KAN,L 22-23,,
101,2000,2000-10-01,5,33.009,DEN,,NWE,L 19-28,,
102,2000,2000-10-08,6,33.016,DEN,@,SDG,W 21-7,,
103,2000,2000-10-15,7,33.023,DEN,,CLE,W 44-10,,
104,2000,2000-10-22,8,33.030,DEN,@,CIN,L 21-31,,
105,2000,2000-11-05,9,33.044,DEN,@,NYJ,W 30-23,,
106,2000,2000-11-13,10,33.052,DEN,,OAK,W 27-24,,
107,2000,2000-11-19,11,33.058,DEN,,SDG,W 38-37,,
108,2000,2000-11-26,12,33.065,DEN,@,SEA,W 38-31,,
109,2000,2000-12-03,13,33.072,DEN,@,NOR,W 38-23,,
110,2000,2000-12-10,14,33.079,DEN,,SEA,W 31-24,,
111,2000,2000-12-17,15,33.086,DEN,@,KAN,L 7-20,,
112,2000,2000-12-23,16,33.092,DEN,,SFO,W 38-9,,1.0
