ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
36,2006,2006-10-01,4,24.345,BUF,,MIN,W 17-12,*,28,78,2.79,1,2,1,4,4.00,0,50.0%,2.00,,1,6,0.0,,
37,2006,2006-10-08,5,24.352,BUF,@,CHI,L 7-40,*,14,50,3.57,0,5,4,15,3.75,0,80.0%,3.00,,0,0,0.0,,
38,2006,2006-10-15,6,24.359,BUF,@,DET,L 17-20,*,17,66,3.88,0,3,2,14,7.00,0,66.7%,4.67,,0,0,0.0,,
39,2006,2006-10-22,7,25.001,BUF,,NWE,L 6-28,*,20,59,2.95,0,2,2,61,30.50,0,100.0%,30.50,,0,0,0.0,,
40,2006,2006-11-05,8,25.015,BUF,,GNB,W 24-10,*,4,15,3.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
41,2006,2006-11-26,11,25.036,BUF,,JAX,W 27-24,*,12,63,5.25,2,1,1,8,8.00,0,100.0%,8.00,,2,12,0.0,,
42,2006,2006-12-03,12,25.043,BUF,,SDG,L 21-24,*,16,26,1.63,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,,
43,2006,2006-12-10,13,25.050,BUF,@,NYJ,W 31-13,*,16,125,7.81,1,0,0,0,,0,0.0%,,,1,6,0.0,,
44,2006,2006-12-17,14,25.057,BUF,,MIA,W 21-0,*,28,79,2.82,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,,
45,2006,2006-12-24,15,25.064,BUF,,TEN,L 29-30,*,22,95,4.32,1,3,2,20,10.00,0,66.7%,6.67,,1,6,0.0,,
46,2006,2006-12-31,16,25.071,BUF,@,BAL,L 7-19,*,11,23,2.09,0,2,0,0,,0,0.0%,0.00,,0,0,0.0,,
47,2007,2007-09-10,1,25.324,BAL,@,CIN,L 20-27,*,19,77,4.05,0,3,3,34,11.33,0,100.0%,11.33,,0,0,0.0,,
48,2007,2007-09-16,2,25.330,BAL,,NYJ,W 20-13,*,26,97,3.73,0,2,2,6,3.00,1,100.0%,3.00,,1,6,0.0,,
49,2007,2007-09-23,3,25.337,BAL,,ARI,W 26-23,*,21,98,4.67,0,4,4,23,5.75,0,100.0%,5.75,,0,0,0.0,,
50,2007,2007-09-30,4,25.344,BAL,@,CLE,L 13-27,*,14,104,7.43,0,2,2,32,16.00,0,100.0%,16.00,,0,0,0.0,,
51,2007,2007-10-07,5,25.351,BAL,@,SFO,W 9-7,*,22,88,4.00,0,9,7,48,6.86,0,77.8%,5.33,,0,0,0.0,,
52,2007,2007-10-14,6,25.358,BAL,,STL,W 22-3,*,25,61,2.44,1,5,4,9,2.25,0,80.0%,1.80,,1,6,0.0,,
53,2007,2007-10-21,7,26.000,BAL,@,BUF,L 14-19,*,19,114,6.00,1,3,2,1,0.50,0,66.7%,0.33,,1,6,0.0,,
54,2007,2007-11-05,8,26.015,BAL,@,PIT,L 7-38,*,12,50,4.17,1,4,3,12,4.00,0,75.0%,3.00,,1,6,0.0,,
55,2007,2007-11-11,9,26.021,BAL,,CIN,L 7-21,*,17,60,3.53,1,2,2,10,5.00,0,100.0%,5.00,,1,6,0.0,,
56,2007,2007-11-18,10,26.028,BAL,,CLE,L 30-33,*,21,102,4.86,1,2,2,24,12.00,0,100.0%,12.00,,1,6,0.0,,
57,2007,2007-11-25,11,26.035,BAL,@,SDG,L 14-32,*,17,59,3.47,1,2,2,2,1.00,0,100.0%,1.00,,1,6,0.0,,
58,2007,2007-12-03,12,26.043,BAL,,NWE,L 24-27,*,30,138,4.60,1,4,4,21,5.25,0,100.0%,5.25,,1,6,0.0,,
59,2007,2007-12-09,13,26.049,BAL,,IND,L 20-44,*,17,45,2.65,0,5,5,7,1.40,0,100.0%,1.40,,0,0,0.0,,
60,2007,2007-12-16,14,26.056,BAL,@,MIA,L 16-22,*,29,104,3.59,0,2,1,2,2.00,0,50.0%,1.00,,0,0,0.0,,
61,2007,2007-12-23,15,26.063,BAL,@,SEA,L 6-27,*,5,10,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
62,2008,2008-09-21,2,26.336,BAL,,CLE,W 28-10,*,15,64,4.27,1,2,1,11,11.00,0,50.0%,5.50,,1,6,0.0,0,0
63,2008,2008-09-29,3,26.344,BAL,@,PIT,L 20-23,*,13,42,3.23,0,3,3,19,6.33,0,100.0%,6.33,,0,0,0.0,0,0
64,2008,2008-10-05,4,26.350,BAL,,TEN,L 10-13,*,22,64,2.91,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
65,2008,2008-10-12,5,26.357,BAL,@,IND,L 3-31,*,8,18,2.25,0,4,4,26,6.50,0,100.0%,6.50,,0,0,0.0,0,0
66,2008,2008-10-19,6,26.364,BAL,@,MIA,W 27-13,,19,105,5.53,1,2,2,47,23.50,0,100.0%,23.50,,1,6,0.0,0,0
67,2008,2008-10-26,7,27.005,BAL,,OAK,W 29-10,*,23,58,2.52,1,3,2,-1,-0.50,0,66.7%,-0.33,,1,6,0.0,0,0
68,2008,2008-11-09,9,27.019,BAL,@,HOU,W 41-13,,25,112,4.48,2,1,1,9,9.00,0,100.0%,9.00,,2,12,0.0,0,0
69,2008,2008-11-16,10,27.026,BAL,@,NYG,L 10-30,*,9,18,2.00,0,2,2,7,3.50,0,100.0%,3.50,,0,0,0.0,0,0
70,2008,2008-11-23,11,27.033,BAL,,PHI,W 36-7,*,7,8,1.14,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
71,2008,2008-12-07,13,27.047,BAL,,WAS,W 24-10,*,11,32,2.91,0,2,1,-8,-8.00,0,50.0%,-4.00,,0,0,0.0,0,0
72,2008,2008-12-14,14,27.054,BAL,,PIT,L 9-13,,6,18,3.00,0,6,2,15,7.50,0,33.3%,2.50,,0,0,0.0,0,0
73,2008,2008-12-20,15,27.060,BAL,@,DAL,W 33-24,,8,108,13.50,1,3,3,21,7.00,0,100.0%,7.00,,1,6,0.0,0,0
74,2008,2008-12-28,16,27.068,BAL,,JAX,W 27-7,,4,24,6.00,1,3,2,25,12.50,0,66.7%,8.33,,1,6,0.0,0,0
75,2009,2009-09-13,1,27.327,BAL,,KAN,W 38-24,,10,44,4.40,1,5,4,31,7.75,1,80.0%,6.20,,2,12,0.0,0,0
76,2009,2009-09-20,2,27.334,BAL,@,SDG,W 31-26,,15,79,5.27,2,2,2,10,5.00,0,100.0%,5.00,,2,12,0.0,0,0
77,2009,2009-09-27,3,27.341,BAL,,CLE,W 34-3,,7,67,9.57,2,1,0,0,,0,0.0%,0.00,,2,12,0.0,0,0
78,2009,2009-10-04,4,27.348,BAL,@,NWE,L 21-27,*,5,11,2.20,0,3,1,13,13.00,1,33.3%,4.33,,1,6,0.0,0,0
79,2009,2009-10-11,5,27.355,BAL,,CIN,L 14-17,,1,-2,-2.00,0,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
80,2009,2009-10-18,6,27.362,BAL,@,MIN,L 31-33,,7,3,0.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
81,2009,2009-11-01,7,28.011,BAL,,DEN,W 30-7,,2,-1,-0.50,0,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
82,2009,2009-11-08,8,28.018,BAL,@,CIN,L 7-17,,,,,,,,,,,0.0%,,,,,,,
83,2009,2009-11-16,9,28.026,BAL,@,CLE,W 16-0,,13,35,2.69,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
84,2009,2009-11-22,10,28.032,BAL,,IND,L 15-17,,6,25,4.17,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0
85,2009,2009-11-29,11,28.039,BAL,,PIT,W 20-17,,5,18,3.60,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0
86,2009,2009-12-07,12,28.047,BAL,@,GNB,L 14-27,,4,-4,-1.00,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
87,2009,2009-12-13,13,28.053,BAL,,DET,W 48-3,,12,76,6.33,2,1,1,2,2.00,0,100.0%,2.00,,2,12,0.0,0,0
88,2009,2009-12-20,14,28.060,BAL,,CHI,W 31-7,,4,9,2.25,0,5,3,13,4.33,0,60.0%,2.60,,0,0,0.0,0,0
89,2009,2009-12-27,15,28.067,BAL,@,PIT,L 20-23,,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
90,2009,2010-01-03,16,28.074,BAL,@,OAK,W 21-13,,16,167,10.44,3,0,0,0,,0,0.0%,,,3,18,0.0,0,0
91,2010,2010-09-13,1,28.327,BAL,@,NYJ,W 10-9,,6,-2,-0.33,1,1,1,-6,-6.00,0,100.0%,-6.00,,1,6,0.0,0,0
92,2010,2010-09-19,2,28.333,BAL,@,CIN,L 10-15,,3,10,3.33,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
93,2010,2010-09-26,3,28.340,BAL,,CLE,W 24-17,,7,29,4.14,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
94,2010,2010-10-03,4,28.347,BAL,@,PIT,W 17-14,*,14,39,2.79,1,3,2,2,1.00,0,66.7%,0.67,,1,6,0.0,0,0
95,2010,2010-10-10,5,28.354,BAL,,DEN,W 31-17,,10,67,6.70,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
96,2010,2010-10-24,7,29.003,BAL,,BUF,W 37-34,*,11,64,5.82,1,2,1,10,10.00,0,50.0%,5.00,,1,6,0.0,0,0
97,2010,2010-11-07,8,29.017,BAL,,MIA,W 26-10,,6,24,4.00,0,3,3,42,14.00,1,100.0%,14.00,,1,6,0.0,0,0
98,2010,2010-11-11,9,29.021,BAL,@,ATL,L 21-26,,3,8,2.67,0,1,1,-4,-4.00,0,100.0%,-4.00,,0,0,0.0,0,0
99,2010,2010-11-21,10,29.031,BAL,@,CAR,W 37-13,,8,23,2.88,0,2,2,-10,-5.00,0,100.0%,-5.00,,0,0,0.0,0,0
100,2010,2010-11-28,11,29.038,BAL,,TAM,W 17-10,,4,12,3.00,0,3,3,13,4.33,0,100.0%,4.33,,0,0,0.0,0,0
101,2010,2010-12-05,12,29.045,BAL,,PIT,L 10-13,,7,7,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
102,2010,2010-12-13,13,29.053,BAL,@,HOU,W 34-28,,4,7,1.75,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
103,2010,2010-12-19,14,29.059,BAL,,NOR,W 30-24,,7,53,7.57,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
104,2010,2010-12-26,15,29.066,BAL,@,CLE,W 20-10,,8,34,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
105,2010,2011-01-02,16,29.073,BAL,,CIN,W 13-7,,2,5,2.50,0,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0
106,2011,2011-09-12,1,29.326,DEN,,OAK,L 20-23,,4,3,0.75,0,7,5,32,6.40,0,71.4%,4.57,,0,0,0.0,0,0
107,2011,2011-09-18,2,29.332,DEN,,CIN,W 24-22,*,28,101,3.61,1,2,1,5,5.00,0,50.0%,2.50,,1,6,0.0,0,0
108,2011,2011-09-25,3,29.339,DEN,@,TEN,L 14-17,*,22,52,2.36,0,5,3,2,0.67,1,60.0%,0.40,,1,6,0.0,0,0
109,2011,2011-10-02,4,29.346,DEN,@,GNB,L 23-49,*,15,103,6.87,0,2,2,10,5.00,0,100.0%,5.00,,0,0,0.0,1,0
110,2011,2011-10-09,5,29.353,DEN,,SDG,L 24-29,*,16,125,7.81,0,1,0,0,,0,0.0%,0.00,1,0,2,0.0,0,0
111,2011,2011-10-23,6,30.002,DEN,@,MIA,W 18-15,*,18,76,4.22,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
112,2011,2011-11-06,8,30.016,DEN,@,OAK,W 38-24,*,20,163,8.15,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0
113,2011,2011-11-13,9,30.023,DEN,@,KAN,W 17-10,*,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
114,2011,2011-11-17,10,30.027,DEN,,NYJ,W 17-13,*,12,18,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
115,2011,2011-11-27,11,30.037,DEN,@,SDG,W 16-13,*,23,117,5.09,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
116,2011,2011-12-04,12,30.044,DEN,@,MIN,W 35-32,*,20,111,5.55,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
117,2011,2011-12-11,13,30.051,DEN,,CHI,W 13-10,*,17,34,2.00,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
118,2011,2011-12-18,14,30.058,DEN,,NWE,L 23-41,*,7,70,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
119,2011,2011-12-24,15,30.064,DEN,@,BUF,L 14-40,*,15,64,4.27,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
120,2011,2012-01-01,16,30.072,DEN,,KAN,L 3-7,*,28,145,5.18,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
121,2012,2012-09-09,1,30.324,DEN,,PIT,W 31-19,*,16,64,4.00,0,1,0,0,,0,0.0%,0.00,1,0,2,0.0,0,0
122,2012,2012-09-17,2,30.332,DEN,@,ATL,L 21-27,*,22,113,5.14,2,2,2,11,5.50,0,100.0%,5.50,,2,12,0.0,0,0
123,2012,2012-09-23,3,30.338,DEN,,HOU,L 25-31,*,12,36,3.00,0,2,1,6,6.00,0,50.0%,3.00,,0,0,0.0,0,0
124,2012,2012-09-30,4,30.345,DEN,,OAK,W 37-6,*,19,112,5.89,1,6,6,23,3.83,0,100.0%,3.83,,1,6,0.0,0,0
125,2012,2012-10-07,5,30.352,DEN,@,NWE,L 21-31,,14,51,3.64,0,6,5,51,10.20,0,83.3%,8.50,,0,0,0.0,0,0
126,2012,2012-10-15,6,30.360,DEN,@,SDG,W 35-24,*,17,56,3.29,0,5,4,42,10.50,0,80.0%,8.40,,0,0,0.0,0,0
127,2012,2012-10-28,7,31.007,DEN,,NOR,W 34-14,*,23,122,5.30,1,2,2,33,16.50,0,100.0%,16.50,,1,6,0.0,0,0
128,2012,2012-11-04,8,31.014,DEN,@,CIN,W 31-23,*,23,66,2.87,0,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
129,2012,2012-11-11,9,31.021,DEN,@,CAR,W 36-14,*,14,56,4.00,0,6,4,33,8.25,0,66.7%,5.50,,0,0,0.0,0,0
130,2012,2012-11-18,10,31.028,DEN,,SDG,W 30-23,*,7,55,7.86,0,2,1,18,18.00,0,50.0%,9.00,,0,0,0.0,0,0
131,2013,2013-09-22,3,31.336,CLE,@,MIN,W 31-27,,8,9,1.13,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
132,2013,2013-09-29,4,31.343,CLE,,CIN,W 17-6,,15,46,3.07,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
133,2013,2013-10-03,5,31.347,CLE,,BUF,W 37-24,*,26,72,2.77,1,2,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
134,2013,2013-10-13,6,31.357,CLE,,DET,L 17-31,*,10,37,3.70,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
135,2013,2013-10-20,7,31.364,CLE,@,GNB,L 13-31,*,11,39,3.55,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
136,2013,2013-10-27,8,32.006,CLE,@,KAN,L 17-23,*,9,28,3.11,0,2,2,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0
137,2013,2013-11-03,9,32.013,CLE,,BAL,W 24-18,,21,31,1.48,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
138,2013,2013-11-17,10,32.027,CLE,@,CIN,L 20-41,*,6,13,2.17,0,2,2,4,2.00,0,100.0%,2.00,,0,0,0.0,0,0
139,2013,2013-11-24,11,32.034,CLE,,PIT,L 11-27,,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
140,2013,2013-12-01,12,32.041,CLE,,JAX,L 28-32,,14,57,4.07,1,2,2,14,7.00,0,100.0%,7.00,,1,6,0.0,0,0
141,2013,2013-12-08,13,32.048,CLE,@,NWE,L 26-27,*,14,33,2.36,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0
142,2013,2013-12-22,15,32.062,CLE,@,NYJ,L 13-24,,,,,,,,,,,0.0%,,,,,,,
