ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,21.363,DEN,,CIN,W 45-14,,,,,,,,,,,
2,1991,1991-09-08,2,22.005,DEN,@,RAI,L 13-16,,,,,,,,,,,
3,1991,1991-09-15,3,22.012,DEN,,SEA,W 16-10,,,,,,,,,,,
4,1991,1991-09-22,4,22.019,DEN,,SDG,W 27-19,,,,,,,,,,,
5,1991,1991-09-29,5,22.026,DEN,@,MIN,W 13-6,,,,,,,,,,,
6,1991,1991-10-06,6,22.033,DEN,@,HOU,L 14-42,,,,,,,,,,,
7,1991,1991-10-20,7,22.047,DEN,,KAN,W 19-16,,,,,,,,,,,
8,1991,1991-10-27,8,22.054,DEN,@,NWE,W 9-6,,,,,,,,,,,
9,1991,1991-11-03,9,22.061,DEN,,PIT,W 20-13,,,,,,,,,,,
10,1991,1991-11-10,10,22.068,DEN,,RAI,L 16-17,,,,,,,,,,,
11,1991,1991-11-17,11,22.075,DEN,@,KAN,W 24-20,,,,,,,,,,,
12,1991,1991-11-24,12,22.082,DEN,@,SEA,L 10-13,,,,,,,,,,,
13,1991,1991-12-01,13,22.089,DEN,,NWE,W 20-3,,,,,,,,,,,
14,1991,1991-12-08,14,22.096,DEN,@,CLE,W 17-7,,,,,,,,,,,
15,1991,1991-12-15,15,22.103,DEN,,PHO,W 24-19,,,,,,,,,,,
16,1991,1991-12-22,16,22.110,DEN,@,SDG,W 17-14,,,,,,,,,,,
17,1992,1992-09-06,1,23.003,DEN,,RAI,W 17-13,,1,13,13.00,0,0,0,0.0,0,0,0
18,1992,1992-09-13,2,23.010,DEN,,SDG,W 21-13,,0,0,,0,,,,,,
19,1992,1992-09-20,3,23.017,DEN,@,PHI,L 0-30,,0,0,,0,,,,,,
20,1992,1992-09-27,4,23.024,DEN,@,CLE,W 12-0,,0,0,,0,,,,,,
21,1992,1992-10-04,5,23.031,DEN,,KAN,W 20-19,,0,0,,0,,,,,,
22,1992,1992-10-12,6,23.039,DEN,@,WAS,L 3-34,,0,0,,0,,,,,,
23,1992,1992-10-18,7,23.045,DEN,,HOU,W 27-21,,0,0,,0,,,,,,
24,1992,1992-10-25,8,23.052,DEN,@,SDG,L 21-24,,0,0,,0,,,,,,
25,1992,1992-11-08,9,23.066,DEN,,NYJ,W 27-16,,0,0,,0,,,,,,
26,1992,1992-11-15,10,23.073,DEN,,NYG,W 27-13,,0,0,,0,,,,,,
27,1992,1992-11-22,11,23.080,DEN,@,RAI,L 0-24,,0,0,,0,,,,,,
28,1992,1992-11-30,12,23.088,DEN,@,SEA,L 13-16,,0,0,,0,,,,,,
29,1992,1992-12-06,13,23.094,DEN,,DAL,L 27-31,,0,0,,0,,,,,,
30,1992,1992-12-12,14,23.100,DEN,@,BUF,L 17-27,,0,0,,0,,,,,,
31,1992,1992-12-20,15,23.108,DEN,,SEA,W 10-6,,0,0,,0,0,0,1.0,0,0,0
32,1992,1992-12-27,16,23.115,DEN,@,KAN,L 20-42,,0,0,,0,,,,,,
33,1993,1993-09-26,3,24.023,GNB,@,MIN,L 13-15,,,,,,,,,,,
34,1993,1993-10-03,4,24.030,GNB,@,DAL,L 14-36,,,,,,,,,,,
35,1993,1993-10-10,5,24.037,GNB,,DEN,W 30-27,,,,,,,,,,,
36,1993,1993-10-24,6,24.051,GNB,@,TAM,W 37-14,,,,,,,,,,,
37,1993,1993-10-31,7,24.058,GNB,,CHI,W 17-3,,,,,,,,,,,
38,1995,1995-09-03,1,26.000,KAN,@,SEA,W 34-10,,,,,,,,,,,
39,1995,1995-09-10,2,26.007,KAN,,NYG,W 20-17,,,,,,,,,,,
40,1995,1995-09-17,3,26.014,KAN,,OAK,W 23-17,,,,,,,,,,,
41,1995,1995-09-24,4,26.021,KAN,@,CLE,L 17-35,,,,,,,,,,,
42,1995,1995-10-01,5,26.028,KAN,@,ARI,W 24-3,,0,0,,0,0,0,0.5,0,0,0
43,1995,1995-10-09,6,26.036,KAN,,SDG,W 29-23,,0,0,,0,0,0,1.0,0,0,0
44,1995,1995-10-15,7,26.042,KAN,,NWE,W 31-26,,,,,,,,,,,
45,1995,1995-10-22,8,26.049,KAN,@,DEN,W 21-7,,,,,,,,,,,
46,1995,1995-11-05,9,26.063,KAN,,WAS,W 24-3,,,,,,,,,,,
47,1995,1995-11-12,10,26.070,KAN,@,SDG,W 22-7,,,,,,,,,,,
48,1995,1995-11-19,11,26.077,KAN,,HOU,W 20-13,,,,,,,,,,,
49,1995,1995-11-23,12,26.081,KAN,@,DAL,L 12-24,,,,,,,,,,,
50,1995,1995-12-03,13,26.091,KAN,@,OAK,W 29-23,,,,,,,,,,,
51,1995,1995-12-11,14,26.099,KAN,@,MIA,L 6-13,,,,,,,,,,,
52,1995,1995-12-17,15,26.105,KAN,,DEN,W 20-17,,,,,,,,,,,
53,1995,1995-12-24,16,26.112,KAN,,SEA,W 26-3,,,,,,,,,,,
54,1996,1996-09-01,1,26.364,KAN,@,HOU,W 20-19,,,,,,,,,,,
55,1996,1996-09-08,2,27.005,KAN,,OAK,W 19-3,,,,,,,,,,,
56,1996,1996-09-15,3,27.012,KAN,@,SEA,W 35-17,,,,,,,,,,,
57,1996,1996-09-22,4,27.019,KAN,,DEN,W 17-14,,,,,,,,,,,
