ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1979,1979-09-02,1,23.130,BAL,@,KAN,L 0-14,,,,,,
2,1979,1979-09-09,2,23.137,BAL,,TAM,L 26-29,3,81,27.00,1,1,6
3,1979,1979-09-16,3,23.144,BAL,@,CLE,L 10-13,,,,,,
4,1979,1979-09-23,4,23.151,BAL,@,PIT,L 13-17,,,,,,
5,1979,1979-09-30,5,23.158,BAL,,BUF,L 13-31,,,,,,
6,1979,1979-10-07,6,23.165,BAL,,NYJ,W 10-8,,,,,,
7,1979,1979-10-14,7,23.172,BAL,,HOU,L 16-28,,,,,,
8,1979,1979-10-21,8,23.179,BAL,@,BUF,W 14-13,,,,,,
9,1979,1979-10-28,9,23.186,BAL,,NWE,W 31-26,,,,,,
10,1979,1979-11-04,10,23.193,BAL,,CIN,W 38-28,,,,,,
11,1979,1979-11-11,11,23.200,BAL,@,MIA,L 0-19,1,1,1.00,0,0,0
12,1979,1979-11-18,12,23.207,BAL,@,NWE,L 21-50,,,,,,
13,1979,1979-11-25,13,23.214,BAL,,MIA,L 24-28,,,,,,
14,1979,1979-12-02,14,23.221,BAL,@,NYJ,L 17-30,,,,,,
15,1979,1979-12-09,15,23.228,BAL,,KAN,L 7-10,,,,,,
16,1979,1979-12-16,16,23.235,BAL,@,NYG,W 31-7,,,,,,
17,1980,1980-09-07,1,24.135,BAL,@,NYJ,W 17-14,,,,,,
18,1980,1980-09-14,2,24.142,BAL,,PIT,L 17-20,,,,,,
19,1980,1980-09-21,3,24.149,BAL,@,HOU,L 16-21,,,,,,
20,1980,1980-09-28,4,24.156,BAL,,NYJ,W 35-21,,,,,,
21,1980,1980-10-05,5,24.163,BAL,@,MIA,W 30-17,,,,,,
22,1980,1980-10-12,6,24.170,BAL,@,BUF,W 17-12,,,,,,
23,1980,1980-10-19,7,24.177,BAL,,NWE,L 21-37,,,,,,
24,1980,1980-10-26,8,24.184,BAL,,STL,L 10-17,1,18,18.00,0,0,0
25,1980,1980-11-02,9,24.191,BAL,@,KAN,W 31-24,,,,,,
26,1980,1980-11-09,10,24.198,BAL,,CLE,L 27-28,1,16,16.00,0,0,0
27,1980,1980-11-16,11,24.205,BAL,@,DET,W 10-9,,,,,,
28,1980,1980-11-23,12,24.212,BAL,@,NWE,L 21-47,,,,,,
29,1980,1980-11-30,13,24.219,BAL,,BUF,W 28-24,,,,,,
30,1980,1980-12-07,14,24.226,BAL,@,CIN,L 33-34,,,,,,
31,1980,1980-12-14,15,24.233,BAL,,MIA,L 14-24,,,,,,
32,1980,1980-12-21,16,24.240,BAL,,KAN,L 28-38,,,,,,
33,1981,1981-09-06,1,25.134,BAL,@,NWE,W 29-28,0,0,,0,,
34,1981,1981-09-13,2,25.141,BAL,,BUF,L 3-35,0,0,,0,,
35,1981,1981-09-20,3,25.148,BAL,@,DEN,L 10-28,0,0,,0,,
36,1981,1981-09-27,4,25.155,BAL,,MIA,L 28-31,0,0,,0,,
37,1981,1981-10-04,5,25.162,BAL,@,BUF,L 17-23,0,0,,0,,
38,1981,1981-10-11,6,25.169,BAL,,CIN,L 19-41,0,0,,0,,
39,1981,1981-10-18,7,25.176,BAL,,SDG,L 14-43,0,0,,0,,
40,1981,1981-10-25,8,25.183,BAL,@,CLE,L 28-42,0,0,,0,,
41,1981,1981-11-01,9,25.190,BAL,@,MIA,L 10-27,0,0,,0,,
42,1981,1981-11-08,10,25.197,BAL,,NYJ,L 14-41,0,0,,0,,
43,1981,1981-11-15,11,25.204,BAL,@,PHI,L 13-38,0,0,,0,,
44,1981,1981-11-22,12,25.211,BAL,,STL,L 24-35,0,0,,0,,
45,1981,1981-11-29,13,25.218,BAL,@,NYJ,L 0-25,0,0,,0,,
46,1981,1981-12-06,14,25.225,BAL,,DAL,L 13-37,0,0,,0,,
47,1981,1981-12-13,15,25.232,BAL,@,WAS,L 14-38,0,0,,0,,
48,1981,1981-12-20,16,25.239,BAL,,NWE,W 23-21,1,38,38.00,0,0,0
