ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1961,1961-09-17,1,22.056,WAS,@,SFO,L 3-35,0,0,,0,0,0,,0,1,2,0
2,1961,1961-09-24,2,22.063,WAS,@,PHI,L 7-14,0,0,,0,0,0,,0,1,0,0
3,1961,1961-10-01,3,22.070,WAS,,NYG,L 21-24,3,74,24.67,0,2,9,4.50,0,1,0,0
4,1961,1961-10-08,4,22.077,WAS,@,CLE,L 7-31,2,39,19.50,0,0,0,,0,0,0,0
5,1961,1961-10-15,5,22.084,WAS,@,PIT,L 0-20,1,38,38.00,0,1,0,0.00,0,0,0,0
6,1961,1961-10-22,6,22.091,WAS,,STL,L 0-24,4,128,32.00,0,1,0,0.00,0,0,0,0
7,1961,1961-10-29,7,22.098,WAS,,PHI,L 24-27,4,106,26.50,0,1,14,14.00,0,0,0,0
8,1961,1961-11-26,11,22.126,WAS,,BAL,L 6-27,0,0,,0,0,0,,0,3,53,0
9,1961,1961-12-03,12,22.133,WAS,@,STL,L 24-38,0,0,,0,0,0,,0,1,38,0
10,1962,1962-10-07,4,23.076,WAS,,RAM,W 20-14,,,,,1,2,2.00,0,,,
11,1962,1962-11-11,9,23.111,WAS,,CLE,W 17-9,0,0,,0,0,0,,0,1,12,0
