ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1979,1979-09-02,1,22.036,CIN,@,DEN,L 0-10,13,22,1.69,0,2,19,9.50,0,0,0
2,1979,1979-09-09,2,22.043,CIN,@,BUF,L 24-51,1,4,4.00,0,2,13,6.50,0,0,0
3,1979,1979-09-16,3,22.050,CIN,,NWE,L 14-20,5,21,4.20,0,0,0,,0,0,0
4,1979,1979-09-23,4,22.057,CIN,,HOU,L 27-30,9,37,4.11,1,1,9,9.00,0,1,6
5,1979,1979-09-30,5,22.064,CIN,@,DAL,L 13-38,9,34,3.78,0,1,7,7.00,0,0,0
6,1979,1979-10-07,6,22.071,CIN,,KAN,L 7-10,5,4,0.80,0,0,0,,0,0,0
7,1979,1979-10-14,7,22.078,CIN,,PIT,W 34-10,19,91,4.79,0,1,5,5.00,0,0,0
8,1979,1979-10-21,8,22.085,CIN,@,CLE,L 27-28,6,8,1.33,0,0,0,,0,0,0
9,1979,1979-10-28,9,22.092,CIN,,PHI,W 37-13,1,3,3.00,0,0,0,,0,0,0
10,1979,1979-11-04,10,22.099,CIN,@,BAL,L 28-38,4,9,2.25,0,1,8,8.00,0,0,0
11,1979,1979-11-11,11,22.106,CIN,,SDG,L 24-26,5,18,3.60,0,0,0,,0,0,0
12,1979,1979-11-18,12,22.113,CIN,@,HOU,L 21-42,6,23,3.83,0,1,8,8.00,0,0,0
13,1979,1979-11-25,13,22.120,CIN,,STL,W 34-28,,,,,,,,,,
14,1979,1979-12-02,14,22.127,CIN,@,PIT,L 17-37,2,13,6.50,0,2,22,11.00,0,0,0
15,1979,1979-12-09,15,22.134,CIN,@,WAS,L 14-28,2,1,0.50,0,0,0,,0,0,0
16,1979,1979-12-16,16,22.141,CIN,,CLE,W 16-12,1,-2,-2.00,0,0,0,,0,0,0
17,1980,1980-09-07,1,23.041,CIN,,TAM,L 12-17,16,44,2.75,0,1,4,4.00,0,0,0
18,1980,1980-09-14,2,23.048,CIN,@,MIA,L 16-17,8,50,6.25,0,2,6,3.00,0,0,0
19,1980,1980-09-21,3,23.055,CIN,,PIT,W 30-28,10,36,3.60,0,0,0,,0,0,0
20,1980,1980-09-28,4,23.062,CIN,,HOU,L 10-13,11,35,3.18,0,2,17,8.50,0,0,0
21,1980,1980-10-05,5,23.069,CIN,@,GNB,L 9-14,14,52,3.71,0,0,0,,0,0,0
22,1980,1980-10-12,6,23.076,CIN,@,PIT,W 17-16,12,72,6.00,1,1,4,4.00,0,1,6
23,1980,1980-10-19,7,23.083,CIN,,MIN,W 14-0,9,41,4.56,0,1,8,8.00,0,0,0
24,1980,1980-10-26,8,23.090,CIN,@,HOU,L 3-23,9,77,8.56,0,9,38,4.22,0,0,0
25,1980,1980-11-02,9,23.097,CIN,,SDG,L 14-31,7,24,3.43,0,3,22,7.33,0,0,0
26,1980,1980-11-09,10,23.104,CIN,@,OAK,L 17-28,14,52,3.71,0,6,16,2.67,0,0,0
27,1980,1980-11-16,11,23.111,CIN,,BUF,L 0-14,12,41,3.42,0,3,5,1.67,0,0,0
28,1980,1980-11-23,12,23.118,CIN,@,CLE,L 7-31,13,52,4.00,1,4,30,7.50,0,1,6
29,1980,1980-11-30,13,23.125,CIN,@,KAN,W 20-6,11,38,3.45,0,2,14,7.00,0,0,0
30,1980,1980-12-07,14,23.132,CIN,,BAL,W 34-33,8,18,2.25,0,1,23,23.00,0,0,0
31,1980,1980-12-14,15,23.139,CIN,@,CHI,W 17-14,7,20,2.86,0,0,0,,0,0,0
32,1980,1980-12-21,16,23.146,CIN,,CLE,L 24-27,8,50,6.25,0,1,5,5.00,0,0,0
33,1981,1981-09-06,1,24.040,CIN,,SEA,W 27-21,10,41,4.10,0,2,18,9.00,0,0,0
34,1981,1981-09-20,3,24.054,CIN,,CLE,L 17-20,0,0,,0,0,0,,0,0,
35,1981,1981-09-27,4,24.061,CIN,,BUF,W 27-24,5,1,0.20,0,1,13,13.00,0,0,0
36,1981,1981-10-04,5,24.068,CIN,@,HOU,L 10-17,9,29,3.22,0,7,54,7.71,0,0,0
37,1981,1981-10-11,6,24.075,CIN,@,BAL,W 41-19,11,33,3.00,0,3,26,8.67,0,0,0
38,1981,1981-10-18,7,24.082,CIN,,PIT,W 34-7,13,39,3.00,1,0,0,,0,1,6
39,1981,1981-10-25,8,24.089,CIN,@,NOR,L 7-17,5,8,1.60,0,3,15,5.00,0,0,0
40,1981,1981-11-01,9,24.096,CIN,,HOU,W 34-21,1,2,2.00,0,2,5,2.50,0,0,0
41,1981,1981-11-08,10,24.103,CIN,@,SDG,W 40-17,8,25,3.13,1,1,4,4.00,0,1,6
42,1981,1981-11-15,11,24.110,CIN,,RAM,W 24-10,9,19,2.11,0,0,0,,0,0,0
43,1981,1981-11-22,12,24.117,CIN,,DEN,W 38-21,4,10,2.50,0,3,82,27.33,1,1,6
44,1981,1981-11-29,13,24.124,CIN,@,CLE,W 41-21,4,11,2.75,0,2,8,4.00,0,0,0
45,1981,1981-12-06,14,24.131,CIN,,SFO,L 3-21,4,24,6.00,0,1,6,6.00,0,0,0
46,1981,1981-12-13,15,24.138,CIN,@,PIT,W 17-10,7,17,2.43,0,1,6,6.00,0,0,0
47,1981,1981-12-20,16,24.145,CIN,@,ATL,W 30-28,8,33,4.13,0,2,25,12.50,0,0,0
48,1982,1982-09-12,1,25.046,CIN,,HOU,W 27-6,7,24,3.43,0,4,23,5.75,1,1,6
49,1982,1982-09-19,2,25.053,CIN,@,PIT,L 20-26,6,13,2.17,0,2,13,6.50,0,0,0
50,1982,1982-11-21,3,25.116,CIN,@,PHI,W 18-14,7,31,4.43,0,0,0,,0,0,0
51,1982,1982-11-28,4,25.123,CIN,,RAI,W 31-17,9,13,1.44,0,1,2,2.00,0,0,0
52,1982,1982-12-05,5,25.130,CIN,@,BAL,W 20-17,1,1,1.00,0,0,0,,0,0,0
53,1982,1982-12-12,6,25.137,CIN,,CLE,W 23-10,8,27,3.38,0,0,0,,0,0,0
54,1982,1982-12-20,7,25.145,CIN,@,SDG,L 34-50,1,-1,-1.00,0,1,7,7.00,0,0,0
55,1982,1982-12-26,8,25.151,CIN,,SEA,W 24-10,15,51,3.40,0,1,6,6.00,0,0,0
56,1982,1983-01-02,9,25.158,CIN,@,HOU,W 35-27,10,48,4.80,1,5,34,6.80,0,1,6
57,1983,1983-09-04,1,26.038,CIN,,RAI,L 10-20,8,19,2.38,0,4,35,8.75,0,0,0
58,1983,1983-09-11,2,26.045,CIN,,BUF,L 6-10,17,58,3.41,0,0,0,,0,0,0
59,1983,1983-09-15,3,26.049,CIN,@,CLE,L 7-17,11,46,4.18,0,6,33,5.50,0,0,0
60,1983,1983-09-25,4,26.059,CIN,@,TAM,W 23-17,20,61,3.05,1,3,10,3.33,0,1,6
61,1983,1983-10-02,5,26.066,CIN,,BAL,L 31-34,11,48,4.36,0,3,10,3.33,0,0,0
62,1983,1983-10-10,6,26.074,CIN,,PIT,L 14-24,16,47,2.94,0,1,11,11.00,0,0,0
