ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1974,1974-09-15,1,22.181,ATL,,DAL,L 0-24,0,0,,0,1,12,12.00,0,0,0
2,1974,1974-09-22,2,22.188,ATL,,SFO,L 10-16,,,,,,,,,,
3,1974,1974-09-29,3,22.195,ATL,@,NOR,L 13-14,,,,,,,,,,
4,1974,1974-10-06,4,22.202,ATL,@,NYG,W 14-7,1,5,5.00,0,0,0,,0,0,0
5,1974,1974-10-13,5,22.209,ATL,,CHI,W 13-10,,,,,,,,,,
6,1974,1974-10-20,6,22.216,ATL,,NOR,L 3-13,,,,,,,,,,
7,1974,1974-10-28,7,22.224,ATL,@,PIT,L 17-24,,,,,,,,,,
8,1974,1974-11-03,8,22.230,ATL,@,MIA,L 7-42,0,0,,0,1,9,9.00,0,0,0
9,1974,1974-11-10,9,22.237,ATL,@,RAM,L 0-21,,,,,,,,,,
10,1974,1974-11-17,10,22.244,ATL,,BAL,L 7-17,,,,,,,,,,
11,1974,1974-11-24,11,22.251,ATL,@,SFO,L 0-27,1,17,17.00,0,1,8,8.00,0,0,0
12,1974,1974-12-01,12,22.258,ATL,,RAM,L 7-30,1,3,3.00,0,3,14,4.67,1,1,6
13,1974,1974-12-07,13,22.264,ATL,@,MIN,L 10-23,2,7,3.50,0,3,18,6.00,0,0,0
14,1974,1974-12-15,14,22.272,ATL,,GNB,W 10-3,12,39,3.25,0,3,25,8.33,0,0,0
15,1976,1976-09-12,1,24.178,TAM,@,HOU,L 0-20,1,3,3.00,0,0,0,,0,0,0
