ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-10-11,5,23.245,DAL,,SEA,W 27-0,,,,,,,0.0%,,,,,,,,,,,
2,1992,1992-11-01,8,23.266,DAL,,PHI,W 20-10,,,,,,,0.0%,,,,,,,,,,,
3,1992,1992-11-08,9,23.273,DAL,@,DET,W 37-3,,,,,,,0.0%,,,,,,,,,,,
4,1992,1992-11-22,11,23.287,DAL,@,PHO,W 16-10,,,,,,,0.0%,,,,,,,,,,,
5,1992,1992-11-26,12,23.291,DAL,,NYG,W 30-3,,,,,,,0.0%,,,,,,,,,,,
6,1992,1992-12-21,15,23.316,DAL,@,ATL,W 41-17,,,,,,,0.0%,,,,,,,,,,,
7,1992,1992-12-27,16,23.322,DAL,,CHI,W 27-14,,,,,,,0.0%,,,,,,,,,,,
8,1995,1995-09-03,1,26.206,JAX,,HOU,L 3-10,,0,0,0,,0,0.0%,,0,0,,0,2,33,16.50,0,0,0
9,1995,1995-09-10,2,26.213,JAX,@,CIN,L 17-24,,0,0,0,,0,0.0%,,0,0,,0,3,65,21.67,0,0,0
10,1995,1995-09-17,3,26.220,JAX,@,NYJ,L 10-27,,0,0,0,,0,0.0%,,0,0,,0,2,48,24.00,0,0,0
11,1995,1995-09-24,4,26.227,JAX,,GNB,L 14-24,,,0,0,,0,0.0%,,,,,,0,0,,0,,
12,1995,1995-10-01,5,26.234,JAX,@,HOU,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,4,85,21.25,0,0,0
13,1995,1995-10-08,6,26.241,JAX,,PIT,W 20-16,,1,0,0,,0,0.0%,0.00,0,0,,0,1,20,20.00,0,0,0
14,1995,1995-10-15,7,26.248,JAX,,CHI,L 27-30,,,0,0,,0,0.0%,,,,,,0,0,,0,,
15,1995,1995-10-22,8,26.255,JAX,@,CLE,W 23-15,,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
16,1995,1995-10-29,9,26.262,JAX,@,PIT,L 7-24,,6,4,54,13.50,0,66.7%,9.00,0,0,,0,4,30,7.50,0,0,0
17,1995,1995-11-12,10,26.276,JAX,,SEA,L 30-47,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0
18,1995,1995-11-19,11,26.283,JAX,@,TAM,L 16-17,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
19,1995,1995-11-26,12,26.290,JAX,,CIN,L 13-17,,8,4,55,13.75,1,50.0%,6.88,0,0,,0,0,0,,0,1,6
20,1995,1995-12-03,13,26.297,JAX,@,DEN,L 23-31,,6,2,39,19.50,1,33.3%,6.50,0,0,,0,1,89,89.00,1,2,12
21,1995,1995-12-10,14,26.304,JAX,,IND,L 31-41,,11,7,79,11.29,1,63.6%,7.18,0,0,,0,4,92,23.00,0,1,6
22,1995,1995-12-17,15,26.311,JAX,@,DET,L 0-44,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,3,78,26.00,0,0,0
23,1995,1995-12-24,16,26.318,JAX,,CLE,W 24-21,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0
24,1996,1996-09-01,1,27.205,JAX,,PIT,W 24-9,,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0
25,1996,1996-09-08,2,27.212,JAX,,HOU,L 27-34,,3,2,10,5.00,1,66.7%,3.33,0,0,,0,0,0,,0,1,6
