ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2018,2018-09-09,1,23.075,CIN,@,IND,W 34-23,,0,0,,0
2,2018,2018-09-13,2,23.079,CIN,,BAL,W 34-23,,2,24,12.00,0
