ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1990,1990-10-07,5,23.060,DET,@,MIN,W 34-27,,1,44,44.00,0,,,0,0
2,1990,1990-10-14,6,23.067,DET,@,KAN,L 24-43,,0,0,,0,,,,
3,1990,1990-10-28,7,23.081,DET,@,NOR,W 27-10,,0,0,,0,,,,
4,1990,1990-11-04,8,23.088,DET,,WAS,L 38-41,,0,0,,0,,,,
5,1990,1990-11-11,9,23.095,DET,,MIN,L 7-17,,2,27,13.50,0,,,0,0
6,1990,1990-11-18,10,23.102,DET,@,NYG,L 0-20,,2,17,8.50,0,,,0,0
7,1990,1990-11-22,11,23.106,DET,,DEN,W 40-27,,2,29,14.50,0,,,0,0
8,1990,1990-12-02,12,23.116,DET,@,CHI,L 17-23,,1,7,7.00,0,,,0,0
9,1990,1990-12-10,13,23.124,DET,,RAI,L 31-38,,0,0,,0,,,,
10,1990,1990-12-16,14,23.130,DET,,CHI,W 38-21,,1,5,5.00,0,,,0,0
11,1990,1990-12-22,15,23.136,DET,@,GNB,W 24-17,,1,7,7.00,0,,,0,0
12,1990,1990-12-30,16,23.144,DET,@,SEA,L 10-30,,2,34,17.00,0,,,0,0
13,1991,1991-09-01,1,24.024,DET,@,WAS,L 0-45,,0,0,,0,,,,
14,1991,1991-09-08,2,24.031,DET,,GNB,W 23-14,,5,39,7.80,0,,,0,0
15,1991,1991-09-15,3,24.038,DET,,MIA,W 17-13,,1,15,15.00,0,,,0,0
16,1991,1991-09-22,4,24.045,DET,@,IND,W 33-24,,5,41,8.20,0,,,0,0
17,1991,1991-09-29,5,24.052,DET,,TAM,W 31-3,,0,0,,0,,,,
18,1991,1991-10-06,6,24.059,DET,,MIN,W 24-20,,2,24,12.00,0,,,0,0
19,1991,1991-10-20,7,24.073,DET,@,SFO,L 3-35,,5,58,11.60,0,,,0,0
20,1991,1991-10-27,8,24.080,DET,,DAL,W 34-10,,1,24,24.00,0,,,0,0
21,1991,1991-11-03,9,24.087,DET,@,CHI,L 10-20,,5,47,9.40,0,,,0,0
22,1991,1991-11-10,10,24.094,DET,@,TAM,L 21-30,,1,9,9.00,0,,,0,0
23,1991,1991-11-17,11,24.101,DET,,RAM,W 21-10,,4,58,14.50,1,,,1,6
24,1991,1991-11-24,12,24.108,DET,@,MIN,W 34-14,,1,2,2.00,0,,,0,0
25,1991,1991-11-28,13,24.112,DET,,CHI,W 16-6,,2,14,7.00,0,,,0,0
26,1991,1991-12-08,14,24.122,DET,,NYJ,W 34-20,,2,13,6.50,0,,,0,0
27,1991,1991-12-15,15,24.129,DET,@,GNB,W 21-17,,7,59,8.43,0,,,0,0
28,1991,1991-12-22,16,24.136,DET,@,BUF,W 17-14,,1,28,28.00,0,,,0,0
29,1992,1992-09-06,1,25.029,DET,@,CHI,L 24-27,,0,0,,0,0.0%,,,
30,1992,1992-09-13,2,25.036,DET,,MIN,W 31-17,,0,0,,0,0.0%,,,
31,1992,1992-09-20,3,25.043,DET,@,WAS,L 10-13,,0,0,,0,0.0%,,,
32,1992,1992-09-27,4,25.050,DET,,TAM,L 23-27,2,1,13,13.00,0,50.0%,6.50,0,0
33,1992,1992-10-04,5,25.057,DET,,NOR,L 7-13,2,2,15,7.50,0,100.0%,7.50,0,0
34,1992,1992-10-15,6,25.068,DET,@,MIN,L 14-31,5,4,21,5.25,0,80.0%,4.20,0,0
35,1992,1992-11-08,9,25.092,DET,,DAL,L 3-37,2,2,14,7.00,0,100.0%,7.00,0,0
36,1992,1992-11-15,10,25.099,DET,@,PIT,L 14-17,2,0,0,,0,0.0%,0.00,,
37,1992,1992-11-22,11,25.106,DET,@,CIN,W 19-13,3,3,28,9.33,0,100.0%,9.33,0,0
38,1992,1992-11-26,12,25.110,DET,,HOU,L 21-24,2,1,9,9.00,0,50.0%,4.50,0,0
39,1992,1992-12-06,13,25.120,DET,@,GNB,L 10-38,1,0,0,,0,0.0%,0.00,,
40,1992,1992-12-13,14,25.127,DET,,CLE,W 24-14,2,2,15,7.50,0,100.0%,7.50,0,0
41,1992,1992-12-20,15,25.134,DET,,CHI,W 16-3,,0,0,,0,0.0%,,,
42,1992,1992-12-28,16,25.142,DET,@,SFO,L 6-24,,0,0,,0,0.0%,,,
