ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.222,OAK,@,IND,L 17-21,,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
2,2013,2013-09-15,2,23.229,OAK,,JAX,W 19-9,,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,0,0
3,2013,2013-09-23,3,23.237,OAK,@,DEN,L 21-37,*,4,3,54,18.00,0,75.0%,13.50,0,0,0.0,0,0
4,2013,2013-09-29,4,23.243,OAK,,WAS,L 14-24,*,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,0,0
5,2013,2013-10-06,5,23.250,OAK,,SDG,W 27-17,,1,1,20,20.00,0,100.0%,20.00,0,0,0.0,0,0
6,2013,2013-10-13,6,23.257,OAK,@,KAN,L 7-24,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
7,2013,2013-10-27,7,23.271,OAK,,PIT,W 21-18,,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
8,2013,2013-11-17,10,23.292,OAK,@,HOU,W 28-23,,,,,,,0.0%,,,,,,
9,2013,2013-11-24,11,23.299,OAK,,TEN,L 19-23,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
10,2013,2013-12-08,13,23.313,OAK,@,NYJ,L 27-37,,,,,,,0.0%,,,,,,
11,2014,2014-09-14,2,24.228,OAK,,HOU,L 14-30,,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0.0,0,0
12,2014,2014-09-21,3,24.235,OAK,@,NWE,L 9-16,,,,,,,0.0%,,,,,,
13,2014,2014-09-28,4,24.242,OAK,,MIA,L 14-38,,3,2,30,15.00,0,66.7%,10.00,0,0,0.0,0,0
14,2014,2014-10-12,5,24.256,OAK,,SDG,L 28-31,,5,3,64,21.33,1,60.0%,12.80,1,6,0.0,1,0
15,2014,2014-10-19,6,24.263,OAK,,ARI,L 13-24,,1,1,55,55.00,0,100.0%,55.00,0,0,0.0,0,0
16,2014,2014-10-26,7,24.270,OAK,@,CLE,L 13-23,,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0
17,2014,2014-11-02,8,24.277,OAK,@,SEA,L 24-30,,2,2,20,10.00,0,100.0%,10.00,0,0,0.0,0,0
18,2014,2014-11-09,9,24.284,OAK,,DEN,L 17-41,,4,2,12,6.00,1,50.0%,3.00,1,6,0.0,0,0
19,2014,2014-11-16,10,24.291,OAK,@,SDG,L 6-13,,3,1,15,15.00,0,33.3%,5.00,0,0,0.0,0,0
20,2014,2014-11-20,11,24.295,OAK,,KAN,W 24-20,,3,2,21,10.50,0,66.7%,7.00,0,0,0.0,0,0
21,2014,2014-11-30,12,24.305,OAK,@,STL,L 0-52,,2,2,27,13.50,0,100.0%,13.50,0,0,0.0,0,0
22,2014,2014-12-07,13,24.312,OAK,,SFO,W 24-13,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
23,2014,2014-12-14,14,24.319,OAK,@,KAN,L 13-31,,3,3,23,7.67,0,100.0%,7.67,0,0,0.0,0,0
