ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1995,1995-09-03,1,23.287,SEA,,KAN,L 10-34,,10,4,69,17.25,0,40.0%,6.90,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,10,5.00,0,0,0,0.0,,
2,1995,1995-09-10,2,23.294,SEA,@,SDG,L 10-14,,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,8,4.00,0,0,0,0.0,,
3,1995,1995-09-17,3,23.301,SEA,,CIN,W 24-21,,8,6,78,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,18,9.00,0,0,0,0.0,,
4,1995,1995-10-01,4,23.315,SEA,,DEN,W 27-10,,6,4,89,22.25,0,66.7%,14.83,3,54,18.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0,0.0,,
5,1995,1995-10-08,5,23.322,SEA,@,OAK,L 14-34,,8,4,87,21.75,1,50.0%,10.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,1,6,0.0,,
6,1995,1995-10-15,6,23.329,SEA,@,BUF,L 21-27,,12,5,102,20.40,1,41.7%,8.50,2,9,4.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,1,6,0.0,,
7,1995,1995-10-22,7,23.336,SEA,,SDG,L 25-35,,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,23,7.67,0,0,0,0.0,,
8,1995,1995-10-29,8,23.343,SEA,@,ARI,L 14-20,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,7,3.50,0,0,0,0.0,,
9,1995,1995-11-05,9,23.350,SEA,,NYG,W 30-28,,9,4,35,8.75,0,44.4%,3.89,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,4,105,26.25,1,1,6,0.0,,
10,1995,1995-11-12,10,23.357,SEA,@,JAX,W 47-30,,10,5,114,22.80,2,50.0%,11.40,1,86,86.00,1,0,0,,0,0,0,,,,,,2,30,15.00,0,3,7,2.33,0,3,18,0.0,,
11,1995,1995-11-19,11,23.364,SEA,@,WAS,W 27-20,,11,4,90,22.50,1,36.4%,8.18,1,-16,-16.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,1,6,0.0,,
12,1995,1995-11-26,12,24.006,SEA,,NYJ,L 10-16,,8,3,24,8.00,0,37.5%,3.00,2,8,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,5,52,10.40,0,0,0,0.0,,
13,1995,1995-12-03,13,24.013,SEA,,PHI,W 26-14,,10,7,68,9.71,0,70.0%,6.80,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,27,9.00,0,0,0,0.0,,
14,1995,1995-12-10,14,24.020,SEA,@,DEN,W 31-27,,5,4,49,12.25,1,80.0%,9.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,1,6,0.0,,
15,1995,1995-12-17,15,24.027,SEA,,OAK,W 44-10,,6,5,108,21.60,1,83.3%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,75,15.00,0,1,6,0.0,,
16,1995,1995-12-24,16,24.034,SEA,@,KAN,L 3-26,,12,5,50,10.00,0,41.7%,4.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
17,1996,1996-09-01,1,24.286,SEA,@,SDG,L 7-29,,8,4,89,22.25,0,50.0%,11.13,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,9,9.00,0,0,0,0.0,,
18,1996,1996-09-08,2,24.293,SEA,,DEN,L 20-30,,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,88,44.00,1,1,6,0.0,,
19,1996,1996-09-15,3,24.300,SEA,,KAN,L 17-35,,8,4,57,14.25,0,50.0%,7.13,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0,0.0,,
