ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1976,1976-12-05,13,22.115,DEN,,KAN,W 17-16,,,,,,,,,,,
2,1976,1976-12-12,14,22.122,DEN,@,CHI,W 28-14,,,,,,,,,,,
3,1977,1977-09-18,1,23.037,NYJ,@,HOU,L 0-20,,,,,,,,,,,
4,1977,1977-09-25,2,23.044,NYJ,,BAL,L 12-20,,,,,,,,,,,
5,1977,1977-10-02,3,23.051,NYJ,,NWE,W 30-27,,,,,,,,,,,
6,1977,1977-10-09,4,23.058,NYJ,@,BUF,W 24-19,1,36,36.00,0,0,0,,0,0,0,0
7,1977,1977-10-16,5,23.065,NYJ,@,MIA,L 17-21,1,29,29.00,0,0,0,,0,0,0,0
8,1977,1977-10-23,6,23.072,NYJ,,OAK,L 27-28,,,,,,,,,,,
9,1977,1977-10-30,7,23.079,NYJ,@,NWE,L 13-24,,,,,,,,,,,
10,1977,1977-11-06,8,23.086,NYJ,,MIA,L 10-14,1,18,18.00,0,0,0,,0,0,0,0
11,1977,1977-11-13,9,23.093,NYJ,,SEA,L 0-17,,,,,,,,,,,
12,1977,1977-11-20,10,23.100,NYJ,@,BAL,L 12-33,2,24,12.00,0,0,0,,0,1,0,0
13,1977,1977-11-27,11,23.107,NYJ,,PIT,L 20-23,1,20,20.00,0,0,0,,0,0,0,0
14,1977,1977-12-04,12,23.114,NYJ,@,NOR,W 16-13,,,,,,,,,,,
15,1977,1977-12-11,13,23.121,NYJ,,BUF,L 10-14,0,0,,0,1,17,17.00,0,0,0,0
16,1977,1977-12-18,14,23.128,NYJ,@,PHI,L 0-27,1,21,21.00,0,0,0,,0,0,0,0
