ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,24.031,JAX,,SFO,W 41-3,*,0.0,1,0,0
2,1999,1999-09-19,2,24.038,JAX,@,CAR,W 22-20,*,,,,
3,1999,1999-09-26,3,24.045,JAX,,TEN,L 19-20,*,,,,
4,1999,1999-10-03,4,24.052,JAX,@,PIT,W 17-3,*,,,,
5,1999,1999-10-11,5,24.060,JAX,@,NYJ,W 16-6,*,0.0,1,29,0
6,1999,1999-10-17,6,24.066,JAX,,CLE,W 24-7,*,,,,
7,1999,1999-10-31,7,24.080,JAX,@,CIN,W 41-10,*,0.0,1,0,0
8,1999,1999-11-07,8,24.087,JAX,@,ATL,W 30-7,*,0.0,1,8,0
9,1999,1999-11-14,9,24.094,JAX,,BAL,W 6-3,*,,,,
10,1999,1999-11-21,10,24.101,JAX,,NOR,W 41-23,*,,,,
11,1999,1999-11-28,11,24.108,JAX,@,BAL,W 30-23,*,,,,
12,1999,1999-12-02,12,24.112,JAX,,PIT,W 20-6,*,,,,
13,1999,1999-12-13,13,24.123,JAX,,DEN,W 27-24,*,,,,
14,1999,1999-12-19,14,24.129,JAX,@,CLE,W 24-14,*,,,,
15,1999,1999-12-26,15,24.136,JAX,@,TEN,L 14-41,*,,,,
16,1999,2000-01-02,16,24.143,JAX,,CIN,W 24-7,*,,,,
17,2000,2000-09-03,1,25.022,JAX,@,CLE,W 27-7,*,,,,
18,2000,2000-09-10,2,25.029,JAX,@,BAL,L 36-39,*,,,,
19,2000,2000-09-17,3,25.036,JAX,,CIN,W 13-0,*,,,,
20,2000,2000-09-25,4,25.044,JAX,@,IND,L 14-43,*,,,,
21,2000,2000-10-01,5,25.050,JAX,,PIT,L 13-24,,,,,
22,2000,2000-10-08,6,25.057,JAX,,BAL,L 10-15,*,,,,
23,2000,2000-10-16,7,25.065,JAX,@,TEN,L 13-27,*,,,,
24,2000,2000-10-22,8,25.071,JAX,,WAS,L 16-35,,,,,
25,2000,2000-10-29,9,25.078,JAX,@,DAL,W 23-17,*,0.0,1,21,0
26,2000,2000-11-12,10,25.092,JAX,,SEA,L 21-28,,,,,
27,2000,2000-11-19,11,25.099,JAX,@,PIT,W 34-24,*,0.0,1,5,0
28,2000,2000-11-26,12,25.106,JAX,,TEN,W 16-13,*,,,,
29,2000,2000-12-03,13,25.113,JAX,,CLE,W 48-0,*,1.0,0,0,0
30,2000,2000-12-10,14,25.120,JAX,,ARI,W 44-10,*,,,,
31,2000,2000-12-17,15,25.127,JAX,@,CIN,L 14-17,*,,,,
32,2000,2000-12-23,16,25.133,JAX,@,NYG,L 25-28,,,,,
33,2001,2001-09-09,1,26.028,JAX,,PIT,W 21-3,*,0.0,1,39,0
34,2001,2001-11-04,7,26.084,JAX,@,TEN,L 24-28,*,,,,
35,2001,2001-11-11,8,26.091,JAX,,CIN,W 30-13,*,,,,
36,2001,2001-11-18,9,26.098,JAX,@,PIT,L 7-20,*,,,,
37,2001,2001-11-25,10,26.105,JAX,,BAL,L 21-24,*,,,,
38,2001,2001-12-03,11,26.113,JAX,,GNB,L 21-28,*,,,,
39,2001,2001-12-09,12,26.119,JAX,@,CIN,W 14-10,*,,,,
40,2001,2001-12-16,13,26.126,JAX,@,CLE,W 15-10,*,,,,
41,2001,2001-12-23,14,26.133,JAX,@,MIN,W 33-3,*,,,,
42,2001,2001-12-30,15,26.140,JAX,,KAN,L 26-30,*,,,,
43,2001,2002-01-06,16,26.147,JAX,@,CHI,L 13-33,*,,,,
44,2002,2002-09-08,1,27.027,JAX,,IND,L 25-28,*,,,,
45,2002,2002-09-15,2,27.034,JAX,@,KAN,W 23-16,*,,,,
46,2002,2002-09-29,3,27.048,JAX,,NYJ,W 28-3,*,0.0,1,3,0
47,2002,2002-10-06,4,27.055,JAX,,PHI,W 28-25,*,1.0,0,0,0
48,2002,2002-10-13,5,27.062,JAX,@,TEN,L 14-23,*,,,,
49,2002,2002-10-20,6,27.069,JAX,@,BAL,L 10-17,*,,,,
50,2002,2002-10-27,7,27.076,JAX,,HOU,L 19-21,*,,,,
51,2002,2002-11-03,8,27.083,JAX,@,NYG,L 17-24,*,,,,
52,2002,2002-11-10,9,27.090,JAX,,WAS,W 26-7,*,,,,
53,2002,2002-11-17,10,27.097,JAX,@,HOU,W 24-21,*,,,,
54,2002,2002-11-24,11,27.104,JAX,@,DAL,L 19-21,*,,,,
55,2002,2002-12-15,14,27.125,JAX,@,CIN,W 29-15,*,,,,
56,2002,2002-12-22,15,27.132,JAX,,TEN,L 10-28,*,,,,
57,2002,2002-12-29,16,27.139,JAX,@,IND,L 13-20,*,,,,
58,2003,2003-09-07,1,28.026,JAX,@,CAR,L 23-24,*,,,,
59,2003,2003-09-14,2,28.033,JAX,,BUF,L 17-38,*,,,,
60,2003,2003-09-21,3,28.040,JAX,@,IND,L 13-23,*,,,,
61,2003,2003-09-28,4,28.047,JAX,@,HOU,L 20-24,*,,,,
62,2003,2003-10-05,5,28.054,JAX,,SDG,W 27-21,*,,,,
63,2003,2003-10-12,6,28.061,JAX,,MIA,L 10-24,*,,,,
64,2003,2003-10-26,7,28.075,JAX,,TEN,L 17-30,*,,,,
65,2003,2003-11-02,8,28.082,JAX,@,BAL,L 17-24,*,,,,
66,2003,2003-11-09,9,28.089,JAX,,IND,W 28-23,*,0.0,1,4,0
67,2003,2003-11-16,10,28.096,JAX,@,TEN,L 3-10,*,,,,
68,2003,2003-11-23,11,28.103,JAX,@,NYJ,L 10-13,*,,,,
69,2003,2003-11-30,12,28.110,JAX,,TAM,W 17-10,*,,,,
70,2003,2003-12-07,13,28.117,JAX,,HOU,W 27-0,*,,,,
71,2003,2003-12-14,14,28.124,JAX,@,NWE,L 13-27,*,,,,
72,2003,2003-12-21,15,28.131,JAX,,NOR,W 20-19,*,,,,
73,2003,2003-12-28,16,28.138,JAX,@,ATL,L 14-21,*,,,,
74,2004,2004-09-12,1,29.031,JAX,@,BUF,W 13-10,*,,,,
75,2004,2004-09-19,2,29.038,JAX,,DEN,W 7-6,*,,,,
76,2004,2004-09-26,3,29.045,JAX,@,TEN,W 15-12,*,,,,
77,2004,2004-10-03,4,29.052,JAX,,IND,L 17-24,*,,,,
78,2004,2004-10-10,5,29.059,JAX,@,SDG,L 21-34,*,,,,
79,2004,2004-10-17,6,29.066,JAX,,KAN,W 22-16,*,,,,
80,2004,2004-10-24,7,29.073,JAX,@,IND,W 27-24,*,,,,
81,2004,2004-10-31,8,29.080,JAX,@,HOU,L 6-20,*,,,,
82,2004,2004-11-14,9,29.094,JAX,,DET,W 23-17,*,,,,
83,2004,2004-11-21,10,29.101,JAX,,TEN,L 15-18,*,0.0,1,7,0
84,2004,2004-11-28,11,29.108,JAX,@,MIN,L 16-27,*,0.0,1,16,0
85,2004,2004-12-05,12,29.115,JAX,,PIT,L 16-17,*,,,,
86,2004,2004-12-12,13,29.122,JAX,,CHI,W 22-3,*,0.0,1,20,0
87,2004,2004-12-19,14,29.129,JAX,@,GNB,W 28-25,*,,,,
88,2004,2004-12-26,15,29.136,JAX,,HOU,L 0-21,*,,,,
89,2004,2005-01-02,16,29.143,JAX,@,OAK,W 13-6,*,0.0,2,37,0
90,2005,2005-09-11,1,30.030,JAX,,SEA,W 26-14,*,,,,
91,2005,2005-09-18,2,30.037,JAX,@,IND,L 3-10,*,,,,
92,2006,2006-09-10,1,31.029,JAX,,DAL,W 24-17,*,,,,
93,2006,2006-09-18,2,31.037,JAX,,PIT,W 9-0,*,,,,
94,2006,2006-09-24,3,31.043,JAX,@,IND,L 14-21,*,,,,
95,2006,2006-10-01,4,31.050,JAX,@,WAS,L 30-36,*,,,,
96,2006,2006-10-08,5,31.057,JAX,,NYJ,W 41-0,*,,,,
97,2006,2006-10-22,6,31.071,JAX,@,HOU,L 7-27,*,,,,
98,2006,2006-10-29,7,31.078,JAX,@,PHI,W 13-6,*,,,,
99,2006,2006-11-05,8,31.085,JAX,,TEN,W 37-7,*,,,,
100,2006,2006-11-12,9,31.092,JAX,,HOU,L 10-13,*,,,,
101,2006,2006-11-20,10,31.100,JAX,,NYG,W 26-10,*,,,,
102,2007,2007-09-16,2,32.035,MIA,,DAL,L 20-37,,,,,
103,2007,2007-09-30,4,32.049,MIA,,OAK,L 17-35,*,,,,
104,2007,2007-10-14,6,32.063,MIA,@,CLE,L 31-41,*,,,,
