ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1968,1968-10-06,4,24.254,DEN,,CIN,W 10-7,0,0,,0,1,10,10.00,0
2,1968,1968-10-13,5,24.261,DEN,@,NYJ,W 21-13,2,34,17.00,0,1,6,6.00,0
3,1968,1968-10-20,6,24.268,DEN,@,SDG,L 24-55,0,0,,0,1,-3,-3.00,0
