ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,26.131,IND,@,CHI,L 21-41,*,0,6,0.0,5,0,1,4,1
2,2012,2012-09-16,2,26.138,IND,,MIN,W 23-20,*,0,0,1.0,6,7,0,0,0
3,2012,2012-09-23,3,26.145,IND,,JAX,L 17-22,*,0,0,0.0,7,2,0,0,0
4,2012,2012-10-07,4,26.159,IND,,GNB,W 30-27,*,0,0,0.0,4,4,0,0,0
5,2012,2012-10-14,5,26.166,IND,@,NYJ,L 9-35,*,0,0,0.0,7,7,0,0,0
6,2012,2012-10-21,6,26.173,IND,,CLE,W 17-13,*,0,0,0.0,3,3,0,0,0
7,2012,2012-10-28,7,26.180,IND,@,TEN,W 19-13,*,0,0,0.0,11,3,0,0,0
8,2012,2012-11-04,8,26.187,IND,,MIA,W 23-20,*,0,0,0.0,1,1,0,0,0
9,2012,2012-11-08,9,26.191,IND,@,JAX,W 27-10,*,0,0,0.0,2,0,0,0,0
10,2012,2012-11-18,10,26.201,IND,@,NWE,L 24-59,*,0,0,0.0,5,7,0,0,0
11,2012,2012-11-25,11,26.208,IND,,BUF,W 20-13,*,0,0,1.0,9,7,0,0,0
12,2012,2012-12-02,12,26.215,IND,@,DET,W 35-33,*,0,0,0.0,4,2,0,0,0
13,2012,2012-12-09,13,26.222,IND,,TEN,W 27-23,*,0,0,0.0,3,5,0,0,0
14,2012,2012-12-16,14,26.229,IND,@,HOU,L 17-29,*,0,0,0.0,8,2,0,0,0
15,2012,2012-12-23,15,26.236,IND,@,KAN,W 20-13,*,0,0,0.0,8,2,0,0,0
16,2012,2012-12-30,16,26.243,IND,,HOU,W 28-16,*,0,0,0.0,7,3,0,0,0
17,2013,2013-09-08,1,27.130,IND,,OAK,W 21-17,*,0,0,0.0,5,5,0,0,0
18,2013,2013-09-15,2,27.137,IND,,MIA,L 20-24,*,0,0,2.0,6,2,0,0,0
19,2013,2013-09-22,3,27.144,IND,@,SFO,W 27-7,*,0,0,1.0,7,1,0,0,0
20,2013,2013-09-29,4,27.151,IND,@,JAX,W 37-3,*,0,0,0.0,4,0,0,0,0
21,2013,2013-10-06,5,27.158,IND,,SEA,W 34-28,*,0,0,0.0,7,6,0,0,0
22,2013,2013-10-14,6,27.166,IND,@,SDG,L 9-19,*,0,0,0.0,6,2,0,0,0
23,2013,2013-10-20,7,27.172,IND,,DEN,W 39-33,*,0,0,0.5,5,4,0,0,0
