ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,21.318,DET,,TAM,L 21-38,,0,0,,0,,,,
2,1990,1990-09-16,2,21.325,DET,,ATL,W 21-14,,0,0,,0,,,,
3,1990,1990-09-23,3,21.332,DET,@,TAM,L 20-23,,1,20,20.00,0,0.0,0,0,0
4,1990,1990-09-30,4,21.339,DET,,GNB,L 21-24,,0,0,,0,,,,
5,1990,1990-10-07,5,21.346,DET,@,MIN,W 34-27,,2,29,14.50,0,0.0,0,0,0
6,1990,1990-10-14,6,21.353,DET,@,KAN,L 24-43,,3,64,21.33,0,0.0,0,0,0
7,1990,1990-10-28,7,22.002,DET,@,NOR,W 27-10,,0,0,,0,0.0,1,28,0
8,1990,1990-11-04,8,22.009,DET,,WAS,L 38-41,,0,0,,0,,,,
9,1990,1990-11-11,9,22.016,DET,,MIN,L 7-17,,1,10,10.00,0,0.0,0,0,0
10,1990,1990-11-18,10,22.023,DET,@,NYG,L 0-20,,1,15,15.00,0,0.0,0,0,0
11,1990,1990-11-22,11,22.027,DET,,DEN,W 40-27,,1,9,9.00,0,0.0,0,0,0
12,1990,1990-12-02,12,22.037,DET,@,CHI,L 17-23,,0,0,,0,,,,
13,1990,1990-12-10,13,22.045,DET,,RAI,L 31-38,,1,16,16.00,0,0.0,0,0,0
14,1990,1990-12-16,14,22.051,DET,,CHI,W 38-21,,1,42,42.00,0,0.0,0,0,0
15,1990,1990-12-22,15,22.057,DET,@,GNB,W 24-17,,1,15,15.00,0,0.0,0,0,0
16,1990,1990-12-30,16,22.065,DET,@,SEA,L 10-30,,1,14,14.00,0,0.0,0,0,0
17,1991,1991-09-29,5,22.338,BUF,,CHI,W 35-20,,,,,,,,,
18,1991,1991-10-07,6,22.346,BUF,@,KAN,L 6-33,,,,,,,,,
19,1991,1991-10-20,8,22.359,PHO,,ATL,W 16-10,,,,,,,,,
20,1991,1991-10-27,9,23.001,PHO,,MIN,L 0-28,,,,,,,,,
21,1992,1992-12-27,16,24.062,PHO,,TAM,L 3-7,,,,,,,,,
22,1993,1993-09-05,1,24.314,PHO,@,PHI,L 17-23,,0,0,,0,0.0,1,0,0
23,1993,1993-09-12,2,24.321,PHO,@,WAS,W 17-10,,,,,,,,,
24,1993,1993-09-19,3,24.328,PHO,,DAL,L 10-17,,0,0,,0,1.0,0,0,0
25,1993,1993-09-26,4,24.335,PHO,@,DET,L 20-26,,,,,,,,,
26,1993,1993-10-10,5,24.349,PHO,,NWE,L 21-23,,,,,,,,,
27,1993,1993-10-17,6,24.356,PHO,,WAS,W 36-6,,,,,,,,,
28,1993,1993-10-24,7,24.363,PHO,@,SFO,L 14-28,,,,,,,,,
29,1993,1993-10-31,8,25.005,PHO,,NOR,L 17-20,,,,,,,,,
