ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-20,2,23.101,SDG,@,CIN,L 19-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
2,2015,2015-09-27,3,23.108,SDG,@,MIN,L 14-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
3,2015,2015-11-09,9,23.151,SDG,,CHI,L 19-22,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
4,2015,2015-11-22,10,23.164,SDG,,KAN,L 3-33,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
5,2015,2015-11-29,11,23.171,SDG,@,JAX,W 31-25,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
6,2015,2015-12-06,12,23.178,SDG,,DEN,L 3-17,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
7,2015,2015-12-13,13,23.185,SDG,@,KAN,L 3-10,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
8,2015,2015-12-20,14,23.192,SDG,,MIA,W 30-14,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
9,2015,2015-12-24,15,23.196,SDG,@,OAK,L 20-23,*,0,0,,0,1,2,2.00,0,0.0,3,1,0,0,0
10,2015,2016-01-03,16,23.206,SDG,@,DEN,L 20-27,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
11,2016,2016-09-11,1,24.092,SDG,@,KAN,L 27-33,,2,43,21.50,0,0,0,,0,0.0,0,0,0,0,0
12,2016,2016-09-18,2,24.099,SDG,,JAX,W 38-14,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
13,2016,2016-09-25,3,24.106,SDG,@,IND,L 22-26,,1,20,20.00,0,0,0,,0,0.0,0,0,0,0,0
14,2016,2016-10-02,4,24.113,SDG,,NOR,L 34-35,*,0,0,,0,0,0,,0,0.0,1,1,1,8,0
15,2016,2016-10-09,5,24.120,SDG,@,OAK,L 31-34,*,0,0,,0,0,0,,0,0.0,4,2,0,0,0
16,2016,2016-10-13,6,24.124,SDG,,DEN,W 21-13,*,0,0,,0,0,0,,0,0.0,2,2,0,0,0
17,2016,2016-10-23,7,24.134,SDG,@,ATL,W 33-30,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
18,2016,2016-11-13,10,24.155,SDG,,MIA,L 24-31,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
19,2016,2016-11-27,11,24.169,SDG,@,HOU,W 21-13,*,0,0,,0,0,0,,0,0.0,2,5,0,0,0
20,2016,2016-12-04,12,24.176,SDG,,TAM,L 21-28,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
21,2016,2016-12-11,13,24.183,SDG,@,CAR,L 16-28,*,0,0,,0,0,0,,0,0.0,0,0,0,0,0
22,2017,2017-12-24,15,25.196,LAC,@,NYJ,W 14-7,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
23,2017,2017-12-31,16,25.203,LAC,,OAK,W 30-10,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
24,2018,2018-09-09,1,26.090,LAC,,KAN,L 28-38,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
