ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
37,2004,2004-10-10,5,26.037,NOR,,TAM,L 17-20,*,0,0,,0,,0,0,2.0,,,0,0,0
38,2004,2004-10-17,6,26.044,NOR,,MIN,L 31-38,*,0,0,,0,,0,0,0.5,,,0,0,0
39,2004,2004-10-24,7,26.051,NOR,@,OAK,W 31-26,*,,,,,,,,,,,,,
40,2004,2004-11-07,8,26.065,NOR,@,SDG,L 17-43,*,,,,,,,,,,,,,
41,2004,2004-11-14,9,26.072,NOR,,KAN,W 27-20,*,,,,,,,,,,,,,
42,2004,2004-11-21,10,26.079,NOR,,DEN,L 13-34,*,,,,,,,,,,,,,
43,2004,2004-11-28,11,26.086,NOR,@,ATL,L 21-24,*,0,0,,0,,0,0,0.0,,,1,8,0
44,2004,2004-12-05,12,26.093,NOR,,CAR,L 21-32,*,,,,,,,,,,,,,
45,2004,2004-12-12,13,26.100,NOR,@,DAL,W 27-13,*,0,0,,0,,0,0,1.0,,,0,0,0
46,2004,2004-12-19,14,26.107,NOR,@,TAM,W 21-17,*,,,,,,,,,,,,,
47,2004,2004-12-26,15,26.114,NOR,,ATL,W 26-13,*,,,,,,,,,,,,,
48,2004,2005-01-02,16,26.121,NOR,@,CAR,W 21-18,*,0,0,,0,,0,0,2.0,,,0,0,0
49,2005,2005-09-11,1,27.008,NOR,@,CAR,W 23-20,*,,,,,,,,,,,,,
50,2005,2005-09-19,2,27.016,NOR,,NYG,L 10-27,*,,,,,,,,,,,,,
51,2005,2005-09-25,3,27.022,NOR,@,MIN,L 16-33,*,,,,,,,,,,,,,
52,2005,2005-10-02,4,27.029,NOR,,BUF,W 19-7,*,0,0,,0,,0,0,1.0,,,0,0,0
53,2005,2005-10-09,5,27.036,NOR,@,GNB,L 3-52,,,,,,,,,,,,,,
54,2005,2005-10-16,6,27.043,NOR,,ATL,L 31-34,*,,,,,,,,,,,,,
55,2005,2005-10-23,7,27.050,NOR,@,STL,L 17-28,*,0,0,,0,,0,0,0.5,,,0,0,0
56,2005,2005-10-30,8,27.057,NOR,,MIA,L 6-21,*,,,,,,,,,,,,,
57,2005,2005-11-06,9,27.064,NOR,,CHI,L 17-20,*,,,,,,,,,,,,,
58,2005,2005-11-20,10,27.078,NOR,@,NWE,L 17-24,*,0,0,,0,,0,0,1.0,,,0,0,0
59,2005,2005-11-27,11,27.085,NOR,@,NYJ,W 21-19,,,,,,,,,,,,,,
60,2005,2005-12-04,12,27.092,NOR,,TAM,L 3-10,*,,,,,,,,,,,,,
61,2005,2005-12-12,13,27.100,NOR,@,ATL,L 17-36,*,,,,,,,,,,,,,
62,2005,2005-12-18,14,27.106,NOR,,CAR,L 10-27,*,,,,,,,,,,,,,
63,2005,2005-12-24,15,27.112,NOR,,DET,L 12-13,*,,,,,,,,,,,,,
64,2005,2006-01-01,16,27.120,NOR,@,TAM,L 13-27,*,,,,,,,,,,,,,
65,2006,2006-09-10,1,28.007,NOR,@,CLE,W 19-14,*,,,,,,,,,,,,,
66,2006,2006-09-17,2,28.014,NOR,@,GNB,W 34-27,*,,,,,,,,,,,,,
67,2006,2006-09-25,3,28.022,NOR,,ATL,W 23-3,*,0,0,,0,,0,0,1.0,,,0,0,0
68,2006,2006-10-01,4,28.028,NOR,@,CAR,L 18-21,*,,,,,,,,,,,,,
69,2006,2006-10-08,5,28.035,NOR,,TAM,W 24-21,*,0,0,,0,,0,0,1.0,,,0,0,0
70,2006,2006-10-15,6,28.042,NOR,,PHI,W 27-24,*,0,0,,0,,0,0,1.0,,,0,0,0
71,2006,2006-10-29,7,28.056,NOR,,BAL,L 22-35,*,,,,,,,,,,,,,
72,2006,2006-11-05,8,28.063,NOR,@,TAM,W 31-14,*,0,0,,0,,0,0,1.0,,,0,0,0
73,2006,2006-11-12,9,28.070,NOR,@,PIT,L 31-38,*,,,,,,,,,,,,,
74,2006,2006-11-19,10,28.077,NOR,,CIN,L 16-31,*,,,,,,,,,,,,,
75,2006,2006-11-26,11,28.084,NOR,@,ATL,W 31-13,*,0,0,,0,,0,0,1.0,,,0,0,0
76,2006,2006-12-03,12,28.091,NOR,,SFO,W 34-10,*,0,0,,0,,0,0,1.0,,,0,0,0
77,2006,2006-12-10,13,28.098,NOR,@,DAL,W 42-17,*,,,,,,,,,,,,,
78,2006,2006-12-17,14,28.105,NOR,,WAS,L 10-16,*,,,,,,,,,,,,,
79,2006,2006-12-24,15,28.112,NOR,@,NYG,W 30-7,*,,,,,,,,,,,,,
80,2006,2006-12-31,16,28.119,NOR,,CAR,L 21-31,*,,,,,,,,,,,,,
81,2007,2007-09-06,1,29.003,NOR,@,IND,L 10-41,*,,,,,,,,,,,,,
82,2007,2007-09-16,2,29.013,NOR,@,TAM,L 14-31,*,,,,,,,,,,,,,
83,2007,2007-09-24,3,29.021,NOR,,TEN,L 14-31,*,,,,,,,,,,,,,
84,2007,2007-10-07,4,29.034,NOR,,CAR,L 13-16,*,,,,,,,,,,,,,
85,2007,2007-10-14,5,29.041,NOR,@,SEA,W 28-17,*,0,0,,0,,0,0,1.0,,,0,0,0
86,2007,2007-10-21,6,29.048,NOR,,ATL,W 22-16,*,0,0,,0,,0,0,0.5,,,0,0,0
87,2007,2007-10-28,7,29.055,NOR,@,SFO,W 31-10,*,,,,,,,,,,,,,
88,2007,2007-11-04,8,29.062,NOR,,JAX,W 41-24,*,,,,,,,,,,,,,
89,2007,2007-11-25,11,29.083,NOR,@,CAR,W 31-6,*,,,,,,,,,,,,,
90,2007,2007-12-02,12,29.090,NOR,,TAM,L 23-27,*,,,,,,,,,,,,,
91,2007,2007-12-10,13,29.098,NOR,@,ATL,W 34-14,*,,,,,,,,,,,,,
92,2007,2007-12-16,14,29.104,NOR,,ARI,W 31-24,*,,,,,,,,,,,,,
93,2007,2007-12-23,15,29.111,NOR,,PHI,L 23-38,*,0,0,,0,,0,0,1.0,,,0,0,0
94,2007,2007-12-30,16,29.118,NOR,@,CHI,L 25-33,*,,,,,,,,,,,,,
95,2008,2008-09-07,1,30.004,NOR,,TAM,W 24-20,*,0,0,,0,,0,0,1.0,3,0,0,0,0
96,2008,2008-09-14,2,30.011,NOR,@,WAS,L 24-29,*,0,0,,0,,0,0,0.0,1,2,0,0,0
97,2008,2008-09-21,3,30.018,NOR,@,DEN,L 32-34,*,0,0,,0,1,0,2,0.0,5,1,0,0,0
98,2008,2008-09-28,4,30.025,NOR,,SFO,W 31-17,*,0,0,,0,,0,0,2.0,5,1,0,0,0
99,2008,2008-10-06,5,30.033,NOR,,MIN,L 27-30,*,0,0,,0,,0,0,0.0,4,2,0,0,0
100,2008,2008-10-12,6,30.039,NOR,,OAK,W 34-3,*,0,0,,0,,0,0,0.0,3,0,0,0,0
101,2008,2008-10-19,7,30.046,NOR,@,CAR,L 7-30,*,0,0,,0,,0,0,0.0,4,1,0,0,0
102,2008,2008-10-26,8,30.053,NOR,,SDG,W 37-32,*,0,0,,0,,0,0,0.0,1,0,0,0,0
103,2009,2009-09-13,1,31.010,NOR,,DET,W 45-27,*,0,0,,0,,0,0,0.0,1,0,0,0,0
104,2009,2009-09-20,2,31.017,NOR,@,PHI,W 48-22,*,0,0,,0,,0,0,0.0,1,0,0,0,0
105,2009,2009-09-27,3,31.024,NOR,@,BUF,W 27-7,*,0,0,,0,,0,0,2.0,2,1,0,0,0
106,2009,2009-10-04,4,31.031,NOR,,NYJ,W 24-10,*,0,0,,0,,0,0,2.0,5,0,0,0,0
107,2009,2009-10-18,5,31.045,NOR,,NYG,W 48-27,*,0,0,,0,,0,0,0.0,4,0,0,0,0
108,2009,2009-10-25,6,31.052,NOR,@,MIA,W 46-34,*,0,0,,0,,0,0,0.0,1,0,0,0,0
109,2009,2009-11-02,7,31.060,NOR,,ATL,W 35-27,*,0,0,,0,,0,0,0.0,2,1,0,0,0
110,2009,2009-11-08,8,31.066,NOR,,CAR,W 30-20,*,0,0,,0,,0,0,0.0,1,2,0,0,0
111,2009,2009-11-15,9,31.073,NOR,@,STL,W 28-23,*,0,0,,0,,0,0,0.5,3,2,0,0,0
112,2009,2009-11-22,10,31.080,NOR,@,TAM,W 38-7,*,0,0,,0,,0,0,0.0,2,0,0,0,0
113,2009,2009-11-30,11,31.088,NOR,,NWE,W 38-17,*,0,0,,0,,0,0,0.0,0,2,0,0,0
114,2009,2009-12-06,12,31.094,NOR,@,WAS,W 33-30,*,0,0,,0,,0,0,0.0,2,0,0,0,0
115,2009,2009-12-13,13,31.101,NOR,@,ATL,W 26-23,*,0,0,,0,,0,0,0.0,1,0,0,0,0
116,2009,2009-12-19,14,31.107,NOR,,DAL,L 17-24,*,0,0,,0,,0,0,0.0,1,1,0,0,0
117,2009,2009-12-27,15,31.115,NOR,,TAM,L 17-20,*,0,0,,0,,0,0,1.0,4,4,0,0,0
118,2009,2010-01-03,16,31.122,NOR,@,CAR,L 10-23,*,0,0,,0,,0,0,0.0,1,0,0,0,0
