ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-08,1,24.127,KAN,@,CLE,W 40-39,,0,,,,,0.0%,,,,,,,
2,2002,2002-09-15,2,24.134,KAN,,JAX,L 16-23,,1,1,51,51.00,0,100.0%,51.00,0,0,,0,0,0
3,2002,2002-09-22,3,24.141,KAN,@,NWE,L 38-41,,0,,,,,0.0%,,,,,,,
4,2002,2002-09-29,4,24.148,KAN,,MIA,W 48-30,,,,,,,0.0%,,,,,,,
5,2002,2002-10-06,5,24.155,KAN,@,NYJ,W 29-25,,0,,,,,0.0%,,,,,,,
6,2002,2002-10-13,6,24.162,KAN,@,SDG,L 34-35,,4,4,85,21.25,2,100.0%,21.25,0,0,,0,2,12
7,2002,2002-10-20,7,24.169,KAN,,DEN,L 34-37,,,,,,,0.0%,,,,,,,
8,2002,2002-10-27,8,24.176,KAN,,OAK,W 20-10,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0
9,2002,2002-11-10,9,24.190,KAN,@,SFO,L 13-17,,3,2,42,21.00,0,66.7%,14.00,0,0,,0,0,0
10,2002,2002-11-17,10,24.197,KAN,,BUF,W 17-16,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
11,2002,2002-11-24,11,24.204,KAN,@,SEA,L 32-39,,1,1,15,15.00,1,100.0%,15.00,0,0,,0,1,6
12,2002,2002-12-01,12,24.211,KAN,,ARI,W 49-0,,2,2,30,15.00,2,100.0%,15.00,0,0,,0,2,12
13,2002,2002-12-08,13,24.218,KAN,,STL,W 49-10,,2,1,6,6.00,1,50.0%,3.00,0,0,,0,1,6
14,2002,2002-12-15,14,24.225,KAN,@,DEN,L 24-31,*,5,,,,,0.0%,,,,,,,
15,2002,2002-12-22,15,24.232,KAN,,SDG,W 24-22,*,8,5,144,28.80,2,62.5%,18.00,0,0,,0,2,12
16,2002,2002-12-28,16,24.238,KAN,@,OAK,L 0-24,,8,2,18,9.00,0,25.0%,2.25,0,0,,0,0,0
17,2003,2003-09-07,1,25.126,KAN,,SDG,W 27-14,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0
18,2003,2003-09-14,2,25.133,KAN,,PIT,W 41-20,,1,,,,,0.0%,,,,,,,
19,2003,2003-09-21,3,25.140,KAN,@,HOU,W 42-14,,3,1,27,27.00,0,33.3%,9.00,0,0,,0,0,0
20,2003,2003-09-28,4,25.147,KAN,@,BAL,W 17-10,,1,,,,,0.0%,,,,,,,
21,2003,2003-10-05,5,25.154,KAN,,DEN,W 24-23,,2,0,0,,0,0.0%,0.00,1,44,44.00,0,0,0
22,2003,2003-10-12,6,25.161,KAN,@,GNB,W 40-34,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
23,2003,2003-10-20,7,25.169,KAN,@,OAK,W 17-10,,0,,,,,0.0%,,,,,,,
24,2003,2003-10-26,8,25.175,KAN,,BUF,W 38-5,,2,,,,,0.0%,,,,,,,
25,2003,2003-11-09,9,25.189,KAN,,CLE,W 41-20,,3,2,45,22.50,0,66.7%,15.00,0,0,,0,0,0
26,2003,2003-11-16,10,25.196,KAN,@,CIN,L 19-24,,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0
27,2003,2003-11-23,11,25.203,KAN,,OAK,W 27-24,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0
28,2003,2003-11-30,12,25.210,KAN,@,SDG,W 28-24,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
29,2003,2003-12-07,13,25.217,KAN,@,DEN,L 27-45,,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0
30,2003,2003-12-14,14,25.224,KAN,,DET,W 45-17,,,,,,,0.0%,,,,,,,
31,2003,2003-12-28,16,25.238,KAN,,CHI,W 31-3,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0
32,2005,2005-10-02,4,27.151,KAN,,PHI,L 31-37,,2,1,38,38.00,0,50.0%,19.00,0,0,,0,0,0
33,2005,2005-10-16,5,27.165,KAN,,WAS,W 28-21,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
34,2005,2005-10-21,6,27.170,KAN,@,MIA,W 30-20,,7,2,34,17.00,0,28.6%,4.86,0,0,,0,0,0
35,2005,2005-10-30,7,27.179,KAN,@,SDG,L 20-28,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
36,2005,2005-11-06,8,27.186,KAN,,OAK,W 27-23,,,0,0,,0,0.0%,,0,0,,0,0,0
37,2005,2005-11-13,9,27.193,KAN,@,BUF,L 3-14,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
38,2005,2005-11-27,11,27.207,KAN,,NWE,W 26-16,,,0,0,,0,0.0%,,0,0,,0,0,0
39,2005,2005-12-04,12,27.214,KAN,,DEN,W 31-27,,0,0,0,,0,0.0%,,0,0,,0,0,0
40,2005,2005-12-24,15,27.234,KAN,,SDG,W 20-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
41,2005,2006-01-01,16,27.242,KAN,,CIN,W 37-3,,,0,0,,0,0.0%,,0,0,,0,0,0
