ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,23.297,PHI,@,GNB,L 13-16,,,,,,,,,,
2,2007,2007-09-17,2,23.305,PHI,,WAS,L 12-20,,,,,,,,,,
3,2007,2007-09-23,3,23.311,PHI,,DET,W 56-21,,,,,,,,,,
4,2007,2007-09-30,4,23.318,PHI,@,NYG,L 3-16,*,,,,,,,,,
5,2007,2007-10-14,5,23.332,PHI,@,NYJ,W 16-9,*,,,,,,,,,
6,2007,2007-10-21,6,23.339,PHI,,CHI,L 16-19,*,,,,,,,,,
7,2007,2007-10-28,7,23.346,PHI,@,MIN,W 23-16,*,,,,,,,,,
8,2007,2007-11-04,8,23.353,PHI,,DAL,L 17-38,*,,,,,,,,,
9,2007,2007-11-11,9,23.360,PHI,@,WAS,W 33-25,*,,,,,,,,,
10,2007,2007-11-18,10,24.002,PHI,,MIA,W 17-7,*,,,,,,,,,
11,2007,2007-11-25,11,24.009,PHI,@,NWE,L 28-31,*,0,0,,0,0,0,1.0,,
12,2007,2007-12-02,12,24.016,PHI,,SEA,L 24-28,*,,,,,,,,,
13,2007,2007-12-09,13,24.023,PHI,,NYG,L 13-16,*,,,,,,,,,
14,2007,2007-12-16,14,24.030,PHI,@,DAL,W 10-6,*,,,,,,,,,
15,2007,2007-12-23,15,24.037,PHI,@,NOR,W 38-23,,,,,,,,,,
16,2007,2007-12-30,16,24.044,PHI,,BUF,W 17-9,*,,,,,,,,,
17,2008,2008-09-07,1,24.296,PHI,,STL,W 38-3,*,0,0,,0,0,0,0.0,1,0
18,2008,2008-09-15,2,24.304,PHI,@,DAL,L 37-41,*,0,0,,0,1,6,0.0,0,1
19,2008,2008-09-21,3,24.310,PHI,,PIT,W 15-6,*,0,0,,0,0,0,0.0,1,0
20,2008,2008-09-28,4,24.317,PHI,@,CHI,L 20-24,*,0,0,,0,0,0,1.0,3,0
21,2008,2008-10-05,5,24.324,PHI,,WAS,L 17-23,,0,0,,0,0,0,0.0,1,0
22,2008,2008-10-12,6,24.331,PHI,@,SFO,W 40-26,,0,0,,0,0,0,0.0,0,3
23,2008,2008-10-26,7,24.345,PHI,,ATL,W 27-14,*,0,0,,0,0,0,1.0,4,0
24,2008,2008-11-02,8,24.352,PHI,@,SEA,W 26-7,,0,0,,0,0,0,0.0,5,1
25,2008,2008-11-09,9,24.359,PHI,,NYG,L 31-36,*,0,0,,0,0,0,0.0,4,2
26,2008,2008-11-16,10,25.000,PHI,@,CIN,T 13-13,*,0,0,,0,0,0,0.0,1,2
27,2008,2008-11-23,11,25.007,PHI,@,BAL,L 7-36,*,0,0,,0,0,0,0.0,3,3
28,2008,2008-11-27,12,25.011,PHI,,ARI,W 48-20,*,0,0,,0,0,0,0.0,1,0
29,2008,2008-12-07,13,25.021,PHI,@,NYG,W 20-14,*,0,0,,0,0,0,0.0,2,0
30,2008,2008-12-15,14,25.029,PHI,,CLE,W 30-10,*,0,0,,0,0,0,0.0,2,1
31,2008,2008-12-21,15,25.035,PHI,@,WAS,L 3-10,,0,0,,0,0,0,0.0,3,3
32,2008,2008-12-28,16,25.042,PHI,,DAL,W 44-6,*,0,0,,0,0,0,0.0,2,0
33,2009,2009-09-13,1,25.301,PHI,@,CAR,W 38-10,*,0,0,,0,0,0,0.0,2,0
34,2009,2009-09-20,2,25.308,PHI,,NOR,L 22-48,*,0,0,,0,0,0,0.0,2,0
35,2009,2009-09-27,3,25.315,PHI,,KAN,W 34-14,*,0,0,,0,0,0,0.0,2,0
36,2009,2009-10-11,4,25.329,PHI,,TAM,W 33-14,*,0,0,,0,0,0,1.0,3,0
37,2009,2009-10-18,5,25.336,PHI,@,OAK,L 9-13,*,0,0,,0,0,0,0.0,10,0
38,2009,2009-10-26,6,25.344,PHI,@,WAS,W 27-17,*,0,0,,0,0,0,0.0,1,2
39,2009,2009-11-01,7,25.350,PHI,,NYG,W 40-17,*,0,0,,0,0,0,0.0,1,0
40,2009,2009-11-15,9,25.364,PHI,@,SDG,L 23-31,*,0,0,,0,0,0,0.0,2,2
41,2009,2009-11-22,10,26.006,PHI,@,CHI,W 24-20,*,0,0,,0,0,0,0.0,1,0
42,2009,2009-11-29,11,26.013,PHI,,WAS,W 27-24,,0,0,,0,0,0,0.0,0,1
43,2009,2009-12-06,12,26.020,PHI,@,ATL,W 34-7,*,0,0,,0,0,0,0.0,2,0
44,2009,2009-12-13,13,26.027,PHI,@,NYG,W 45-38,*,0,0,,0,0,0,0.0,4,4
45,2009,2009-12-20,14,26.034,PHI,,SFO,W 27-13,,,,,,,,,,
46,2009,2009-12-27,15,26.041,PHI,,DEN,W 30-27,,,,,,,,,,
47,2009,2010-01-03,16,26.048,PHI,@,DAL,L 0-24,,0,0,,0,0,0,0.0,0,0
48,2010,2010-09-12,1,26.300,CLE,@,TAM,L 14-17,*,0,0,,0,0,0,0.0,4,2
49,2010,2010-09-19,2,26.307,CLE,,KAN,L 14-16,*,0,0,,0,0,0,0.0,5,1
50,2010,2010-09-26,3,26.314,CLE,@,BAL,L 17-24,*,0,0,,0,0,0,0.0,1,1
51,2010,2010-10-03,4,26.321,CLE,,CIN,W 23-20,*,0,0,,0,0,0,0.0,1,0
52,2010,2010-10-10,5,26.328,CLE,,ATL,L 10-20,*,0,0,,0,0,0,0.0,3,2
53,2010,2010-10-17,6,26.335,CLE,@,PIT,L 10-28,*,0,0,,0,0,0,0.0,3,3
54,2010,2010-10-24,7,26.342,CLE,@,NOR,W 30-17,*,0,0,,0,0,0,1.0,3,3
55,2010,2010-11-07,8,26.356,CLE,,NWE,W 34-14,*,0,0,,0,0,0,0.0,4,0
56,2010,2010-11-14,9,26.363,CLE,,NYJ,L 20-26,*,0,0,,0,0,0,0.0,4,1
57,2010,2010-11-21,10,27.005,CLE,@,JAX,L 20-24,*,0,0,,0,0,0,0.0,2,0
58,2010,2010-11-28,11,27.012,CLE,,CAR,W 24-23,*,0,0,,0,0,0,0.0,2,0
59,2010,2010-12-05,12,27.019,CLE,@,MIA,W 13-10,*,0,0,,0,0,0,0.0,2,1
60,2010,2010-12-12,13,27.026,CLE,@,BUF,L 6-13,*,1,5,5.00,0,0,0,1.0,5,5
61,2010,2010-12-19,14,27.033,CLE,@,CIN,L 17-19,*,0,0,,0,0,0,0.0,1,2
62,2010,2010-12-26,15,27.040,CLE,,BAL,L 10-20,*,0,0,,0,0,0,0.0,5,2
63,2010,2011-01-02,16,27.047,CLE,,PIT,L 9-41,*,0,0,,0,0,0,0.0,4,2
64,2011,2011-09-11,1,27.299,CLE,,CIN,L 17-27,*,0,0,,0,0,0,0.0,1,1
65,2011,2011-09-18,2,27.306,CLE,@,IND,W 27-19,*,0,0,,0,0,0,0.0,1,2
66,2011,2011-09-25,3,27.313,CLE,,MIA,W 17-16,*,0,0,,0,0,0,0.5,2,2
67,2011,2011-10-02,4,27.320,CLE,,TEN,L 13-31,*,0,0,,0,0,0,0.0,1,0
68,2011,2011-10-16,5,27.334,CLE,@,OAK,L 17-24,*,0,0,,0,0,0,0.0,1,0
69,2011,2011-10-23,6,27.341,CLE,,SEA,W 6-3,*,0,0,,0,0,0,1.0,4,0
70,2011,2011-10-30,7,27.348,CLE,@,SFO,L 10-20,*,0,0,,0,0,0,0.0,4,1
71,2011,2011-11-06,8,27.355,CLE,@,HOU,L 12-30,*,0,0,,0,0,0,0.0,3,0
72,2011,2011-11-13,9,27.362,CLE,,STL,L 12-13,*,0,0,,0,0,0,0.0,5,0
73,2011,2011-11-20,10,28.004,CLE,,JAX,W 14-10,*,0,0,,0,0,0,0.0,2,2
74,2011,2011-11-27,11,28.011,CLE,@,CIN,L 20-23,*,0,0,,0,0,0,0.0,1,2
75,2011,2011-12-04,12,28.018,CLE,,BAL,L 10-24,*,0,0,,0,0,0,0.0,2,3
76,2011,2011-12-08,13,28.022,CLE,@,PIT,L 3-14,*,0,0,,0,0,0,0.0,7,1
77,2011,2011-12-18,14,28.032,CLE,@,ARI,L 17-20,*,0,0,,0,0,0,2.0,7,2
78,2011,2011-12-24,15,28.038,CLE,@,BAL,L 14-20,*,0,0,,0,0,0,0.0,3,2
79,2011,2012-01-01,16,28.046,CLE,,PIT,L 9-13,*,0,0,,0,0,0,0.0,3,2
