ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,22.282,TEN,,MIA,L 23-31,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,0,0,,0,0,0,0.0,,
2,2001,2001-09-23,2,22.296,TEN,@,JAX,L 6-13,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,2,31,15.50,0,2,29,14.50,0,0,0,0.0,,
3,2001,2001-10-07,3,22.310,TEN,@,BAL,L 7-26,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
4,2001,2001-10-14,4,22.317,TEN,,TAM,W 31-28,*,2,2,70,35.00,0,100.0%,35.00,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0.0,,
5,2002,2002-09-08,1,23.281,TEN,,PHI,W 27-24,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
6,2002,2002-09-15,2,23.288,TEN,@,DAL,L 13-21,,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,2002,2002-09-22,3,23.295,TEN,,CLE,L 28-31,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
8,2002,2002-09-29,4,23.302,TEN,@,OAK,L 25-52,,3,2,57,28.50,1,66.7%,19.00,0,0,,0,1,20,20.00,0,0,0,,0,1,6,0.0,,
9,2002,2002-10-06,5,23.309,TEN,,WAS,L 14-31,*,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
10,2002,2002-10-13,6,23.316,TEN,,JAX,W 23-14,,8,2,21,10.50,0,25.0%,2.63,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2002,2002-10-27,7,23.330,TEN,@,CIN,W 30-24,,1,0,0,,0,0.0%,0.00,0,0,,0,2,58,29.00,0,3,23,7.67,0,0,0,0.0,,
12,2002,2002-11-03,8,23.337,TEN,@,IND,W 23-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,,
13,2002,2002-11-10,9,23.344,TEN,,HOU,W 17-10,,2,0,0,,0,0.0%,0.00,1,2,2.00,0,1,18,18.00,0,0,0,,0,0,0,0.0,,
14,2002,2002-11-17,10,23.351,TEN,,PIT,W 31-23,,2,1,55,55.00,0,50.0%,27.50,0,0,,0,1,48,48.00,0,0,0,,0,0,0,0.0,,
15,2002,2002-11-24,11,23.358,TEN,@,BAL,L 12-13,,5,2,33,16.50,0,40.0%,6.60,0,0,,0,1,27,27.00,0,0,0,,0,0,0,0.0,,
16,2002,2002-12-01,12,24.000,TEN,@,NYG,W 32-29,,7,4,29,7.25,0,57.1%,4.14,1,16,16.00,0,6,113,18.83,0,0,0,,0,0,0,0.0,,
17,2002,2002-12-08,13,24.007,TEN,,IND,W 27-17,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
18,2002,2002-12-16,14,24.015,TEN,,NWE,W 24-7,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
19,2002,2002-12-22,15,24.021,TEN,@,JAX,W 28-10,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,16,16.00,0,0,0,,0,0,0,0.0,,
20,2002,2002-12-29,16,24.028,TEN,@,HOU,W 13-3,,5,2,46,23.00,0,40.0%,9.20,0,0,,0,0,0,,0,2,17,8.50,0,0,0,0.0,,
21,2003,2003-09-07,1,24.280,TEN,,OAK,W 25-20,,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,5,74,14.80,0,0,0,0.0,,
22,2003,2003-09-14,2,24.287,TEN,@,IND,L 7-33,,6,2,19,9.50,0,33.3%,3.17,0,0,,0,0,0,,0,3,18,6.00,0,0,0,0.0,,
23,2003,2003-09-21,3,24.294,TEN,,NOR,W 27-12,,8,5,44,8.80,1,62.5%,5.50,0,0,,0,0,0,,0,1,-14,-14.00,0,1,6,0.0,,
24,2003,2003-09-28,4,24.301,TEN,@,PIT,W 30-13,,5,5,81,16.20,1,100.0%,16.20,0,0,,0,3,57,19.00,0,0,0,,0,1,6,0.0,,
25,2003,2003-10-05,5,24.308,TEN,@,NWE,L 30-38,,4,2,72,36.00,0,50.0%,18.00,0,0,,0,0,0,,0,1,14,14.00,0,0,0,0.0,,
26,2003,2003-10-12,6,24.315,TEN,,HOU,W 38-17,*,3,2,68,34.00,0,66.7%,22.67,1,13,13.00,0,0,0,,0,1,0,0.00,0,0,0,0.0,,
27,2003,2003-10-19,7,24.322,TEN,@,CAR,W 37-17,*,4,1,17,17.00,0,25.0%,4.25,0,0,,0,0,0,,0,5,53,10.60,0,0,0,0.0,,
28,2003,2003-10-26,8,24.329,TEN,@,JAX,W 30-17,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,3,54,18.00,0,2,11,5.50,0,0,0,0.0,,
29,2003,2003-11-09,9,24.343,TEN,,MIA,W 31-7,*,3,3,53,17.67,1,100.0%,17.67,0,0,,0,0,0,,0,1,15,15.00,0,1,6,0.0,,
30,2003,2003-11-16,10,24.350,TEN,,JAX,W 10-3,*,6,3,25,8.33,1,50.0%,4.17,0,0,,0,0,0,,0,3,37,12.33,0,1,6,0.0,,
31,2003,2003-11-23,11,24.357,TEN,@,ATL,W 38-31,*,5,4,72,18.00,1,80.0%,14.40,0,0,,0,0,0,,0,1,58,58.00,1,2,12,0.0,,
32,2003,2003-12-01,12,25.000,TEN,@,NYJ,L 17-24,,6,5,92,18.40,1,83.3%,15.33,0,0,,0,0,0,,0,3,35,11.67,0,1,6,0.0,,
