ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-12-19,14,23.002,DEN,,KAN,W 20-17,,,,,,,,,,,
2,1987,1987-12-27,15,23.010,DEN,,SDG,W 24-0,,,,,,,,,,,
3,1988,1988-09-04,1,23.262,DEN,,SEA,L 14-21,,0,0,,0,0,0,1.0,0,0,0
4,1988,1988-09-11,2,23.269,DEN,,SDG,W 34-3,,,,,,,,,,,
5,1988,1988-09-18,3,23.276,DEN,@,KAN,L 13-20,,,,,,,,,,,
6,1988,1988-09-26,4,23.284,DEN,,RAI,L 27-30,,,,,,,,,,,
7,1988,1988-10-02,5,23.290,DEN,@,SDG,W 12-0,,,,,,,,,,,
8,1988,1988-10-09,6,23.297,DEN,@,SFO,W 16-13,,,,,,,,,,,
9,1988,1988-10-16,7,23.304,DEN,,ATL,W 30-14,,,,,,,,,,,
10,1988,1988-10-23,8,23.311,DEN,@,PIT,L 21-39,,0,0,,0,0,0,0.0,1,6,0
11,1988,1988-10-31,9,23.319,DEN,@,IND,L 23-55,,,,,,,,,,,
12,1988,1988-11-06,10,23.325,DEN,,KAN,W 17-11,,,,,,,,,,,
13,1988,1988-11-13,11,23.332,DEN,,CLE,W 30-7,,,,,,,,,,,
14,1988,1988-11-20,12,23.339,DEN,@,NOR,L 0-42,,,,,,,,,,,
15,1988,1988-11-27,13,23.346,DEN,,RAM,W 35-24,,,,,,,,,,,
16,1988,1988-12-04,14,23.353,DEN,@,RAI,L 20-21,,,,,,,,,,,
17,1988,1988-12-11,15,23.360,DEN,@,SEA,L 14-42,,,,,,,,,,,
18,1988,1988-12-17,16,24.000,DEN,,NWE,W 21-10,,0,0,,0,0,0,0.0,1,0,0
19,1989,1989-09-10,1,24.267,DEN,,KAN,W 34-20,,0,0,,0,1,6,0.0,1,34,1
20,1989,1989-09-18,2,24.275,DEN,@,BUF,W 28-14,,0,0,,0,0,0,0.0,1,26,0
21,1989,1989-09-24,3,24.281,DEN,,RAI,W 31-21,,0,0,,0,0,0,0.0,1,24,0
22,1989,1989-10-01,4,24.288,DEN,@,CLE,L 13-16,,,,,,,,,,,
23,1989,1989-10-08,5,24.295,DEN,,SDG,W 16-10,,,,,,,,,,,
24,1989,1989-10-15,6,24.302,DEN,,IND,W 14-3,,,,,,,,,,,
25,1989,1989-10-22,7,24.309,DEN,@,SEA,W 24-21,,0,0,,0,0,0,0.0,1,19,0
26,1989,1989-10-29,8,24.316,DEN,,PHI,L 24-28,,,,,,,,,,,
27,1989,1989-11-05,9,24.323,DEN,,PIT,W 34-7,,,,,,,,,,,
28,1989,1989-11-12,10,24.330,DEN,@,KAN,W 16-13,,,,,,,,,,,
29,1989,1989-11-20,11,24.338,DEN,@,WAS,W 14-10,,,,,,,,,,,
30,1989,1989-11-26,12,24.344,DEN,,SEA,W 41-14,,0,0,,0,0,0,0.0,1,0,0
31,1989,1989-12-03,13,24.351,DEN,@,RAI,L 13-16,,,,,,,,,,,
32,1989,1989-12-10,14,24.358,DEN,,NYG,L 7-14,,,,,,,,,,,
33,1989,1989-12-16,15,24.364,DEN,@,PHO,W 37-0,,0,0,,0,0,0,0.0,1,0,0
34,1989,1989-12-24,16,25.007,DEN,@,SDG,L 16-19,,,,,,,,,,,
35,1990,1990-09-09,1,25.266,DEN,@,RAI,L 9-14,,0,0,,0,0,0,0.0,1,10,0
