ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.223,CIN,,NYJ,W 25-20,5,22,4.40,0,,2,5,2.50,0,,,0,0,,0,0,0
2,1990,1990-09-16,2,22.230,CIN,@,SDG,W 21-16,7,19,2.71,0,,0,0,,0,,,0,0,,0,0,0
3,1990,1990-09-23,3,22.237,CIN,,NWE,W 41-7,12,45,3.75,1,,3,17,5.67,0,,,0,0,,0,1,6
4,1990,1990-10-01,4,22.245,CIN,@,SEA,L 16-31,6,39,6.50,0,,0,0,,0,,,0,0,,0,0,0
5,1990,1990-10-07,5,22.251,CIN,@,RAM,W 34-31,15,54,3.60,0,,4,50,12.50,1,,,0,0,,0,1,6
6,1990,1990-10-14,6,22.258,CIN,@,HOU,L 17-48,11,43,3.91,0,,1,6,6.00,0,,,0,0,,0,0,0
7,1990,1990-10-22,7,22.266,CIN,@,CLE,W 34-13,9,75,8.33,0,,0,0,,0,,,0,0,,0,0,0
8,1990,1990-10-28,8,22.272,CIN,@,ATL,L 17-38,4,24,6.00,0,,0,0,,0,,,0,0,,0,0,0
9,1990,1990-11-04,9,22.279,CIN,,NOR,L 7-21,6,14,2.33,0,,2,12,6.00,0,,,0,0,,0,0,0
10,1990,1990-11-18,10,22.293,CIN,,PIT,W 27-3,2,6,3.00,0,,0,0,,0,,,0,0,,0,0,0
11,1990,1990-12-16,14,22.321,CIN,@,RAI,L 7-24,4,13,3.25,0,,0,0,,0,,,0,0,,0,0,0
12,1990,1990-12-23,15,22.328,CIN,,HOU,W 40-20,2,-1,-0.50,0,,0,0,,0,,,0,0,,0,0,0
13,1991,1991-09-01,1,23.215,CIN,@,DEN,L 14-45,6,12,2.00,0,,0,0,,0,,,0,0,,0,0,0
14,1991,1991-09-08,2,23.222,CIN,,HOU,L 7-30,3,18,6.00,0,,2,9,4.50,0,,,0,0,,0,0,0
15,1991,1991-09-15,3,23.229,CIN,@,CLE,L 13-14,5,-2,-0.40,0,,0,0,,0,,,0,0,,0,0,0
16,1991,1991-09-22,4,23.236,CIN,,WAS,L 27-34,9,40,4.44,0,,1,9,9.00,0,,,1,20,20.00,0,0,0
17,1991,1991-10-06,5,23.250,CIN,,SEA,L 7-13,15,76,5.07,0,,1,13,13.00,0,,,3,46,15.33,0,0,0
18,1991,1991-10-13,6,23.257,CIN,@,DAL,L 23-35,12,124,10.33,1,,1,5,5.00,0,,,0,0,,0,1,6
19,1991,1991-10-21,7,23.265,CIN,@,BUF,L 16-35,26,141,5.42,0,,0,0,,0,,,0,0,,0,0,0
20,1991,1991-10-27,8,23.271,CIN,@,HOU,L 3-35,4,4,1.00,0,,0,0,,0,,,0,0,,0,0,0
21,1991,1991-11-03,9,23.278,CIN,,CLE,W 23-21,24,135,5.63,0,,3,27,9.00,0,,,0,0,,0,0,0
22,1991,1991-11-10,10,23.285,CIN,,PIT,L 27-33,2,2,1.00,0,,0,0,,0,,,0,0,,0,0,0
23,1991,1991-12-01,13,23.306,CIN,,NYG,W 27-24,11,19,1.73,1,,3,11,3.67,0,,,0,0,,0,1,6
24,1991,1991-12-09,14,23.314,CIN,@,MIA,L 13-37,17,79,4.65,0,,0,0,,0,,,0,0,,0,0,0
25,1991,1991-12-15,15,23.320,CIN,@,PIT,L 10-17,18,62,3.44,0,,2,29,14.50,0,,,0,0,,0,0,0
26,1991,1991-12-22,16,23.327,CIN,,NWE,W 29-7,6,21,3.50,0,,3,33,11.00,0,,,0,0,,0,0,0
27,1992,1992-09-06,1,24.221,CIN,@,SEA,W 21-3,21,123,5.86,0,6,5,18,3.60,0,83.3%,3.00,0,0,,0,0,0
28,1992,1992-09-13,2,24.228,CIN,,RAI,W 24-21,19,97,5.11,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,1,6
29,1992,1992-09-20,3,24.235,CIN,@,GNB,L 23-24,21,101,4.81,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
30,1992,1992-09-27,4,24.242,CIN,,MIN,L 7-42,13,41,3.15,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0
31,1992,1992-10-11,5,24.256,CIN,,HOU,L 24-38,10,16,1.60,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0
32,1992,1992-10-19,6,24.264,CIN,@,PIT,L 0-20,12,45,3.75,0,3,3,8,2.67,0,100.0%,2.67,0,0,,0,0,0
33,1992,1992-10-25,7,24.270,CIN,@,HOU,L 10-26,11,38,3.45,0,8,7,35,5.00,0,87.5%,4.38,0,0,,0,0,0
34,1992,1992-11-01,8,24.277,CIN,,CLE,W 30-10,17,58,3.41,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0
35,1992,1992-11-08,9,24.284,CIN,@,CHI,W 31-28,25,117,4.68,0,3,2,-1,-0.50,0,66.7%,-0.33,0,0,,0,0,0
36,1992,1992-11-15,10,24.291,CIN,@,NYJ,L 14-17,16,52,3.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
37,1992,1992-11-22,11,24.298,CIN,,DET,L 13-19,14,26,1.86,0,7,6,26,4.33,0,85.7%,3.71,0,0,,0,0,0
