ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-11-22,11,23.277,OAK,,NYJ,W 35-26,0,0,,0,0,0,,0,0,0,1,8,0
2,1964,1964-12-06,13,23.291,OAK,,BUF,W 16-13,0,0,,0,0,0,,0,0,0,2,24,0
3,1964,1964-12-20,14,23.305,OAK,,SDG,W 21-20,0,0,,0,0,0,,0,0,0,2,33,0
4,1965,1965-11-14,10,24.268,OAK,,BUF,L 14-17,0,0,,0,0,0,,0,0,0,1,21,0
5,1965,1965-11-21,11,24.275,OAK,@,DEN,W 28-20,0,0,,0,0,0,,0,0,0,1,14,0
6,1965,1965-12-12,13,24.296,OAK,,NYJ,W 24-14,0,0,,0,0,0,,0,0,0,2,0,0
7,1965,1965-12-19,14,24.303,OAK,@,SDG,L 14-24,0,0,,0,0,0,,0,0,0,1,21,0
8,1966,1966-09-10,2,25.203,OAK,@,HOU,L 0-31,1,0,0.00,0,0,0,,0,0,0,1,26,0
9,1966,1966-10-09,5,25.232,OAK,,MIA,W 21-10,0,0,,0,0,0,,0,0,0,1,11,0
10,1966,1966-10-30,8,25.253,OAK,@,BOS,L 21-24,0,0,,0,0,0,,0,0,0,1,16,0
11,1966,1966-12-03,13,25.287,OAK,,NYJ,T 28-28,0,0,,0,0,0,,0,0,0,1,0,0
12,1966,1966-12-11,14,25.295,OAK,,DEN,W 28-10,0,0,,0,0,0,,0,0,0,1,35,0
13,1967,1967-09-10,1,26.203,OAK,,DEN,W 51-0,0,0,,0,0,0,,0,1,6,1,36,1
14,1967,1967-10-29,7,26.252,OAK,,SDG,W 51-10,0,0,,0,1,8,8.00,0,0,0,0,0,0
15,1967,1967-11-05,8,26.259,OAK,@,DEN,W 21-17,0,0,,0,1,11,11.00,0,0,0,0,0,0
16,1967,1967-11-23,10,26.277,OAK,@,KAN,W 44-22,0,0,,0,0,0,,0,1,6,2,33,1
17,1967,1967-12-17,13,26.301,OAK,,NYJ,W 38-29,0,0,,0,0,0,,0,0,0,1,70,0
18,1967,1967-12-24,14,26.308,OAK,,BUF,W 28-21,0,0,,0,0,0,,0,0,0,2,15,0
19,1968,1968-11-24,11,27.279,OAK,@,CIN,W 34-0,0,0,,0,0,0,,0,0,0,1,3,0
