ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1972,1972-09-17,1,22.117,BAL,,STL,L 3-10,1,41,41.00,0,2,17,8.50,0,0,0,0
2,1972,1972-09-24,2,22.124,BAL,,NYJ,L 34-44,6,181,30.17,0,2,9,4.50,0,0,0,0
3,1972,1972-10-01,3,22.131,BAL,@,BUF,W 17-0,0,0,,0,5,22,4.40,0,0,0,0
4,1972,1972-10-08,4,22.138,BAL,,SDG,L 20-23,3,69,23.00,0,0,0,,0,0,0,0
5,1972,1972-10-15,5,22.145,BAL,,DAL,L 0-21,1,31,31.00,0,1,0,0.00,0,0,0,0
6,1972,1972-10-22,6,22.152,BAL,@,NYJ,L 20-24,3,111,37.00,0,4,69,17.25,0,0,0,0
7,1972,1972-10-29,7,22.159,BAL,,MIA,L 0-23,0,0,,0,1,0,0.00,0,0,0,0
8,1972,1972-11-06,8,22.167,BAL,@,NWE,W 24-17,2,95,47.50,0,1,3,3.00,0,0,0,0
9,1972,1972-11-12,9,22.173,BAL,@,SFO,L 21-24,4,80,20.00,0,2,21,10.50,0,0,0,0
10,1972,1972-11-19,10,22.180,BAL,@,CIN,W 20-19,3,89,29.67,0,1,4,4.00,0,0,0,0
11,1972,1972-11-26,11,22.187,BAL,,NWE,W 31-0,1,20,20.00,0,4,63,15.75,0,0,0,0
12,1972,1972-12-03,12,22.194,BAL,,BUF,W 35-7,0,0,,0,6,53,8.83,0,0,0,0
13,1972,1972-12-10,13,22.201,BAL,@,KAN,L 10-24,2,43,21.50,0,2,22,11.00,0,0,0,0
14,1972,1972-12-16,14,22.207,BAL,@,MIA,L 0-16,3,83,27.67,0,3,20,6.67,0,1,31,0
15,1973,1973-09-16,1,23.116,BAL,@,CLE,L 14-24,4,114,28.50,0,4,6,1.50,0,0,0,0
16,1973,1973-09-23,2,23.123,BAL,,NYJ,L 10-34,1,23,23.00,0,2,20,10.00,0,0,0,0
17,1973,1973-09-30,3,23.130,BAL,,NOR,W 14-10,3,89,29.67,0,3,28,9.33,0,0,0,0
18,1973,1973-10-07,4,23.137,BAL,@,NWE,L 16-24,0,0,,0,3,5,1.67,0,0,0,0
19,1973,1973-10-14,5,23.144,BAL,@,BUF,L 13-31,3,34,11.33,0,0,0,,0,0,0,0
20,1973,1973-10-21,6,23.151,BAL,@,DET,W 29-27,0,0,,0,1,13,13.00,0,0,0,0
21,1973,1973-11-04,8,23.165,BAL,,HOU,L 27-31,0,0,,0,1,0,0.00,0,0,0,0
22,1973,1973-11-11,9,23.172,BAL,@,MIA,L 0-44,5,124,24.80,0,0,0,,0,0,0,0
23,1973,1973-11-18,10,23.179,BAL,@,WAS,L 14-22,5,102,20.40,0,1,0,0.00,0,0,0,0
24,1973,1973-12-02,12,23.193,BAL,@,NYJ,L 17-20,1,29,29.00,0,0,0,,0,0,0,0
25,1973,1973-12-09,13,23.200,BAL,,MIA,W 16-3,1,15,15.00,0,0,0,,0,0,0,0
26,1973,1973-12-16,14,23.207,BAL,,NWE,W 18-13,1,17,17.00,0,0,0,,0,0,0,0
27,1974,1974-09-15,1,24.115,BAL,@,PIT,L 0-30,0,0,,0,3,2,0.67,0,0,0,0
28,1974,1974-09-22,2,24.122,BAL,,GNB,L 13-20,1,28,28.00,0,4,22,5.50,0,0,0,0
29,1974,1974-09-29,3,24.129,BAL,@,PHI,L 10-30,2,48,24.00,0,2,4,2.00,0,0,0,0
30,1974,1974-10-06,4,24.136,BAL,@,NWE,L 3-42,4,120,30.00,0,2,2,1.00,0,0,0,0
31,1974,1974-10-13,5,24.143,BAL,,BUF,L 14-27,,,,,,,,,,,
32,1974,1974-10-20,6,24.150,BAL,@,NYJ,W 35-20,0,0,,0,0,0,,0,1,15,0
33,1974,1974-10-27,7,24.157,BAL,@,MIA,L 7-17,,,,,,,,,,,
34,1974,1974-11-03,8,24.164,BAL,,CIN,L 14-24,,,,,,,,,,,
35,1974,1974-11-10,9,24.171,BAL,,DEN,L 6-17,2,38,19.00,0,0,0,,0,0,0,0
36,1974,1974-11-17,10,24.178,BAL,@,ATL,W 17-7,2,55,27.50,0,0,0,,0,0,0,0
37,1974,1974-11-24,11,24.185,BAL,,NWE,L 17-27,1,45,45.00,0,0,0,,0,0,0,0
38,1974,1974-12-01,12,24.192,BAL,@,BUF,L 0-6,1,18,18.00,0,0,0,,0,0,0,0
39,1974,1974-12-08,13,24.199,BAL,,MIA,L 16-17,3,64,21.33,0,0,0,,0,0,0,0
40,1974,1974-12-15,14,24.206,BAL,,NYJ,L 38-45,3,83,27.67,0,0,0,,0,0,0,0
41,1975,1975-09-21,1,25.121,BAL,@,CHI,W 35-7,,,,,,,,,,,
42,1975,1975-09-28,2,25.128,BAL,,OAK,L 20-31,3,68,22.67,0,0,0,,0,0,0,0
