ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2001,2001-09-09,1,29.040,CAR,@,MIN,W 24-13,*,13,22,59.09,223,1,1,89.8,2,23,10.14,9.00,6,-3,-0.50,1,1,6
2,2001,2001-09-23,2,29.054,CAR,@,ATL,L 16-24,*,27,41,65.85,276,0,0,85.0,2,6,6.73,6.73,1,5,5.00,1,1,6
3,2001,2001-09-30,3,29.061,CAR,,GNB,L 7-28,*,18,30,60.00,160,1,1,71.5,2,15,5.33,4.50,3,5,1.67,0,0,0
4,2001,2001-10-07,4,29.068,CAR,@,SFO,L 14-24,*,29,47,61.70,275,1,3,58.4,1,0,5.85,3.40,0,0,,0,0,0
5,2001,2001-10-14,5,29.075,CAR,,NOR,L 25-27,*,21,39,53.85,196,2,1,74.3,1,12,5.03,4.90,3,2,0.67,0,0,0
6,2001,2001-10-21,6,29.082,CAR,@,WAS,L 14-17,*,24,35,68.57,226,1,4,56.1,1,8,6.46,1.89,1,-1,-1.00,0,0,0
7,2001,2001-10-28,7,29.089,CAR,,NYJ,L 12-13,*,12,34,35.29,76,0,1,31.7,1,6,2.24,0.91,2,7,3.50,0,0,0
8,2001,2001-11-04,8,29.096,CAR,@,MIA,L 6-23,*,9,21,42.86,158,0,1,49.3,1,5,7.52,5.38,1,16,16.00,0,0,0
9,2001,2001-11-18,10,29.110,CAR,,SFO,L 22-25,*,22,41,53.66,177,2,0,81.0,0,0,4.32,5.29,1,-1,-1.00,0,0,0
10,2001,2001-11-25,11,29.117,CAR,,ATL,L 7-10,*,17,31,54.84,171,0,2,43.9,4,20,5.52,2.61,7,38,5.43,1,1,6
11,2001,2001-12-02,12,29.124,CAR,@,NOR,L 23-27,*,11,19,57.89,161,0,0,85.6,8,60,8.47,8.47,2,7,3.50,2,2,12
12,2001,2001-12-09,13,29.131,CAR,@,BUF,L 24-25,*,15,30,50.00,153,1,1,62.2,0,0,5.10,4.27,3,11,3.67,1,1,6
13,2001,2001-12-23,14,29.145,CAR,,STL,L 32-38,*,24,51,47.06,312,1,0,73.3,1,7,6.12,6.51,1,23,23.00,0,0,0
14,2001,2001-12-30,15,29.152,CAR,,ARI,L 7-30,*,36,63,57.14,223,1,1,63.1,0,0,3.54,3.14,5,19,3.80,0,0,0
15,2001,2002-01-06,16,29.159,CAR,,NWE,L 6-38,*,15,36,41.67,144,0,3,18.8,2,15,4.00,0.25,1,0,0.00,0,0,0
16,2002,2002-09-15,2,30.046,CAR,,DET,W 31-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
17,2002,2002-10-13,6,30.074,CAR,@,DAL,L 13-14,,7,12,58.33,114,0,0,90.3,0,0,9.50,9.50,2,-5,-2.50,0,0,0
18,2002,2002-10-20,7,30.081,CAR,@,ATL,L 0-30,*,3,8,37.50,26,0,0,46.9,3,15,3.25,3.25,2,15,7.50,0,0,0
19,2002,2002-11-24,11,30.116,CAR,,ATL,L 0-41,,3,8,37.50,26,0,2,7.3,0,0,3.25,-8.00,0,0,,0,0,0
20,2002,2002-12-15,14,30.137,CAR,@,PIT,L 14-30,,3,7,42.86,14,0,1,10.7,2,18,2.00,-4.43,1,-1,-1.00,0,0,0
21,2002,2002-12-29,16,30.151,CAR,@,NOR,W 10-6,,1,2,50.00,0,0,0,56.2,1,2,0.00,0.00,0,0,,0,0,0
22,2005,2005-10-16,6,33.077,CAR,@,DET,W 21-20,,5,7,71.43,47,1,0,129.2,0,0,6.71,9.57,2,0,0.00,0,0,0
23,2005,2005-10-30,7,33.091,CAR,,MIN,W 38-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-4,-1.33,0,0,0
24,2005,2006-01-01,16,33.154,CAR,@,ATL,W 44-11,,2,5,40.00,17,0,0,49.6,0,0,3.40,3.40,3,-1,-0.33,0,0,0
25,2006,2006-12-10,13,34.132,CAR,,NYG,L 13-27,*,34,61,55.74,423,1,3,62.4,2,5,6.93,5.05,3,16,5.33,0,0,0
26,2006,2006-12-17,14,34.139,CAR,,PIT,L 3-37,*,18,28,64.29,170,0,1,66.1,5,29,6.07,4.46,0,0,,0,0,0
27,2006,2006-12-24,15,34.146,CAR,@,ATL,W 10-3,*,4,7,57.14,32,1,0,108.3,3,21,4.57,7.43,1,0,0.00,0,0,0
28,2007,2007-12-23,15,35.145,SFO,,TAM,W 21-19,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,2007,2007-12-30,16,35.152,SFO,@,CLE,L 7-20,*,13,22,59.09,104,1,0,86.2,5,31,4.73,5.64,0,0,,0,0,0
