ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2010,2010-10-03,4,22.286,WAS,@,PHI,W 17-12,,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,75,25.00,0,0,0
2,2010,2010-10-10,5,22.293,WAS,,GNB,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,33,16.50,0,3,47,15.67,0,0,0
3,2010,2010-10-17,6,22.300,WAS,,IND,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,5,126,25.20,0,2,33,16.50,0,0,0
4,2010,2010-10-24,7,22.307,WAS,@,CHI,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,64,21.33,0,4,21,5.25,0,0,0
5,2010,2010-10-31,8,22.314,WAS,@,DET,L 25-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,6,213,35.50,1,5,58,11.60,0,1,6
6,2010,2010-11-15,9,22.329,WAS,,PHI,L 28-59,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,6,158,26.33,0,1,6,6.00,0,0,0
7,2010,2010-11-21,10,22.335,WAS,@,TEN,W 19-16,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,,,,,5,120,24.00,0,1,12,12.00,0,0,0
8,2010,2010-11-28,11,22.342,WAS,,MIN,L 13-17,,1,0,0,,0,0.0%,0.00,2,6,3.00,0,0,0,,0,0,0,,,,,,4,123,30.75,0,5,20,4.00,0,0,0
9,2010,2010-12-05,12,22.349,WAS,@,NYG,L 7-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,2,39,19.50,0,5,56,11.20,0,0,0
10,2010,2010-12-12,13,22.356,WAS,,TAM,L 16-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,44,22.00,0,3,19,6.33,0,0,0
11,2010,2010-12-19,14,22.363,WAS,@,DAL,L 30-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,5,98,19.60,0,0,0,,0,0,0
12,2010,2010-12-26,15,23.005,WAS,@,JAX,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,67,22.33,0,3,11,3.67,0,0,0
13,2010,2011-01-02,16,23.012,WAS,,NYG,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,70,23.33,0,3,73,24.33,0,0,0
14,2011,2011-09-11,1,23.264,WAS,,NYG,W 28-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,48,24.00,0,4,53,13.25,0,0,0
15,2011,2011-09-18,2,23.271,WAS,,ARI,W 22-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,105,26.25,0,4,73,18.25,0,0,0
16,2011,2011-09-26,3,23.279,WAS,@,DAL,L 16-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,5,100,20.00,0,2,16,8.00,0,0,0
17,2011,2011-10-02,4,23.285,WAS,@,STL,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,4,3,0.75,0,0,0
18,2011,2011-10-16,5,23.299,WAS,,PHI,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,5,149,29.80,0,2,4,2.00,0,0,0
19,2011,2011-10-23,6,23.306,WAS,@,CAR,L 20-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,1,-4,-4.00,0,0,0
20,2011,2011-10-30,7,23.313,WAS,@,BUF,L 0-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,2,32,16.00,0,0,0
21,2011,2011-11-06,8,23.320,WAS,,SFO,L 11-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,93,23.25,0,2,0,0.00,0,0,0
22,2011,2011-11-13,9,23.327,WAS,@,MIA,L 9-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,1,22,22.00,0,0,0
23,2011,2011-11-20,10,23.334,WAS,,DAL,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,93,23.25,0,3,97,32.33,0,0,0
