ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-08,1,24.099,ARI,@,WAS,L 23-31,,1,12,12.00,0
2,2002,2002-09-15,2,24.106,ARI,@,SEA,W 24-13,,,,,
3,2002,2002-09-22,3,24.113,ARI,,SDG,L 15-23,,,,,
4,2002,2002-09-29,4,24.120,ARI,,NYG,W 21-7,,,,,
5,2002,2002-10-06,5,24.127,ARI,@,CAR,W 16-13,,,,,
6,2002,2002-10-20,6,24.141,ARI,,DAL,W 9-6,,,,,
7,2002,2002-10-27,7,24.148,ARI,@,SFO,L 28-38,,,,,
8,2002,2002-11-03,8,24.155,ARI,,STL,L 14-27,,,,,
9,2002,2002-11-10,9,24.162,ARI,,SEA,L 6-27,,,,,
10,2002,2002-11-17,10,24.169,ARI,@,PHI,L 14-38,,1,10,10.00,0
11,2002,2002-11-24,11,24.176,ARI,,OAK,L 20-41,,,,,
12,2002,2002-12-01,12,24.183,ARI,@,KAN,L 0-49,,,,,
13,2002,2002-12-08,13,24.190,ARI,,DET,W 23-20,*,,,,
14,2002,2002-12-15,14,24.197,ARI,@,STL,L 28-30,*,,,,
15,2002,2002-12-21,15,24.203,ARI,,SFO,L 14-17,,,,,
16,2002,2002-12-29,16,24.211,ARI,@,DEN,L 7-37,,,,,
17,2003,2003-09-07,1,25.098,ARI,@,DET,L 24-42,,,,,
18,2003,2003-11-23,11,25.175,ARI,,STL,L 27-30,,,,,
19,2003,2003-12-07,13,25.189,ARI,@,SFO,L 14-50,,,,,
20,2003,2003-12-14,14,25.196,ARI,,CAR,L 17-20,,,,,
21,2003,2003-12-21,15,25.203,ARI,@,SEA,L 10-28,,,,,
22,2003,2003-12-28,16,25.210,ARI,,MIN,W 18-17,,,,,
