ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2016,2016-09-11,1,23.152,CLE,@,PHI,L 10-29,*,1.0,3,0
2,2016,2016-09-18,2,23.159,CLE,,BAL,L 20-25,,0.0,0,0
3,2016,2016-10-09,5,23.180,CLE,,NWE,L 13-33,*,0.0,0,0
4,2016,2016-10-16,6,23.187,CLE,@,TEN,L 26-28,,0.0,0,0
5,2016,2016-10-23,7,23.194,CLE,@,CIN,L 17-31,,0.5,2,2
6,2016,2016-10-30,8,23.201,CLE,,NYJ,L 28-31,,0.0,0,0
7,2016,2016-11-06,9,23.208,CLE,,DAL,L 10-35,,0.0,0,0
8,2016,2016-11-10,10,23.212,CLE,@,BAL,L 7-28,,0.0,1,1
9,2016,2016-11-20,11,23.222,CLE,,PIT,L 9-24,,0.0,0,1
10,2016,2016-11-27,12,23.229,CLE,,NYG,L 13-27,,0.0,3,0
11,2016,2016-12-11,13,23.243,CLE,,CIN,L 10-23,,0.0,1,0
12,2016,2016-12-18,14,23.250,CLE,@,BUF,L 13-33,,0.0,1,0
13,2016,2016-12-24,15,23.256,CLE,,SDG,W 20-17,*,0.0,1,1
14,2016,2017-01-01,16,23.264,CLE,@,PIT,L 24-27,,1.0,3,0
15,2017,2017-09-10,1,24.151,CLE,,PIT,L 18-21,*,1.0,1,1
16,2017,2017-09-17,2,24.158,CLE,@,BAL,L 10-24,*,0.0,1,0
17,2017,2017-09-24,3,24.165,CLE,@,IND,L 28-31,*,0.0,2,2
18,2017,2017-10-01,4,24.172,CLE,,CIN,L 7-31,*,0.0,2,0
19,2017,2017-10-08,5,24.179,CLE,,NYJ,L 14-17,*,0.0,0,0
20,2017,2017-10-15,6,24.186,CLE,@,HOU,L 17-33,*,0.0,1,2
21,2017,2017-10-22,7,24.193,CLE,,TEN,L 9-12,,0.0,0,0
22,2017,2017-10-29,8,24.200,CLE,,MIN,L 16-33,,1.0,4,0
23,2017,2017-11-12,9,24.214,CLE,@,DET,L 24-38,,0.0,1,0
24,2017,2017-11-19,10,24.221,CLE,,JAX,L 7-19,,0.0,2,1
25,2017,2017-11-26,11,24.228,CLE,@,CIN,L 16-30,*,0.0,0,3
26,2017,2017-12-03,12,24.235,CLE,@,LAC,L 10-19,*,0.0,2,0
27,2017,2017-12-10,13,24.242,CLE,,GNB,L 21-27,*,0.0,0,2
28,2017,2017-12-17,14,24.249,CLE,,BAL,L 10-27,*,0.0,1,1
29,2017,2017-12-24,15,24.256,CLE,@,CHI,L 3-20,*,0.0,1,0
30,2017,2017-12-31,16,24.263,CLE,@,PIT,L 24-28,*,1.0,1,1
31,2018,2018-09-09,1,25.150,TAM,@,NOR,W 48-40,,0.0,0,0
32,2018,2018-09-16,2,25.157,TAM,,PHI,W 27-21,,0.0,0,0
33,2018,2018-09-24,3,25.165,TAM,,PIT,L 27-30,,0.0,1,0
